batch,cell_id,commit,device,diffusion,dimension,ess_threshold,family,final_ess_fraction,groups,initialization,integrability_certificate,kind,ks_mean,mean_absolute_error,method,minimum_ess_fraction,particles,peak_gpu_bytes,positive_mass_error,recorded_ks_mean,recorded_mean_absolute_error,recorded_positive_mass_error,recorded_variance_relative_error,recorded_w1_mean,relative_path,resampling_count,sampling,score_evaluations,seconds,seed,status,steps,u_max,variance_relative_error,w1_mean
4,281,4b74724c4225fcfe043fdd749fb740fff4cf33c8,cuda,1.0,1,0.5,mixture,0.8411899278402362,64,standard normal at finite u_max,finite,oracle,0.6953160308327079,1.714251933617207,tail,0.00015124801086258664,8192,5180928,0.6948531129377623,0.6953160379151703,1.7142519336172077,0.6948531129377666,0.9883202763104242,1.7142678579361172,oracle/task_001/cell_0281,94,with_replacement,16777216,1.010928949341178,1,completed,512,20.0,0.9883202763104242,1.714268329392163
8,321,4b74724c4225fcfe043fdd749fb740fff4cf33c8,cuda,1.0,1,0.5,mixture,0.5499014393568601,64,standard normal at finite u_max,finite,oracle,0.6989534068003584,1.7626568804679636,tail,0.00048172627763295604,8192,9899520,0.6946112383728692,0.6989534291502308,1.7626568804679636,0.6946112383728729,0.985716570332991,1.7626575735926109,oracle/task_001/cell_0321,59,with_replacement,33554432,0.994362773373723,4,completed,512,20.0,0.985716570332991,1.762656987520198
2,361,4b74724c4225fcfe043fdd749fb740fff4cf33c8,cuda,1.0,1,0.5,mixture,0.6205006903352022,64,standard normal at finite u_max,finite,oracle,0.6950150540761498,1.727828014198768,tail,0.20308801698611254,8192,7015936,0.6948531129377623,0.6950150607541269,1.7278280141987683,0.6948531129377662,0.988570624740464,1.7278285832322606,oracle/task_001/cell_0361,112,without_replacement,33554432,3.848216362297535,2,completed,2048,20.0,0.988570624740464,1.727829678160489
4,401,4b74724c4225fcfe043fdd749fb740fff4cf33c8,cuda,1.0,8,0.5,mixture,0.6805028183910105,64,standard normal at finite u_max,finite,oracle,0.7248475867270177,1.6767958618430405,tail,0.00012207710010954037,8192,41971712,0.6948531129377623,0.7248476109340325,1.67679586184304,0.6948531129377661,0.9954560287800456,1.688387364191628,oracle/task_001/cell_0401,143,without_replacement,16777216,1.0243198964744806,0,completed,512,20.0,0.9954560287800457,1.6883867036427
8,441,4b74724c4225fcfe043fdd749fb740fff4cf33c8,cuda,1.0,8,0.5,mixture,0.9476057619394416,64,standard normal at finite u_max,finite,oracle,0.6647729976625231,1.5698346643686596,tail,0.00012213777238877645,8192,77885440,0.6461398347033217,0.6647730132975709,1.5698346643686594,0.6461398347033243,0.9936968675413741,1.5869388040847983,oracle/task_001/cell_0441,124,without_replacement,33554432,1.0165267009288073,3,completed,512,20.0,0.9936968675413741,1.5869384893608265
4,481,4b74724c4225fcfe043fdd749fb740fff4cf33c8,cuda,1.0,8,0.5,mixture,0.9710076404677946,64,standard normal at finite u_max,finite,oracle,0.28367539288403987,0.6728968244633939,full,0.42803222265328333,8192,337420288,0.2737350267699775,0.28367544168113507,0.6728968244633939,0.27373502676997463,0.6580882760727403,0.674243663627589,oracle/task_001/cell_0481,39,with_replacement,1073741824,7.505953943356872,2,completed,2048,20.0,0.6580882760727403,0.6742438812953939
2,521,4b74724c4225fcfe043fdd749fb740fff4cf33c8,cuda,1.0,1,0.5,weak_mixture,0.7234173913616483,64,standard normal at finite u_max,infinite,oracle,0.014428746361519473,0.01523949793099623,unbiased,0.49468889813747624,8192,2821632,0.013479266383374933,0.01442874440820574,0.015239497930996127,0.013479266732715822,0.01254548509843656,0.015383512696319471,oracle/task_001/cell_0521,1,with_replacement,8388608,0.7073681261390448,0,completed,512,20.0,0.012545485098436782,0.015383989437047788
4,561,4b74724c4225fcfe043fdd749fb740fff4cf33c8,cuda,1.0,1,0.5,weak_mixture,0.8299167359114997,64,standard normal at finite u_max,infinite,oracle,0.055070993835152654,0.061882643808045104,unbiased,0.4570194983674872,8192,5180928,0.04277328393323493,0.05507098962032261,0.061882643808045194,0.04277328358389415,0.09863498806899518,0.06206235071530579,oracle/task_001/cell_0561,2,with_replacement,16777216,0.7092266604304314,3,completed,512,20.0,0.09863498806899584,0.06206128401057545
8,601,4b74724c4225fcfe043fdd749fb740fff4cf33c8,cuda,1.0,1,0.5,weak_mixture,0.896184115438136,64,standard normal at finite u_max,infinite,oracle,0.013567598896809197,0.013908825230600535,unbiased,0.49823807171600154,8192,9899520,0.010035592275832839,0.01356760167353066,0.013908825230600422,0.010035592625173506,0.04769293783915396,0.016296320449323342,oracle/task_001/cell_0601,1,with_replacement,134217728,2.8192022033035755,1,completed,2048,20.0,0.047692937839153404,0.016297435657519968
2,641,4b74724c4225fcfe043fdd749fb740fff4cf33c8,cuda,1.0,1,0.5,weak_mixture,0.5971404429384859,64,standard normal at finite u_max,infinite,oracle,0.023856368756352414,0.02569050668093941,unbiased,0.4984904041840886,8192,7015936,0.01566746743249292,0.023856379718954518,0.025690506680939314,0.01566746778183392,0.05365919352005932,0.02613832315386863,oracle/task_001/cell_0641,1,without_replacement,33554432,2.7461587209254503,4,completed,2048,20.0,0.05365919352005932,0.0261389223996442
