family,groups,dimension,steps,batch,finite_normalizer,failure_step,coordinate_terminal_variance
weak_mixture,64,8,512,20,True,0,"[0.9157343079229081, 0.9380548278492844, 0.9340652583110763, 0.9249544535431636, 0.9396836937553886, 0.9277855819368519, 0.9320417640406485, 0.9389227275965559]"
weak_mixture,64,8,512,21,True,0,"[0.6965043400707758, 0.6904445616354276, 0.693495398832661, 0.695963342765403, 0.6863815516439616, 0.6954991977706433, 0.6943466777778126, 0.689082037502571]"
weak_mixture,64,8,512,22,True,0,"[0.5606201099194176, 0.5664059244274321, 0.5653841397047645, 0.5630306660460966, 0.5668215757882398, 0.563765003469416, 0.5648638580506223, 0.5666275033146441]"
weak_mixture,64,8,512,23,True,0,"[0.48656914138034985, 0.4844631811625734, 0.4855259761329835, 0.48638195090476727, 0.483039738126963, 0.48622122404397367, 0.4858216103401523, 0.48398685958954957]"
weak_mixture,64,8,512,24,True,0,"[0.4297344561414016, 0.43209710158976794, 0.4316817376461642, 0.43072196496495635, 0.4322658375185595, 0.43102189601660823, 0.4314699297047064, 0.43218706926238576]"
weak_mixture,64,8,512,25,True,0,"[0.393358570013437, 0.39238547482162506, 0.3928770978877639, 0.39327225032539587, 0.3917252933855092, 0.3931981067026869, 0.393013655183969, 0.3921647817725473]"
weak_mixture,64,8,512,26,True,0,"[0.3630000592979785, 0.3642004113905192, 0.36398985585492116, 0.36350256051652796, 0.3642858893704388, 0.3636549568445457, 0.363882409214396, 0.36424599119157236]"
weak_mixture,64,8,512,27,True,0,"[0.341872711222403, 0.3413422791992486, 0.3416104207748807, 0.3418257099244558, 0.34098169069632434, 0.3417853305499084, 0.34168484437571467, 0.3412218028453731]"
weak_mixture,64,8,512,28,True,0,"[0.3234128178237723, 0.3241050634447485, 0.32398358910330183, 0.32370220057559657, 0.32415435858690195, 0.3237902403262094, 0.3239215748893395, 0.3241313506816408]"
weak_mixture,64,8,512,29,True,0,"[0.30993439189708155, 0.3096212216083534, 0.3097795953718767, 0.3099066618582947, 0.3094080474273099, 0.3098828355773856, 0.30982353029994636, 0.3095500231912167]"
weak_mixture,64,8,512,30,True,0,"[0.29788414320551954, 0.29830058038152363, 0.2982276965280731, 0.29805875182483854, 0.2983301487533507, 0.29811162761525417, 0.2981904770124308, 0.29831634868105783]"
weak_mixture,64,8,512,31,True,0,"[0.2887632362304988, 0.2885682733876964, 0.28866689494862396, 0.2887459816114037, 0.288435440672658, 0.28873115471578586, 0.28869424418217093, 0.288523919359248]"
weak_mixture,64,8,512,32,True,0,"[0.2805296303322939, 0.2807916294442137, 0.28074580579692826, 0.2806395363592749, 0.28081021599120337, 0.28067280379333237, 0.2807224000460115, 0.2808015415946526]"
weak_mixture,64,8,512,33,True,0,"[0.27415459139941256, 0.2740308449558033, 0.27409345501184407, 0.2741436438288728, 0.2739464732488492, 0.2741342359218529, 0.27411081294128814, 0.27400267793575944]"
weak_mixture,64,8,512,34,True,0,"[0.2683754746582361, 0.26854381178871406, 0.2685143850152383, 0.26844611639644206, 0.26855574573493696, 0.2684674915242271, 0.26849935192479096, 0.26855017626033495]"
weak_mixture,64,8,512,35,True,0,"[0.2638369979462634, 0.263756322060009, 0.263797147003289, 0.26382986286821636, 0.2637012859340009, 0.26382373093447026, 0.26380846285404674, 0.263737951301605]"
weak_mixture,64,8,512,36,True,0,"[0.2597298934304754, 0.25984041431832816, 0.2598211024155119, 0.2597762865771151, 0.25984824522999717, 0.25979032054791473, 0.25981123532915684, 0.2598445906780353]"
weak_mixture,64,8,512,37,True,0,"[0.25647541469712076, 0.25642286427412836, 0.25644937160361814, 0.25647075237677197, 0.2563872951738836, 0.2564667453582678, 0.2564567674060201, 0.256410993108695]"
weak_mixture,64,8,512,38,True,0,"[0.25353269686788676, 0.2536068866534543, 0.2535939276845377, 0.25356384715872393, 0.2536121409161513, 0.2535732679321415, 0.25358730576831473, 0.25360968888189844]"
weak_mixture,64,8,512,39,True,0,"[0.25093856189848135, 0.25089767113218875, 0.25091836757730906, 0.2509349468294016, 0.25086975653293797, 0.25093183980375183, 0.25092410268198484, 0.25088835514253216]"
weak_mixture,64,8,512,40,True,0,"[0.24823968735626603, 0.24830486693119647, 0.24829348209161628, 0.2482670549871729, 0.2483094829226438, 0.24827533163368934, 0.24828766449441922, 0.248307328756257]"
weak_mixture,64,8,512,41,True,0,"[0.24572770271441485, 0.24569192205232737, 0.24571003222790386, 0.245724539470044, 0.24566749520576697, 0.24572182076407492, 0.24571505060513646, 0.24568377010205095]"
weak_mixture,64,8,512,42,True,0,"[0.24313404840476077, 0.24319084216597703, 0.2431809223078893, 0.24315789540391924, 0.2431948641505194, 0.24316510720833912, 0.24317585326962388, 0.24319298719421076]"
weak_mixture,64,8,512,43,True,0,"[0.24071320281165756, 0.2406821667603176, 0.24069787561028205, 0.24071045906435629, 0.24066097837303635, 0.2407081008959339, 0.2407022285261008, 0.24067509563285727]"
weak_mixture,64,8,512,44,True,0,"[0.23823144619073056, 0.23828047114600015, 0.23827190842321738, 0.23825203150234323, 0.23828394285889865, 0.23825825681150212, 0.23826753284713106, 0.23828232270188696]"
weak_mixture,64,8,512,45,True,0,"[0.23590881936523334, 0.23588216935183168, 0.23589565832382964, 0.2359064634013077, 0.2358639748248977, 0.2359044385156354, 0.23589939607305402, 0.23587609740002527]"
weak_mixture,64,8,512,46,True,0,"[0.233543869922774, 0.23358572754160686, 0.2335784168327611, 0.23356144598502804, 0.2335886916120432, 0.2335667611729957, 0.23357468101271026, 0.2335873083598193]"
weak_mixture,64,8,512,47,True,0,"[0.23132485556347435, 0.23130224409668704, 0.2313136890358609, 0.23132285665094784, 0.23128680636724544, 0.2313211386366659, 0.2313168603585487, 0.2312970921910025]"
weak_mixture,64,8,512,48,True,0,"[0.22908008990222928, 0.22911536002589736, 0.22910919999762344, 0.2290949000893087, 0.22911785754596886, 0.2290993787840545, 0.2291060521614446, 0.22911669202143006]"
weak_mixture,64,8,512,49,True,0,"[0.22696861290858789, 0.22694970661247965, 0.2269592762254851, 0.22696694156528938, 0.2269367982267374, 0.22696550508490954, 0.22696192788144814, 0.22694539883266676]"
weak_mixture,64,8,512,50,True,0,"[0.22484609698877359, 0.22487533351447705, 0.22487022737449913, 0.2248583737974492, 0.22487740373395199, 0.2248620863327842, 0.2248676180689541, 0.22487643761984635]"
weak_mixture,64,8,512,51,True,0,"[0.2228448192259044, 0.22282930091485498, 0.22283715571915888, 0.22284344740274858, 0.222818705446852, 0.22284226835020043, 0.22283933219698696, 0.22282576502323104]"
weak_mixture,64,8,512,52,True,0,"[0.22084551370742234, 0.22086924176459086, 0.22086509775405508, 0.2208554775699531, 0.22087092189139712, 0.22085849062694557, 0.22086298009655778, 0.2208701378234229]"
weak_mixture,64,8,512,53,True,0,"[0.21895602456171512, 0.21894359451820797, 0.2189498861947977, 0.218954925755492, 0.2189351074446376, 0.2189539813530904, 0.21895162953269265, 0.2189407622513826]"
weak_mixture,64,8,512,54,True,0,"[0.21707997089958356, 0.21709868525257894, 0.21709541692411938, 0.21708782951146513, 0.21710001034017484, 0.2170902059155858, 0.2170937467449752, 0.2170993919595325]"
weak_mixture,64,8,512,55,True,0,"[0.21530296043578123, 0.215293337040553, 0.21529820811442998, 0.21530210974468283, 0.21528676617353493, 0.21530137859087928, 0.21529955781187196, 0.21529114425362636]"
weak_mixture,64,8,512,56,True,0,"[0.21354944671772427, 0.21356361115359818, 0.2135611374773401, 0.21355539477904187, 0.21356461405810434, 0.21355719342238927, 0.21355987337406745, 0.213564146031494]"
weak_mixture,64,8,512,57,True,0,"[0.2118848604577717, 0.21187778030603618, 0.21188136408683766, 0.2118842345914907, 0.2118729458749905, 0.21188369666958018, 0.21188235708833064, 0.21187616699969308]"
weak_mixture,64,8,512,58,True,0,"[0.21025256696155942, 0.2102626144499603, 0.210260859784688, 0.21025678624260505, 0.21026332584196078, 0.21025806210418607, 0.2102599631074342, 0.21026299385606823]"
weak_mixture,64,8,512,59,True,0,"[0.2086997422034882, 0.20869495982365716, 0.2086973805474995, 0.20869931945818243, 0.20869169428569612, 0.20869895611481024, 0.20869805128206706, 0.20869387008067428]"
weak_mixture,64,8,512,60,True,0,"[0.20718686734865432, 0.20719320079061204, 0.20719209475213377, 0.20718952700289886, 0.20719364920862643, 0.20719033124368788, 0.2071915295365452, 0.20719343994516087]"
weak_mixture,64,8,512,61,True,0,"[0.20574465157898567, 0.20574193885303868, 0.20574331197540677, 0.2057444117858751, 0.20574008649949482, 0.20574420568688614, 0.2057436924379297, 0.20574132070676654]"
weak_mixture,64,8,512,62,True,0,"[0.2043490194077217, 0.20435201281880008, 0.20435149007251566, 0.20435027646729162, 0.20435222475348097, 0.2043506565804444, 0.20435122293387012, 0.20435212584987536]"
weak_mixture,64,8,512,63,True,0,"[0.20301587178286745, 0.20301501715113118, 0.20301544974893326, 0.2030157962377925, 0.20301443356670146, 0.2030157313077076, 0.20301556961171968, 0.20301482240481458]"
weak_mixture,64,8,512,64,True,0,"[0.2017350223794228, 0.2017350223794228, 0.2017350223794228, 0.20173502237942284, 0.2017350223794228, 0.2017350223794228, 0.2017350223794228, 0.2017350223794228]"
weak_mixture,64,8,2048,2,False,1890,
weak_mixture,64,8,2048,3,False,1891,
weak_mixture,64,8,2048,4,False,1893,
weak_mixture,64,8,2048,5,False,1896,
weak_mixture,64,8,2048,6,False,1899,
weak_mixture,64,8,2048,7,False,1903,
weak_mixture,64,8,2048,8,False,1908,
weak_mixture,64,8,2048,9,False,1913,
weak_mixture,64,8,2048,10,False,1920,
weak_mixture,64,8,2048,11,False,1928,
weak_mixture,64,8,2048,12,False,1937,
weak_mixture,64,8,2048,13,False,1948,
weak_mixture,64,8,2048,14,False,1961,
weak_mixture,64,8,2048,15,False,1978,
weak_mixture,64,8,2048,16,False,2003,
weak_mixture,64,8,2048,17,True,0,"[6.699271276821774, 5.840246501059838, 6.244984558833114, 6.613055738554201, 5.372213965917211, 6.540743537805255, 6.367488144449384, 5.675033150933282]"
weak_mixture,64,8,2048,18,True,0,"[1.5789844328243243, 1.6611039409711663, 1.646097320770944, 1.612369586311752, 1.6672731893002153, 1.6227705169037374, 1.6385417741747226, 1.6643879950213931]"
weak_mixture,64,8,2048,19,True,0,"[0.9968416539583417, 0.9816264163363528, 0.9892603475205952, 0.995474713961071, 0.9715415988020542, 0.9943033043450163, 0.9913999410085115, 0.978234125362434]"
weak_mixture,64,8,2048,20,True,0,"[0.720331752359067, 0.7321062205790126, 0.7300111976719499, 0.7252036613668313, 0.7329598077836068, 0.7267010472583237, 0.7289462487746132, 0.732561160382813]"
weak_mixture,64,8,2048,21,True,0,"[0.5926327401602205, 0.5887480386362424, 0.5907060940559008, 0.592286666081575, 0.5861331679433033, 0.5919896388398922, 0.5912516285623491, 0.5878720630910349]"
weak_mixture,64,8,2048,22,True,0,"[0.5016183357934111, 0.5056703076521802, 0.5049538794715024, 0.5033078489765879, 0.5059623077031892, 0.5038218159650725, 0.5045902870663094, 0.5058259824264147]"
weak_mixture,64,8,2048,23,True,0,"[0.447465709249218, 0.44586742704720717, 0.4466743764573877, 0.4473237606848196, 0.4447919259714626, 0.44720186165463627, 0.4468987126786608, 0.4455073186304885]"
weak_mixture,64,8,2048,24,True,0,"[0.4035203039234615, 0.4054048385390269, 0.4050738080858578, 0.4043084472980485, 0.40553928113168947, 0.4045476925783607, 0.404904958753821, 0.4054765239219258]"
weak_mixture,64,8,2048,25,True,0,"[0.37421257166687516, 0.37340809614368053, 0.37381461513979125, 0.37414123717189923, 0.3728619235669348, 0.37407996068137606, 0.3739275023239199, 0.3732255502595732]"
weak_mixture,64,8,2048,26,True,0,"[0.34896622666944765, 0.3499847136029693, 0.34980573809129356, 0.34939140335524715, 0.35005736185253145, 0.34952100096939764, 0.3497143940971698, 0.3500234528239149]"
weak_mixture,64,8,2048,27,True,0,"[0.33098838402579867, 0.3305330503695732, 0.33076325863084305, 0.3309480468672348, 0.330223376433279, 0.3309133912262439, 0.33082714281064846, 0.3304295974773491]"
weak_mixture,64,8,2048,28,True,0,"[0.3150120677898167, 0.315611144647657, 0.3155062300114504, 0.3152631450744216, 0.3156537155847868, 0.31533920896351925, 0.31545266411566597, 0.3156338464189182]"
weak_mixture,64,8,2048,29,True,0,"[0.303145369099819, 0.3028688460919921, 0.3030086986452819, 0.30312088782688934, 0.302680563892605, 0.30309985237178444, 0.30304749129533776, 0.3028059662329252]"
weak_mixture,64,8,2048,30,True,0,"[0.2924250985268348, 0.29279716166126896, 0.29273191825833467, 0.2925806641705437, 0.29282362888776875, 0.29262800620299684, 0.2926985984830057, 0.29281127627999815]"
weak_mixture,64,8,2048,31,True,0,"[0.2842335366479115, 0.2840589121893609, 0.28414725105626853, 0.2842180837726871, 0.2839399115663684, 0.28420480484363075, 0.2841717467734943, 0.2840191790666599]"
weak_mixture,64,8,2048,32,True,0,"[0.2767794343734162, 0.2770179827067481, 0.27697621836248454, 0.2768793540904935, 0.2770349221105081, 0.2769096785709593, 0.2769548851409006, 0.27702701648710204]"
weak_mixture,64,8,2048,33,True,0,"[0.2709742532873138, 0.2708612048211479, 0.2709182794746607, 0.27096422091103944, 0.2707842846030696, 0.2709555993725499, 0.27093413376928893, 0.27083552644459685]"
weak_mixture,64,8,2048,34,True,0,"[0.2656880144477047, 0.2658432999858091, 0.26581615734788006, 0.26575318355716737, 0.26585430729271986, 0.26577290149582977, 0.2658022907150409, 0.2658491702956505]"
weak_mixture,64,8,2048,35,True,0,"[0.26152308354152026, 0.2614491295779038, 0.2614865543176149, 0.2615165433892906, 0.2613988776846023, 0.2615109226720433, 0.26149692721647555, 0.26143234295528356]"
weak_mixture,64,8,2048,36,True,0,"[0.2577489446361296, 0.2578504040429291, 0.2578326539099177, 0.25779145963297884, 0.25785760146009384, 0.2578043599314786, 0.25782358450935283, 0.25785424256364764]"
weak_mixture,64,8,2048,37,True,0,"[0.25476011590618447, 0.25471199776914694, 0.25473633043854876, 0.25475585771557746, 0.25467922339136706, 0.25475219798217824, 0.2547430846379861, 0.2547010495433906]"
weak_mixture,64,8,2048,38,True,0,"[0.251961745220981, 0.2520355751645002, 0.2520226790458549, 0.25199274441623914, 0.252040803944862, 0.25200211949603185, 0.2520160892462866, 0.2520383638025449]"
weak_mixture,64,8,2048,39,True,0,"[0.24938044019227507, 0.2493397485864668, 0.2493603442261252, 0.24937684272979047, 0.24931196995772448, 0.24937375083651345, 0.24936605139789775, 0.2493304779734947]"
weak_mixture,64,8,2048,40,True,0,"[0.24669496108660333, 0.24675982186716794, 0.24674849270742605, 0.24672219485590044, 0.24676441528361906, 0.24673043102109948, 0.246742703562941, 0.24676227165238038]"
weak_mixture,64,8,2048,41,True,0,"[0.24419551122647723, 0.2441599062761718, 0.24417792751432751, 0.24419236351555762, 0.2441355993938493, 0.24418965816018254, 0.24418292124746158, 0.244151794360661]"
weak_mixture,64,8,2048,42,True,0,"[0.24161484382675663, 0.24167135755323335, 0.2416614866044521, 0.24163857323798385, 0.2416753597079475, 0.24164574948285544, 0.24165644255926225, 0.24167349200568336]"
weak_mixture,64,8,2048,43,True,0,"[0.23920618211532194, 0.23917529969226614, 0.239190930782005, 0.23920345194906903, 0.23915421619429633, 0.23920110545322573, 0.23919526215104253, 0.23916826356853052]"
weak_mixture,64,8,2048,44,True,0,"[0.23673695753780594, 0.2367857388713507, 0.23677721869744298, 0.23675744055024145, 0.2367891933332882, 0.2367636349236515, 0.23677286486431662, 0.236787581226827]"
weak_mixture,64,8,2048,45,True,0,"[0.23442611658612475, 0.23439959950419914, 0.2344130211914295, 0.23442377237347872, 0.23438149573773637, 0.2344217575877638, 0.23441674029669093, 0.23439355784086516]"
weak_mixture,64,8,2048,46,True,0,"[0.23207320635655743, 0.23211485440338808, 0.23210758029597311, 0.23209069441641536, 0.23211780363426002, 0.2320959829923413, 0.23210386317977025, 0.23211642730724807]"
weak_mixture,64,8,2048,47,True,0,"[0.22986554074024437, 0.22984304289388266, 0.22985443032246422, 0.22986355187177404, 0.22982768274159976, 0.22986184249014607, 0.22985758570963885, 0.22983791687701388]"
weak_mixture,64,8,2048,48,True,0,"[0.22763229111312094, 0.2276673833690479, 0.22766125440460455, 0.22764702661004999, 0.2276698682947628, 0.22765148271863578, 0.22765812244256414, 0.22766870864765568]"
weak_mixture,64,8,2048,49,True,0,"[0.22553169388684263, 0.2255128832667406, 0.22552240445170768, 0.2255300310012255, 0.22550004020739145, 0.22552860179005813, 0.22552504268892481, 0.22550859728734465]"
weak_mixture,64,8,2048,50,True,0,"[0.22342014730452453, 0.22344923536670636, 0.22344415515484087, 0.22343236176978395, 0.22345129507407208, 0.2234360554527802, 0.2234415590990609, 0.22345033386566968]"
weak_mixture,64,8,2048,51,True,0,"[0.221429255035972, 0.2214138157896996, 0.22142163057380998, 0.22142789020201062, 0.22140327430711818, 0.2214267171565488, 0.2214237959626674, 0.22141029791374947]"
weak_mixture,64,8,2048,52,True,0,"[0.21944035468961293, 0.21946396145416405, 0.21945983862622256, 0.2194502676179213, 0.21946563299288782, 0.21945326527280948, 0.2194577317934903, 0.21946485293272455]"
weak_mixture,64,8,2048,53,True,0,"[0.21756073728727843, 0.21754837098625607, 0.21755463039817066, 0.2175596441157318, 0.2175399274367911, 0.21755870455624216, 0.21755636479608723, 0.2175455532439518]"
weak_mixture,64,8,2048,54,True,0,"[0.21569451245743648, 0.2157131305378419, 0.21570987902223554, 0.21570233064132358, 0.21571444880901194, 0.2157046948204512, 0.21570821743486135, 0.21571383360939733]"
weak_mixture,64,8,2048,55,True,0,"[0.21392684562354597, 0.2139172718854418, 0.21392211782414292, 0.21392599932197562, 0.21391073492542834, 0.2139252719409049, 0.21392346055710912, 0.2139150904136444]"
weak_mixture,64,8,2048,56,True,0,"[0.21218257680563593, 0.21219666793138536, 0.2121942070576943, 0.21218849408136384, 0.21219766564537465, 0.21219028341555873, 0.21219294949686698, 0.2121972000410257]"
weak_mixture,64,8,2048,57,True,0,"[0.2105267961496428, 0.2105197527494714, 0.2105233179274813, 0.21052617353205372, 0.21051494341360236, 0.21052563840234856, 0.2105243057745266, 0.21051814781762218]"
weak_mixture,64,8,2048,58,True,0,"[0.20890315995280592, 0.2089131551360681, 0.2089114096050304, 0.20890735726883086, 0.20891386282480925, 0.20890862648853656, 0.20891051759562665, 0.20891353256711845]"
weak_mixture,64,8,2048,59,True,0,"[0.20735859669396253, 0.2073538392798891, 0.2073562473665907, 0.20735817615551244, 0.2073505907896086, 0.20735781470890546, 0.2073569145996873, 0.20735275522585386]"
weak_mixture,64,8,2048,60,True,0,"[0.20585379119463657, 0.20586009148240095, 0.2058589912336931, 0.20585643692599817, 0.2058605375530979, 0.20585723695675814, 0.20585842897685078, 0.2058603293850553]"
weak_mixture,64,8,2048,61,True,0,"[0.2044192900134251, 0.20441659152603037, 0.2044179574411157, 0.2044190514789277, 0.20441474889530234, 0.20441884646170203, 0.20441833590667063, 0.20441597662432845]"
weak_mixture,64,8,2048,62,True,0,"[0.20303114170164205, 0.20303411935944302, 0.2030335993641494, 0.2030323921456783, 0.20303433017880718, 0.20303277025842728, 0.20303333363134732, 0.20303423179568647]"
weak_mixture,64,8,2048,63,True,0,"[0.2017051617186892, 0.20170431159609806, 0.2017047419114497, 0.20170508657219668, 0.20170373109078218, 0.20170502198468868, 0.20170486114182487, 0.20170411787729914]"
weak_mixture,64,8,2048,64,True,0,"[0.20043121544701328, 0.2004312154470134, 0.20043121544701348, 0.2004312154470134, 0.20043121544701334, 0.20043121544701314, 0.20043121544701353, 0.20043121544701334]"
