family,groups,dimension,steps,batch,finite_normalizer,failure_step,coordinate_terminal_variance
weak_mixture,16,8,128,14,True,0,"[0.21925856222502568, 0.21949133708202423, 0.2194505552945311, 0.21935609173044085, 0.21950788698919999, 0.21938564632944346, 0.21942973617778969, 0.21950016249589782]"
weak_mixture,16,8,128,15,True,0,"[0.21303753639419373, 0.21297646029243683, 0.21300734614749503, 0.2130321280110466, 0.21293489076946434, 0.21302748105465022, 0.21301591465643702, 0.21296257596773738]"
weak_mixture,16,8,128,16,True,0,"[0.2074995974121395, 0.20749959741213952, 0.20749959741213955, 0.20749959741213955, 0.20749959741213955, 0.20749959741213944, 0.20749959741213952, 0.20749959741213955]"
weak_mixture,16,8,512,2,True,0,"[0.8307339434965572, 1.218390635186939, 1.1211486562100452, 0.9520125353251979, 1.2645312488117801, 0.9983858594421057, 1.078163194370457, 1.2425189571432185]"
weak_mixture,16,8,512,3,True,0,"[0.6965503738627468, 0.6205450331251549, 0.655825606352592, 0.6887966783473654, 0.5801314941408077, 0.6823023368154454, 0.6667756411968782, 0.6062610298105208]"
weak_mixture,16,8,512,4,True,0,"[0.4339069210244173, 0.4750989296439717, 0.46692984011879785, 0.4497126192136281, 0.47852849304435013, 0.4548578938755373, 0.4629072868538126, 0.47691931852292385]"
weak_mixture,16,8,512,5,True,0,"[0.3757341152209932, 0.3648798285665056, 0.37022565261979584, 0.3747086428438559, 0.3582031677822236, 0.3738458743948131, 0.37175283376112367, 0.3625887686564544]"
weak_mixture,16,8,512,6,True,0,"[0.312025986548624, 0.3201913941578756, 0.31866483615243574, 0.31530613928433854, 0.32081800157854146, 0.3163439125476864, 0.31791391271332997, 0.32052502387779563]"
weak_mixture,16,8,512,7,True,0,"[0.2894430082341005, 0.28701262790188675, 0.28822339447746015, 0.289220846400305, 0.2854469073284151, 0.28903044301295516, 0.28856343159301445, 0.2864847549020135]"
weak_mixture,16,8,512,8,True,0,"[0.268918910017381, 0.2708905498440663, 0.27053261839086756, 0.269724280609521, 0.2710372745664455, 0.2699737712133839, 0.2703515623446924, 0.2709687666988016]"
weak_mixture,16,8,512,9,True,0,"[0.25921699654353497, 0.2584029436119534, 0.25881397895545843, 0.25914470825272656, 0.2578517420938475, 0.2590826287016, 0.2589282374561657, 0.25821858443739903]"
weak_mixture,16,8,512,10,True,0,"[0.24721801138125749, 0.24828616763900696, 0.2480984855739635, 0.24766464127633542, 0.24836239807053978, 0.24780024418164193, 0.24800276294697685, 0.24832681357958689]"
weak_mixture,16,8,512,11,True,0,"[0.23829560187934315, 0.23782404287138362, 0.23806229115156974, 0.2382537746240014, 0.2375040799765917, 0.23821784695402184, 0.23812846565163698, 0.2377170855786633]"
weak_mixture,16,8,512,12,True,0,"[0.22850104768398366, 0.229074136956318, 0.228973602206016, 0.22874094474572879, 0.22911495140952293, 0.22881370380193514, 0.22892230056612153, 0.2290959005594959]"
weak_mixture,16,8,512,13,True,0,"[0.2208774841876831, 0.22065134005019124, 0.22076565429858275, 0.22085744403998853, 0.2204976307475283, 0.2208402275607549, 0.22079738446696628, 0.22059998198665942]"
weak_mixture,16,8,512,14,True,0,"[0.21334938894517097, 0.21357780098209644, 0.21353778275526158, 0.2134450891428299, 0.21359404112078342, 0.21347408978546237, 0.21351735356727405, 0.2135864612016808]"
weak_mixture,16,8,512,15,True,0,"[0.20725511089141138, 0.207195196091158, 0.20722549450362512, 0.20724980528561499, 0.20715441778929286, 0.2072452466458695, 0.2072339001060832, 0.20718157596259548]"
weak_mixture,16,8,512,16,True,0,"[0.20183132226022085, 0.20183132226022085, 0.20183132226022085, 0.20183132226022085, 0.20183132226022085, 0.20183132226022085, 0.20183132226022085, 0.20183132226022077]"
weak_mixture,16,8,2048,2,True,0,"[0.7036846739363306, 0.9273506652483531, 0.8756136548723126, 0.7791407728340257, 0.9506134702772518, 0.806376068856861, 0.8518495006865898, 0.9395884309699883]"
weak_mixture,16,8,2048,3,True,0,"[0.6136918456160584, 0.5591335141223148, 0.58492468463721, 0.6082472721028926, 0.5291416634937691, 0.6036660850094547, 0.5927044113416046, 0.548569073992287]"
weak_mixture,16,8,2048,4,True,0,"[0.41298667248800985, 0.4468443229430115, 0.4402213577448754, 0.42607221722868366, 0.4496309171069215, 0.43033082752403173, 0.4369686536008568, 0.4483242398649409]"
weak_mixture,16,8,2048,5,True,0,"[0.36345812179187703, 0.35398437520117804, 0.3586432545072185, 0.3625773361210602, 0.3481034395683037, 0.3618258926668049, 0.3599841078195707, 0.35197209766190474]"
weak_mixture,16,8,2048,6,True,0,"[0.3068083297798891, 0.31421386991484856, 0.3128436562498603, 0.30979100331839476, 0.31477945458187057, 0.3107279863704411, 0.31215666242514883, 0.31451432937618584]"
weak_mixture,16,8,2048,7,True,0,"[0.28613183809349635, 0.28388977402262155, 0.2850061312588551, 0.285927442554252, 0.2824414699074409, 0.2857530333192871, 0.28532210195613733, 0.2833992027883537]"
weak_mixture,16,8,2048,8,True,0,"[0.2671210879173324, 0.26894969881909214, 0.2686175213678377, 0.2678675635715936, 0.26908601064829324, 0.26809930877990495, 0.2684498942934734, 0.2690222761545754]"
weak_mixture,16,8,2048,9,True,0,"[0.25755756124452744, 0.256747089311496, 0.25715631507290515, 0.2574855904794444, 0.2561983190924165, 0.25742378368514635, 0.25727007107542704, 0.25656354273714055]"
weak_mixture,16,8,2048,10,True,0,"[0.24561489716280757, 0.2466782815216946, 0.24649143624774822, 0.24605952898276168, 0.24675417227797375, 0.24619452603981173, 0.2463961406784795, 0.24671874633343527]"
weak_mixture,16,8,2048,11,True,0,"[0.23673577332487655, 0.23626634841227087, 0.23650351781305695, 0.23669413515057444, 0.23594783654957216, 0.2366583699255444, 0.23656939288848963, 0.23615987590086412]"
weak_mixture,16,8,2048,12,True,0,"[0.22698897843236313, 0.22755943370003734, 0.2274593603361049, 0.2272277717359736, 0.22760006092591306, 0.2273001963590226, 0.22740829424851433, 0.22758109746148109]"
weak_mixture,16,8,2048,13,True,0,"[0.21940361206127085, 0.21917852163860307, 0.21929230300371186, 0.21938366521343125, 0.2190255296288346, 0.21936652889998629, 0.2193238853461182, 0.21912740314241752]"
weak_mixture,16,8,2048,14,True,0,"[0.21191353706795385, 0.21214086797344894, 0.21210103896187485, 0.2120087839538778, 0.21215703134942998, 0.21203764732301464, 0.21208070640064855, 0.21214948725678845]"
weak_mixture,16,8,2048,15,True,0,"[0.2058506854813006, 0.2057910584579521, 0.20582121129905465, 0.20584540534434362, 0.2057504762243784, 0.2058408685899828, 0.20582957653237652, 0.2057775037984872]"
weak_mixture,16,8,2048,16,True,0,"[0.20045519680292978, 0.20045519680292978, 0.20045519680292978, 0.20045519680292978, 0.20045519680292978, 0.20045519680292978, 0.20045519680292992, 0.20045519680292978]"
weak_mixture,64,1,128,2,False,116,
weak_mixture,64,1,128,3,False,116,
weak_mixture,64,1,128,4,False,116,
weak_mixture,64,1,128,5,False,116,
weak_mixture,64,1,128,6,False,116,
weak_mixture,64,1,128,7,False,116,
weak_mixture,64,1,128,8,False,117,
weak_mixture,64,1,128,9,False,117,
weak_mixture,64,1,128,10,False,117,
weak_mixture,64,1,128,11,False,117,
weak_mixture,64,1,128,12,False,118,
weak_mixture,64,1,128,13,False,118,
weak_mixture,64,1,128,14,False,119,
weak_mixture,64,1,128,15,False,119,
weak_mixture,64,1,128,16,False,120,
weak_mixture,64,1,128,17,False,121,
weak_mixture,64,1,128,18,False,121,
weak_mixture,64,1,128,19,False,122,
weak_mixture,64,1,128,20,False,124,
weak_mixture,64,1,128,21,False,126,
weak_mixture,64,1,128,22,True,0,[2.1673881457510102]
weak_mixture,64,1,128,23,True,0,[1.0241537663571258]
weak_mixture,64,1,128,24,True,0,[0.6938878961507283]
weak_mixture,64,1,128,25,True,0,[0.552962466255684]
weak_mixture,64,1,128,26,True,0,[0.46634600521708486]
weak_mixture,64,1,128,27,True,0,[0.4147482876175024]
weak_mixture,64,1,128,28,True,0,[0.37617035922661307]
weak_mixture,64,1,128,29,True,0,[0.34981634932918765]
weak_mixture,64,1,128,30,True,0,[0.3288183848819041]
weak_mixture,64,1,128,31,True,0,[0.31351308696483093]
weak_mixture,64,1,128,32,True,0,[0.30027705313864744]
weak_mixture,64,1,128,33,True,0,[0.29055247630196357]
weak_mixture,64,1,128,34,True,0,[0.2819715238906114]
weak_mixture,64,1,128,35,True,0,[0.27537680004243487]
weak_mixture,64,1,128,36,True,0,[0.2694884668476545]
weak_mixture,64,1,128,37,True,0,[0.2649307030562047]
weak_mixture,64,1,128,38,True,0,[0.26081425788021895]
weak_mixture,64,1,128,39,True,0,[0.25755121924738433]
weak_mixture,64,1,128,40,True,0,[0.25458906026173117]
weak_mixture,64,1,128,41,True,0,[0.25202329055607703]
weak_mixture,64,1,128,42,True,0,[0.249377257415422]
weak_mixture,64,1,128,43,True,0,[0.24690726886929246]
weak_mixture,64,1,128,44,True,0,[0.24437496104807965]
weak_mixture,64,1,128,45,True,0,[0.24200479026931765]
weak_mixture,64,1,128,46,True,0,[0.2395912714280518]
weak_mixture,64,1,128,47,True,0,[0.2373264708667921]
weak_mixture,64,1,128,48,True,0,[0.23503524104344112]
weak_mixture,64,1,128,49,True,0,[0.23287986497966268]
weak_mixture,64,1,128,50,True,0,[0.23071308597455606]
weak_mixture,64,1,128,51,True,0,[0.22866989920532677]
weak_mixture,64,1,128,52,True,0,[0.22662860305475735]
weak_mixture,64,1,128,53,True,0,[0.2246992743672169]
weak_mixture,64,1,128,54,True,0,[0.22278355247016537]
weak_mixture,64,1,128,55,True,0,[0.22096883062645528]
weak_mixture,64,1,128,56,True,0,[0.21917800244701569]
weak_mixture,64,1,128,57,True,0,[0.21747787363980176]
weak_mixture,64,1,128,58,True,0,[0.2158106349176521]
weak_mixture,64,1,128,59,True,0,[0.2142244615722543]
weak_mixture,64,1,128,60,True,0,[0.21267901268802827]
weak_mixture,64,1,128,61,True,0,[0.2112056541383847]
weak_mixture,64,1,128,62,True,0,[0.20977980975484292]
weak_mixture,64,1,128,63,True,0,[0.2084177257552596]
weak_mixture,64,1,128,64,True,0,[0.2071090071403382]
weak_mixture,64,1,512,2,False,470,
weak_mixture,64,1,512,3,False,471,
weak_mixture,64,1,512,4,False,471,
weak_mixture,64,1,512,5,False,472,
weak_mixture,64,1,512,6,False,473,
weak_mixture,64,1,512,7,False,473,
weak_mixture,64,1,512,8,False,475,
weak_mixture,64,1,512,9,False,476,
weak_mixture,64,1,512,10,False,478,
weak_mixture,64,1,512,11,False,479,
weak_mixture,64,1,512,12,False,481,
weak_mixture,64,1,512,13,False,484,
weak_mixture,64,1,512,14,False,487,
weak_mixture,64,1,512,15,False,490,
weak_mixture,64,1,512,16,False,495,
weak_mixture,64,1,512,17,False,501,
weak_mixture,64,1,512,18,True,0,[4.810667110770275]
weak_mixture,64,1,512,19,True,0,[1.55353833088472]
weak_mixture,64,1,512,20,True,0,[0.9157343079229081]
weak_mixture,64,1,512,21,True,0,[0.6965043400707758]
weak_mixture,64,1,512,22,True,0,[0.5606201099194176]
weak_mixture,64,1,512,23,True,0,[0.48656914138034985]
weak_mixture,64,1,512,24,True,0,[0.4297344561414016]
weak_mixture,64,1,512,25,True,0,[0.393358570013437]
weak_mixture,64,1,512,26,True,0,[0.3630000592979785]
weak_mixture,64,1,512,27,True,0,[0.341872711222403]
weak_mixture,64,1,512,28,True,0,[0.3234128178237723]
weak_mixture,64,1,512,29,True,0,[0.30993439189708155]
weak_mixture,64,1,512,30,True,0,[0.29788414320551954]
weak_mixture,64,1,512,31,True,0,[0.2887632362304988]
weak_mixture,64,1,512,32,True,0,[0.2805296303322939]
weak_mixture,64,1,512,33,True,0,[0.27415459139941256]
weak_mixture,64,1,512,34,True,0,[0.2683754746582361]
weak_mixture,64,1,512,35,True,0,[0.2638369979462634]
weak_mixture,64,1,512,36,True,0,[0.2597298934304754]
weak_mixture,64,1,512,37,True,0,[0.25647541469712076]
weak_mixture,64,1,512,38,True,0,[0.25353269686788676]
weak_mixture,64,1,512,39,True,0,[0.25093856189848135]
weak_mixture,64,1,512,40,True,0,[0.24823968735626603]
weak_mixture,64,1,512,41,True,0,[0.24572770271441485]
weak_mixture,64,1,512,42,True,0,[0.24313404840476077]
weak_mixture,64,1,512,43,True,0,[0.24071320281165756]
weak_mixture,64,1,512,44,True,0,[0.23823144619073056]
weak_mixture,64,1,512,45,True,0,[0.23590881936523334]
weak_mixture,64,1,512,46,True,0,[0.233543869922774]
weak_mixture,64,1,512,47,True,0,[0.23132485556347435]
weak_mixture,64,1,512,48,True,0,[0.22908008990222928]
weak_mixture,64,1,512,49,True,0,[0.22696861290858789]
weak_mixture,64,1,512,50,True,0,[0.22484609698877359]
weak_mixture,64,1,512,51,True,0,[0.2228448192259044]
weak_mixture,64,1,512,52,True,0,[0.22084551370742234]
weak_mixture,64,1,512,53,True,0,[0.21895602456171512]
weak_mixture,64,1,512,54,True,0,[0.21707997089958356]
weak_mixture,64,1,512,55,True,0,[0.21530296043578123]
weak_mixture,64,1,512,56,True,0,[0.21354944671772427]
weak_mixture,64,1,512,57,True,0,[0.2118848604577717]
weak_mixture,64,1,512,58,True,0,[0.21025256696155942]
weak_mixture,64,1,512,59,True,0,[0.2086997422034882]
weak_mixture,64,1,512,60,True,0,[0.20718686734865432]
weak_mixture,64,1,512,61,True,0,[0.20574465157898567]
weak_mixture,64,1,512,62,True,0,[0.2043490194077217]
weak_mixture,64,1,512,63,True,0,[0.20301587178286745]
weak_mixture,64,1,512,64,True,0,[0.2017350223794228]
weak_mixture,64,1,2048,2,False,1891,
weak_mixture,64,1,2048,3,False,1891,
weak_mixture,64,1,2048,4,False,1894,
weak_mixture,64,1,2048,5,False,1896,
weak_mixture,64,1,2048,6,False,1900,
weak_mixture,64,1,2048,7,False,1903,
weak_mixture,64,1,2048,8,False,1909,
weak_mixture,64,1,2048,9,False,1913,
weak_mixture,64,1,2048,10,False,1921,
weak_mixture,64,1,2048,11,False,1928,
weak_mixture,64,1,2048,12,False,1938,
weak_mixture,64,1,2048,13,False,1948,
weak_mixture,64,1,2048,14,False,1962,
weak_mixture,64,1,2048,15,False,1978,
weak_mixture,64,1,2048,16,False,2006,
weak_mixture,64,1,2048,17,True,0,[6.699271276821774]
weak_mixture,64,1,2048,18,True,0,[1.5789844328243243]
weak_mixture,64,1,2048,19,True,0,[0.9968416539583417]
weak_mixture,64,1,2048,20,True,0,[0.720331752359067]
weak_mixture,64,1,2048,21,True,0,[0.5926327401602205]
weak_mixture,64,1,2048,22,True,0,[0.5016183357934111]
weak_mixture,64,1,2048,23,True,0,[0.447465709249218]
weak_mixture,64,1,2048,24,True,0,[0.4035203039234615]
weak_mixture,64,1,2048,25,True,0,[0.37421257166687516]
weak_mixture,64,1,2048,26,True,0,[0.34896622666944765]
weak_mixture,64,1,2048,27,True,0,[0.33098838402579867]
weak_mixture,64,1,2048,28,True,0,[0.3150120677898167]
weak_mixture,64,1,2048,29,True,0,[0.303145369099819]
weak_mixture,64,1,2048,30,True,0,[0.2924250985268348]
weak_mixture,64,1,2048,31,True,0,[0.2842335366479115]
weak_mixture,64,1,2048,32,True,0,[0.2767794343734162]
weak_mixture,64,1,2048,33,True,0,[0.2709742532873138]
weak_mixture,64,1,2048,34,True,0,[0.2656880144477047]
weak_mixture,64,1,2048,35,True,0,[0.26152308354152026]
weak_mixture,64,1,2048,36,True,0,[0.2577489446361296]
weak_mixture,64,1,2048,37,True,0,[0.25476011590618447]
weak_mixture,64,1,2048,38,True,0,[0.251961745220981]
weak_mixture,64,1,2048,39,True,0,[0.24938044019227507]
weak_mixture,64,1,2048,40,True,0,[0.24669496108660333]
weak_mixture,64,1,2048,41,True,0,[0.24419551122647723]
weak_mixture,64,1,2048,42,True,0,[0.24161484382675663]
weak_mixture,64,1,2048,43,True,0,[0.23920618211532194]
weak_mixture,64,1,2048,44,True,0,[0.23673695753780594]
weak_mixture,64,1,2048,45,True,0,[0.23442611658612475]
weak_mixture,64,1,2048,46,True,0,[0.23207320635655743]
weak_mixture,64,1,2048,47,True,0,[0.22986554074024437]
weak_mixture,64,1,2048,48,True,0,[0.22763229111312094]
weak_mixture,64,1,2048,49,True,0,[0.22553169388684263]
weak_mixture,64,1,2048,50,True,0,[0.22342014730452453]
weak_mixture,64,1,2048,51,True,0,[0.221429255035972]
weak_mixture,64,1,2048,52,True,0,[0.21944035468961293]
weak_mixture,64,1,2048,53,True,0,[0.21756073728727843]
weak_mixture,64,1,2048,54,True,0,[0.21569451245743648]
weak_mixture,64,1,2048,55,True,0,[0.21392684562354597]
weak_mixture,64,1,2048,56,True,0,[0.21218257680563593]
weak_mixture,64,1,2048,57,True,0,[0.2105267961496428]
weak_mixture,64,1,2048,58,True,0,[0.20890315995280592]
weak_mixture,64,1,2048,59,True,0,[0.20735859669396253]
weak_mixture,64,1,2048,60,True,0,[0.20585379119463657]
weak_mixture,64,1,2048,61,True,0,[0.2044192900134251]
weak_mixture,64,1,2048,62,True,0,[0.20303114170164205]
weak_mixture,64,1,2048,63,True,0,[0.2017051617186892]
weak_mixture,64,1,2048,64,True,0,[0.20043121544701328]
weak_mixture,64,8,128,2,False,116,
weak_mixture,64,8,128,3,False,116,
weak_mixture,64,8,128,4,False,116,
weak_mixture,64,8,128,5,False,116,
weak_mixture,64,8,128,6,False,116,
weak_mixture,64,8,128,7,False,116,
weak_mixture,64,8,128,8,False,116,
weak_mixture,64,8,128,9,False,117,
weak_mixture,64,8,128,10,False,117,
weak_mixture,64,8,128,11,False,117,
weak_mixture,64,8,128,12,False,118,
weak_mixture,64,8,128,13,False,118,
weak_mixture,64,8,128,14,False,119,
weak_mixture,64,8,128,15,False,119,
weak_mixture,64,8,128,16,False,120,
weak_mixture,64,8,128,17,False,121,
weak_mixture,64,8,128,18,False,121,
weak_mixture,64,8,128,19,False,122,
weak_mixture,64,8,128,20,False,124,
weak_mixture,64,8,128,21,False,126,
weak_mixture,64,8,128,22,True,0,"[2.1673881457510102, 2.347509599986572, 2.313780494893049, 2.239317306347683, 2.361484672841209, 2.2620846284439975, 2.2969392381296543, 2.35494094324795]"
weak_mixture,64,8,128,23,True,0,"[1.0241537663571258, 1.008321533823439, 1.0162637703000812, 1.0227309835085248, 0.9978333144557751, 1.0215117836567313, 1.0184902286884827, 1.0047930546185149]"
weak_mixture,64,8,128,24,True,0,"[0.6938878961507283, 0.7045900091520044, 0.7026911443076616, 0.6983319762417275, 0.7053635408308915, 0.6996899740410081, 0.7017257282867516, 0.7050022910746032]"
weak_mixture,64,8,128,25,True,0,"[0.552962466255684, 0.5496592068372581, 0.551324518542648, 0.5526682972002674, 0.5474342385488201, 0.5524158022214805, 0.5517883728813262, 0.5489139802008292]"
weak_mixture,64,8,128,26,True,0,"[0.46634600521708486, 0.4694510456260968, 0.46890447388879153, 0.46764265094319246, 0.4696731673061318, 0.46803680420953486, 0.4686258723816718, 0.4695694717769451]"
weak_mixture,64,8,128,27,True,0,"[0.4147482876175024, 0.41351538053514425, 0.4141380250208386, 0.4146388434513562, 0.41268002449107305, 0.41454484929496366, 0.41431106274155755, 0.41323603007165965]"
weak_mixture,64,8,128,28,True,0,"[0.37617035922661307, 0.377528424905787, 0.3772900990853365, 0.3767387062939616, 0.37762518944037965, 0.3769111225661395, 0.3771684985528113, 0.3775800221650581]"
weak_mixture,64,8,128,29,True,0,"[0.34981634932918765, 0.3492151735179152, 0.3495190236147572, 0.3497630621578989, 0.3488067378615808, 0.3497172852023979, 0.3496033776484951, 0.3490786889202753]"
weak_mixture,64,8,128,30,True,0,"[0.3288183848819041, 0.3295408295998917, 0.3294142476044864, 0.3291210615292793, 0.3295921999923529, 0.3292127873382287, 0.3293496292851292, 0.3295682233077094]"
weak_mixture,64,8,128,31,True,0,"[0.31351308696483093, 0.3132044295813203, 0.31336052042524826, 0.313485756303142, 0.3129943304916623, 0.3134622732108143, 0.31340382229293484, 0.31313425793381067]"
weak_mixture,64,8,128,32,True,0,"[0.30027705313864744, 0.30066755481069574, 0.30059921600563383, 0.3004407971313281, 0.30069527858342315, 0.3004903800210033, 0.30056431654303345, 0.3006823394686035]"
weak_mixture,64,8,128,33,True,0,"[0.29055247630196357, 0.29035896518495846, 0.29045684976132824, 0.29053534931428865, 0.2902271336283936, 0.29052063222410146, 0.29048399557245563, 0.2903149443647337]"
weak_mixture,64,8,128,34,True,0,"[0.2819715238906114, 0.28222719922768713, 0.2821824794600601, 0.2820787735305236, 0.2822453382891895, 0.28211123793673887, 0.2821596378989153, 0.2822368727168015]"
weak_mixture,64,8,128,35,True,0,"[0.27537680004243487, 0.27525781352822803, 0.27531801466456496, 0.27536627337459385, 0.2751766900052484, 0.2753572272052583, 0.27533470497043655, 0.27523073064261916]"
weak_mixture,64,8,128,36,True,0,"[0.2694884668476545, 0.26964416017363124, 0.26961564103053, 0.26955133436786605, 0.2696557262026293, 0.26957035607131724, 0.2696010718459959, 0.269650328419783]"
weak_mixture,64,8,128,37,True,0,"[0.2649307030562047, 0.2648579143770998, 0.26489474874976987, 0.264924265740527, 0.26480825585219564, 0.2649187334362197, 0.26490495826125215, 0.26484133889932204]"
weak_mixture,64,8,128,38,True,0,"[0.26081425788021895, 0.2609118338865579, 0.26089478502430785, 0.2608552190573811, 0.2609187470086602, 0.2608676093165521, 0.26088607401798963, 0.26091552078296154]"
weak_mixture,64,8,128,39,True,0,"[0.25755121924738433, 0.2575040200689749, 0.2575279082773847, 0.25754704608553874, 0.2574718043528677, 0.25754345945737855, 0.2575345282643906, 0.2574932681726763]"
weak_mixture,64,8,128,40,True,0,"[0.25458906026173117, 0.25465677433098743, 0.25464494655772774, 0.25461749167764836, 0.2546615699387423, 0.25462609015292786, 0.2546389026622448, 0.2546593319479218]"
weak_mixture,64,8,128,41,True,0,"[0.25202329055607703, 0.2519868010720751, 0.2520052700216047, 0.2520200646497416, 0.2519618902889093, 0.2520172920874547, 0.2520103878132012, 0.25197848762130276]"
weak_mixture,64,8,128,42,True,0,"[0.249377257415422, 0.24943518091642317, 0.24942506374442983, 0.24940157879798916, 0.24943928290005243, 0.24940893405974482, 0.24941989387704402, 0.24943736861033683]"
weak_mixture,64,8,128,43,True,0,"[0.24690726886929246, 0.24687561299704466, 0.2468916355745573, 0.24690447032860025, 0.24685400142829936, 0.2469020650665971, 0.24689607542192132, 0.24686840064523935]"
weak_mixture,64,8,128,44,True,0,"[0.24437496104807965, 0.24442496896979723, 0.24441623457065478, 0.2443959591172296, 0.2444285102869222, 0.2444023092461454, 0.24441177126597502, 0.2444268576475288]"
weak_mixture,64,8,128,45,True,0,"[0.24200479026931765, 0.24197760387109207, 0.2419913643403801, 0.24200238688843684, 0.24195904312108718, 0.24200032124896895, 0.24199517731887732, 0.241971409703796]"
weak_mixture,64,8,128,46,True,0,"[0.2395912714280518, 0.23963397472863465, 0.23962651632283577, 0.23960920260476365, 0.23963699868082278, 0.239614625179775, 0.23962270502754257, 0.23963558748345037]"
weak_mixture,64,8,128,47,True,0,"[0.2373264708667921, 0.23730340088498147, 0.2373150779080903, 0.23732443142150791, 0.2372876500928741, 0.23732267857017478, 0.23731831353850855, 0.23729814450498113]"
weak_mixture,64,8,128,48,True,0,"[0.23503524104344112, 0.23507122898925645, 0.2350649435965087, 0.235050352658202, 0.23507377733643348, 0.23505492250407864, 0.23506173169697375, 0.23507258809231532]"
weak_mixture,64,8,128,49,True,0,"[0.23287986497966268, 0.23286057254450396, 0.23287033760838655, 0.23287815950199378, 0.23284740050766634, 0.2328766936837888, 0.23287304342109988, 0.23285617678030007]"
weak_mixture,64,8,128,50,True,0,"[0.23071308597455606, 0.2307429217122824, 0.2307377109241685, 0.2307256144068897, 0.23074503435954852, 0.23072940303194608, 0.23073504814140317, 0.23074404844560134]"
weak_mixture,64,8,128,51,True,0,"[0.22866989920532677, 0.2286540617680377, 0.22866207810438804, 0.228668499171951, 0.2286432484005795, 0.22866729587322715, 0.22866429934021718, 0.22865045316039428]"
weak_mixture,64,8,128,52,True,0,"[0.22662860305475735, 0.22665282070088622, 0.22664859118835176, 0.22663877250966927, 0.22665453549286052, 0.22664184773615814, 0.22664642983747676, 0.22665373524765053]"
weak_mixture,64,8,128,53,True,0,"[0.2246992743672169, 0.22468658702194272, 0.22469300893755065, 0.22469815281616157, 0.2246779242596943, 0.22469718886495427, 0.22469478836240347, 0.22468369612567896]"
weak_mixture,64,8,128,54,True,0,"[0.22278355247016537, 0.22280265544938, 0.22279931925202864, 0.2227915742788731, 0.22280400805302134, 0.2227940000319607, 0.22279761439025417, 0.22280337683144064]"
weak_mixture,64,8,128,55,True,0,"[0.22096883062645528, 0.22095900677223768, 0.2209639793133733, 0.22096796221543802, 0.22095229902726368, 0.22096721583163453, 0.2209653571254474, 0.22095676830767857]"
weak_mixture,64,8,128,56,True,0,"[0.21917800244701569, 0.21919246283515365, 0.21918993747506613, 0.21918407478947755, 0.21919348669372365, 0.2191859110137839, 0.21918864696000837, 0.21919300888846693]"
weak_mixture,64,8,128,57,True,0,"[0.21747787363980176, 0.21747064511800418, 0.21747430400030202, 0.2174772346582001, 0.21746570937497978, 0.21747668546385426, 0.21747531781085913, 0.2174689980029124]"
weak_mixture,64,8,128,58,True,0,"[0.2158106349176521, 0.21582089357342774, 0.21581910203124274, 0.21581494287633468, 0.2158216199163014, 0.2158162455526334, 0.2158181865088511, 0.2158212809532791]"
weak_mixture,64,8,128,59,True,0,"[0.2142244615722543, 0.2142195783975614, 0.21422205014164403, 0.21422402991715292, 0.21421624403257103, 0.21422365891592554, 0.21422273501278383, 0.2142184656864464]"
weak_mixture,64,8,128,60,True,0,"[0.21267901268802827, 0.21268547998746454, 0.2126843505732419, 0.21268172855483608, 0.21268593788259044, 0.21268254979328916, 0.21268377341194855, 0.2126857241964396]"
weak_mixture,64,8,128,61,True,0,"[0.2112056541383847, 0.21120288392409142, 0.21120428614596348, 0.21120540926360884, 0.21120099231453965, 0.2112051987969877, 0.21120467467127033, 0.2112022526778207]"
weak_mixture,64,8,128,62,True,0,"[0.20977980975484292, 0.20978286677135066, 0.2097823329176651, 0.2097810935252894, 0.20978308320923592, 0.20978148171527272, 0.20978206010278672, 0.20978298220412]"
weak_mixture,64,8,128,63,True,0,"[0.2084177257552596, 0.20841685291703307, 0.20841729473064569, 0.20841764860083783, 0.208416256900123, 0.20841758228753646, 0.20841741714690315, 0.20841665402192558]"
weak_mixture,64,8,128,64,True,0,"[0.2071090071403382, 0.20710900714033809, 0.20710900714033822, 0.20710900714033817, 0.20710900714033803, 0.20710900714033822, 0.20710900714033817, 0.20710900714033822]"
weak_mixture,64,8,512,2,False,470,
weak_mixture,64,8,512,3,False,471,
weak_mixture,64,8,512,4,False,471,
weak_mixture,64,8,512,5,False,472,
weak_mixture,64,8,512,6,False,472,
weak_mixture,64,8,512,7,False,473,
weak_mixture,64,8,512,8,False,475,
weak_mixture,64,8,512,9,False,476,
weak_mixture,64,8,512,10,False,477,
weak_mixture,64,8,512,11,False,479,
weak_mixture,64,8,512,12,False,481,
weak_mixture,64,8,512,13,False,484,
weak_mixture,64,8,512,14,False,486,
weak_mixture,64,8,512,15,False,490,
weak_mixture,64,8,512,16,False,494,
weak_mixture,64,8,512,17,False,501,
weak_mixture,64,8,512,18,True,0,"[4.810667110770275, 5.8493887975611125, 5.63597977135635, 5.197081377290197, 5.940702557302796, 5.326823757428447, 5.532959920518021, 5.897728699835146]"
weak_mixture,64,8,512,19,True,0,"[1.55353833088472, 1.5108513492730915, 1.5321324675408527, 1.5496585445663869, 1.483149598700131, 1.5463408411342097, 1.5381459987035013, 1.5014813152411821]"
