batch,cell_id,checkpoint_sha256,commit,composed_true_to_learned_kl_mean,composed_true_to_learned_w1_mean,dataset_seed,device,diffusion,dimension,ess_threshold,family,final_ess_fraction,groups,initialization,integrability_certificate,kind,ks_mean,mean_absolute_error,method,minimum_ess_fraction,parameter_prediction_seconds,particles,peak_gpu_bytes,positive_mass_error,recorded_ks_mean,recorded_mean_absolute_error,recorded_positive_mass_error,recorded_variance_relative_error,recorded_w1_mean,relative_path,resampling_count,sampling,score_evaluations,seconds,seed,status,steps,training_seed,true_ks_mean,true_mean_absolute_error,true_positive_mass_error,true_variance_relative_error,true_w1_mean,u_max,variance_relative_error,w1_mean
4,400,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,4b74724c4225fcfe043fdd749fb740fff4cf33c8,9.210115215570896e-05,0.002181232325825704,0,cuda,1.0,1,0.5,learned_mixture,0.7263869500842343,16,standard normal at finite u_max,finite,learned,0.037002110476419436,0.013872313707196715,full,0.46038355719471563,0.004841327667236328,32768,43918848,0.006384190306022849,0.03700213320557788,0.013872313707196438,0.006384203785855212,0.11319320412741896,0.015408965799086093,learned/task_000/cell_0400,9,with_replacement,268435456,0.5784381553530693,102000,completed,512,2,0.04171523490014861,0.016050383284219427,0.007364990539791968,0.12290108590386195,0.01748591911383951,20.0,0.11319320412741873,0.015409007333532317
4,440,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,4b74724c4225fcfe043fdd749fb740fff4cf33c8,0.00047871224770341275,0.0047156649152418455,1,cuda,1.0,1,0.5,learned_mixture,0.9920463830610421,16,standard normal at finite u_max,finite,learned,0.07332533270456115,0.03518606237311961,full,0.45595458287990015,0.0048371292650699615,32768,43918848,1.6492303901438632e-06,0.07332534786508366,0.035186062373120386,1.6492350578545256e-06,0.04843486276922515,0.03520217575866436,learned/task_000/cell_0440,11,with_replacement,268435456,0.5793548040091991,102001,completed,512,2,0.06512220050579781,0.030497531581140325,1.7465871279265244e-06,0.07357492368264296,0.03052724552053713,20.0,0.04843486276922615,0.03520182209084409
4,480,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,4b74724c4225fcfe043fdd749fb740fff4cf33c8,0.0026230916329368463,0.01447173451983635,2,cuda,1.0,1,0.5,learned_mixture,0.9456579973511162,16,standard normal at finite u_max,finite,learned,0.020728484814065196,0.005722789570011599,full,0.44490028424268135,0.004799149930477142,32768,43918848,0.019161437026025407,0.020728596624996487,0.005722789570011544,0.01916146979286286,0.1170825512240995,0.009951314850057333,learned/task_000/cell_0480,9,with_replacement,268435456,0.5783200711011887,102002,completed,512,2,0.044013215790443816,0.020194523494419414,0.0329965517962148,0.13434170830425696,0.020798836930894203,20.0,0.11708255122409927,0.009950805725399133
4,520,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,4b74724c4225fcfe043fdd749fb740fff4cf33c8,0.00035992887657505503,0.005140605596515064,3,cuda,1.0,1,0.5,learned_mixture,0.9998240052067631,16,standard normal at finite u_max,finite,learned,0.04677017187378674,0.024969149814229485,full,0.43926064012718524,0.004959627985954285,32768,43918848,2.1807738725954096e-08,0.04677016491002539,0.024969149814229263,2.180783720273638e-08,0.00847531624904374,0.02515000650390162,learned/task_000/cell_0520,11,with_replacement,268435456,0.5767332650721073,102003,completed,512,2,0.05589646470447113,0.03004278520118908,2.696830181392329e-08,0.02670890275265625,0.03020435995150192,20.0,0.00847531624904363,0.02515090683884936
4,560,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,4b74724c4225fcfe043fdd749fb740fff4cf33c8,0.0009602982617081326,0.008221400456309655,4,cuda,1.0,1,0.5,learned_mixture,0.7375311680679095,16,standard normal at finite u_max,finite,learned,0.017689526664343647,0.005880106031448708,full,0.44148517015898076,0.004796549677848816,32768,43918848,0.01577827417548827,0.01768956623925566,0.00588010603144868,0.015778275848845502,0.04486575159811956,0.007060454376995695,learned/task_000/cell_0560,8,with_replacement,268435456,0.5799555219709873,102004,completed,512,2,0.034879414854529056,0.01410135051563128,0.03273935600382338,0.0611269019912033,0.014886245298177465,20.0,0.04486575159811956,0.007059137577706855
4,600,40d2f60f7b01b721909df18cdd26cc0bda1e28ef62dd47bb3bc9b7acfaa1fbc4,4b74724c4225fcfe043fdd749fb740fff4cf33c8,0.0015223838343253779,0.010789928562239495,0,cuda,1.0,1,0.5,learned_mixture,0.8336278526905314,16,standard normal at finite u_max,finite,learned,0.03404979474316672,0.013300729562130298,full,0.44664011406001614,0.011302437633275986,32768,43918848,0.007369273623684697,0.0340498437351644,0.013300729562130131,0.007369288796314523,0.10919755122129571,0.014772516109258423,learned/task_000/cell_0600,9,with_replacement,268435456,0.5807968936860561,103000,completed,512,3,0.0163257296654562,0.0025108009998876524,0.004992649760601681,0.10708306652296462,0.008365379715774113,20.0,0.10919755122129537,0.014772121310941078
4,640,40d2f60f7b01b721909df18cdd26cc0bda1e28ef62dd47bb3bc9b7acfaa1fbc4,4b74724c4225fcfe043fdd749fb740fff4cf33c8,0.0014234268762008022,0.010818443034723216,1,cuda,1.0,1,0.5,learned_mixture,0.9875625179735723,16,standard normal at finite u_max,finite,learned,0.08244060406734022,0.04543523546267836,full,0.41632118280536046,0.004982646554708481,32768,43918848,1.615856377590319e-06,0.08244055813047413,0.04543523546267836,1.615860804382585e-06,0.012965515695609442,0.045462002242743244,learned/task_000/cell_0640,11,with_replacement,268435456,0.5855744406580925,103001,completed,512,3,0.10370396916823305,0.056253678497002135,1.7465871279265244e-06,0.014884570477775805,0.05627318391353486,20.0,0.012965515695609442,0.045462230552974235
4,680,40d2f60f7b01b721909df18cdd26cc0bda1e28ef62dd47bb3bc9b7acfaa1fbc4,4b74724c4225fcfe043fdd749fb740fff4cf33c8,3.501259091484902e-05,0.0017070094831116794,2,cuda,1.0,1,0.5,learned_mixture,0.7014648583962023,16,standard normal at finite u_max,finite,learned,0.04197666676313627,0.019826294568505876,full,0.4219337874464905,0.00482603907585144,32768,43918848,0.021444803144772012,0.0419766860399714,0.01982629456850571,0.021444836963812386,0.06768032261048207,0.02028195756022076,learned/task_000/cell_0680,8,with_replacement,268435456,0.5820129103958607,103002,completed,512,3,0.038833189834861725,0.018119285085394954,0.019905858573452923,0.06784557248772438,0.018702497199552456,20.0,0.06768032261048207,0.02028205427067747
4,720,40d2f60f7b01b721909df18cdd26cc0bda1e28ef62dd47bb3bc9b7acfaa1fbc4,4b74724c4225fcfe043fdd749fb740fff4cf33c8,2.4050613921290688e-05,0.0008813880874949827,3,cuda,1.0,1,0.5,learned_mixture,0.5580722105393184,16,standard normal at finite u_max,finite,learned,0.044163519871730283,0.02629777368048658,full,0.41036107520061094,0.005053553730249405,32768,43918848,3.092283551442421e-08,0.044163520260831035,0.026297773680485914,3.092297362616847e-08,0.049827703287108394,0.02632643821123536,learned/task_000/cell_0720,10,with_replacement,268435456,0.584091056138277,103003,completed,512,3,0.04296036051751517,0.025722913050882035,2.696830181392329e-08,0.043291164828330286,0.025757867841140206,20.0,0.04982770328710784,0.026327088194496133
4,760,40d2f60f7b01b721909df18cdd26cc0bda1e28ef62dd47bb3bc9b7acfaa1fbc4,4b74724c4225fcfe043fdd749fb740fff4cf33c8,0.00030740128416184564,0.0049543149150306515,4,cuda,1.0,1,0.5,learned_mixture,0.5379782176588729,16,standard normal at finite u_max,finite,learned,0.032570965626042336,0.018725388536916777,full,0.35418985148967475,0.004955265671014786,32768,43918848,0.028068767313896292,0.03257092229920333,0.018725388536916802,0.028068770101482232,0.006748433076543492,0.01883047059112895,learned/task_000/cell_0760,9,with_replacement,268435456,0.6677537485957146,103004,completed,512,3,0.04024857687520911,0.023679703451948135,0.03811817821626484,0.010451464696533463,0.023767299748823446,20.0,0.006748433076543936,0.018829105248839777
4,800,4f8f7d024dee2ba1d205fcf59f39c4f32d87524ab703a9051d4ad4e7ca38f59f,4b74724c4225fcfe043fdd749fb740fff4cf33c8,6.415594371346337e-05,0.0021753219060224537,0,cuda,1.0,1,0.5,learned_mixture,0.84763323034794,16,standard normal at finite u_max,finite,learned,0.07994138762298741,0.038762479173976516,full,0.38560818532998015,0.00514698401093483,32768,43918848,0.0093558450861105,0.07994139303907888,0.03876247917397635,0.00935585868908536,0.045843039889981396,0.03880634237655282,learned/task_000/cell_0800,10,with_replacement,268435456,0.5786501131951809,104000,completed,512,4,0.08398305297521802,0.04093780107999401,0.009942540707603217,0.046065026810646836,0.04097496656702916,20.0,0.04584303988998106,0.038806425847213985
4,840,4f8f7d024dee2ba1d205fcf59f39c4f32d87524ab703a9051d4ad4e7ca38f59f,4b74724c4225fcfe043fdd749fb740fff4cf33c8,0.0009356138563916042,0.008780124561371777,1,cuda,1.0,1,0.5,learned_mixture,0.9974987201091551,16,standard normal at finite u_max,finite,learned,0.07167516642263011,0.03541991347417173,full,0.4335274447401666,0.0049653612077236176,32768,43918848,1.530256021009535e-06,0.07167517969022463,0.03541991347417084,1.5302603014744065e-06,0.07991751130426994,0.03546196722165174,learned/task_000/cell_0840,11,with_replacement,268435456,0.5780316591262817,104001,completed,512,4,0.08903283645884091,0.044200038035543066,1.7465871279265244e-06,0.0804734690820208,0.04422418260238715,20.0,0.07991751130426894,0.03546205280045405
4,880,4f8f7d024dee2ba1d205fcf59f39c4f32d87524ab703a9051d4ad4e7ca38f59f,4b74724c4225fcfe043fdd749fb740fff4cf33c8,0.0007826645557331329,0.008080472271458658,2,cuda,1.0,1,0.5,learned_mixture,0.9985801607405256,16,standard normal at finite u_max,finite,learned,0.014538032182055072,0.005715169299881584,full,0.43216547654510373,0.00510750338435173,32768,43918848,0.0009338748016532034,0.014538055252085402,0.005715169299881806,0.0009339078268862377,0.022166747099164885,0.005969588372080327,learned/task_000/cell_0880,9,with_replacement,268435456,0.5808909684419632,104002,completed,512,4,0.009562415224750875,0.00236530297063664,0.00813160613748011,0.028027834972526255,0.004293893383684057,20.0,0.022166747099163886,0.005970730409815326
4,920,4f8f7d024dee2ba1d205fcf59f39c4f32d87524ab703a9051d4ad4e7ca38f59f,4b74724c4225fcfe043fdd749fb740fff4cf33c8,0.0024483605881657346,0.016039646368620573,3,cuda,1.0,1,0.5,learned_mixture,0.8804040636884599,16,standard normal at finite u_max,finite,learned,0.0632327895646757,0.03921674632658734,full,0.40928006726699173,0.004872739315032959,32768,43918848,1.7070477031921882e-08,0.06323278887537331,0.03921674632658623,1.7070557079001958e-08,0.03430660003811614,0.039236881371133264,learned/task_000/cell_0920,10,with_replacement,268435456,0.6591700166463852,104003,completed,512,4,0.09109456365565816,0.05525639256949044,2.696830181392329e-08,0.045573773288036024,0.05527441407794128,20.0,0.03430660003811503,0.039236734856360235
4,960,4f8f7d024dee2ba1d205fcf59f39c4f32d87524ab703a9051d4ad4e7ca38f59f,4b74724c4225fcfe043fdd749fb740fff4cf33c8,0.0005023595194851519,0.0064680583749646345,4,cuda,1.0,1,0.5,learned_mixture,0.9999860603520331,16,standard normal at finite u_max,finite,learned,0.012166982578833863,0.006819828539680665,full,0.43676004221986126,0.004960708320140839,32768,43918848,0.009418464504647839,0.012167056386247599,0.006819828539680647,0.009418465473710502,0.030456045363621342,0.00704554353004627,learned/task_000/cell_0960,8,with_replacement,268435456,0.5757152065634727,104004,completed,512,4,0.02463880923503503,0.01328787420197117,0.02244309435114017,0.027250231704481598,0.01348626116391385,20.0,0.030456045363620676,0.007045663474409553
