family,groups,dimension,steps,display_method,batch,particles,u_max,cells,finite,w1_mean_mean,w1_mean_std,w1_mean_median,ks_mean_mean,ks_mean_std,ks_mean_median,seconds_mean,seconds_std,seconds_median
mixture,64,1,2048,U-WOR,8,8192,20.0,5,0,0.5432753826790149,0.4832498445963954,0.309822862694521,0.23226207726769696,0.21083243303548785,0.1270222253120609,2.8112381659448147,0.05664432527499007,2.80509240180254
mixture,64,1,2048,U-WR,2,8192,20.0,5,0,1.843399298187928,0.024108804424736494,1.829661575548096,0.7617690528854426,0.025454599593823877,0.7482064832132567,2.9543313160538673,0.05096572977399461,2.971017062664032
mixture,64,1,2048,U-WR,4,8192,20.0,5,0,1.6319567319749826,0.24583104581138143,1.7292823263344912,0.6539057534913806,0.09748321590285675,0.6893840597924816,2.86879448518157,0.054667771299581995,2.8535999953746796
mixture,64,1,2048,U-WR,8,8192,20.0,5,0,0.3316153030718588,0.2579186387217564,0.3282866738711091,0.16758710649764735,0.09540183419624132,0.2292438155783556,2.8280143879354,0.03716744131090123,2.8335245102643967
mixture,64,8,512,Full,4,8192,10.0,5,5,0.8008996311328292,0.14845879464640105,0.7413338223508336,0.34001470501566866,0.05946666115294096,0.3222428730998791,1.8998122561722994,0.004002725928058659,1.899669598788023
mixture,64,8,512,Full,4,8192,20.0,5,5,0.8805293610762883,0.37206736197448653,1.09633613304635,0.37285625667009203,0.14736897921287095,0.4624552088086436,1.9008492765016853,0.007452189152459641,1.9026599004864693
mixture,64,8,512,Full,4,8192,30.0,5,5,0.7111871711117644,0.21333875988234657,0.7753187665740254,0.30215426088654074,0.07951033237587096,0.3249371677351342,1.8943623680621386,0.011523780228859089,1.8887826837599275
mixture,64,8,512,Full,4,32768,20.0,5,5,0.7108582720957546,0.20873307182896278,0.8089973352355673,0.3070042800309605,0.08735082312912273,0.3448557576708564,6.535079305060208,0.043847471672615816,6.566489499993622
mixture,64,8,512,Full,4,131072,20.0,5,5,0.6501073625069975,0.2040980364768538,0.6230071363586108,0.2742035744195939,0.08012777141439918,0.2653501269237615,24.968348697572946,0.0868129430600398,25.028198901563883
mixture,64,8,512,Tail-WOR,2,8192,20.0,5,5,1.2842152715294208,0.3484882255104242,1.455916405201087,0.5853694899853598,0.12929593112962623,0.6624777123171399,1.0565358842723072,0.039115782718113355,1.0387807935476303
