cell_id,training_seed,dataset_seed,setting_id,particles,method,mse,rmse,coverage90,coverage95,width90,width95
29,0,405,certified,32768,certified,0.03647349837431742,0.19098036122679582,0.75,0.75,0.33546586575691417,0.400181583431232
30,0,406,full,32768,full,0.008482454711757783,0.09210024273452151,1.0,1.0,0.3368912827909681,0.399144415828585
31,0,406,tail_fixed,32768,tail_fixed,0.05933998554113396,0.24359799987096356,0.625,0.625,0.2517835487932316,0.30084716812495926
32,0,406,surrogate_only,32768,surrogate_only,0.008369257092645922,0.09148364385312777,1.0,1.0,0.33915969813330327,0.4042726680854926
33,0,406,surrogate_full,32768,surrogate_full,0.007621701599269701,0.08730235735230579,1.0,1.0,0.33943808927839,0.4015205404417622
34,0,406,certified,32768,certified,0.005462071636626645,0.07390582951720821,1.0,1.0,0.33138746149683196,0.39325974427664734
35,0,407,full,32768,full,0.004962082635036662,0.07044205161007636,1.0,1.0,0.32599082302027027,0.38574472473846255
36,0,407,tail_fixed,32768,tail_fixed,0.026524478660296995,0.16286337421377772,0.625,0.625,0.27604694459737594,0.3271696034650655
37,0,407,surrogate_only,32768,surrogate_only,0.005811587652088391,0.07623376976175579,1.0,1.0,0.3217544119705541,0.3830028732428839
38,0,407,surrogate_full,32768,surrogate_full,0.005784558243566797,0.07605628339306883,1.0,1.0,0.31912478668407723,0.3793474770174007
39,0,407,certified,32768,certified,0.006046012057862162,0.07775610624164614,1.0,1.0,0.3244744728861648,0.38598453300031565
40,0,408,full,32768,full,0.011143605286557615,0.10556327622122011,1.0,1.0,0.34218698679114434,0.40710053097523563
41,0,408,tail_fixed,32768,tail_fixed,0.027303749650092187,0.1652384629863525,0.625,0.625,0.26465488073088184,0.3138189202454597
42,0,408,surrogate_only,32768,surrogate_only,0.01296156799333753,0.11384888226652702,0.875,1.0,0.3448434598790587,0.40938212072814617
43,0,408,surrogate_full,32768,surrogate_full,0.010299985682451327,0.10148884511339819,0.875,1.0,0.33419492195380407,0.39666127932401574
44,0,408,certified,32768,certified,0.00839948354542651,0.091648696365123,1.0,1.0,0.34222388917808333,0.40559193420872347
45,0,409,full,32768,full,0.019508413968802173,0.13967252402961067,0.75,0.75,0.3218527941401318,0.3829845562057007
46,0,409,tail_fixed,32768,tail_fixed,0.02788549343752328,0.1669895009799217,0.5,0.5,0.29647456203853517,0.35179145233574105
47,0,409,surrogate_only,32768,surrogate_only,0.027603159679773344,0.16614198650483672,0.75,0.875,0.3361651024986803,0.3975158621776488
48,0,409,surrogate_full,32768,surrogate_full,0.020704748869527258,0.14389144821540736,0.75,0.75,0.3194093361494743,0.3816012673475546
49,0,409,certified,32768,certified,0.019908163698179264,0.141096292290688,0.75,0.875,0.32433273312227007,0.3862355564338219
50,1,400,full,32768,full,0.022148926982881685,0.14882515574620336,0.75,0.75,0.3424920653526713,0.40444928010855463
51,1,400,tail_fixed,32768,tail_fixed,0.061415957358888364,0.24782243110519347,0.25,0.375,0.22074173924892307,0.2632367289875551
52,1,400,surrogate_only,32768,surrogate_only,0.02097491185612005,0.14482717927281485,0.75,0.75,0.3427803139228244,0.4082338138235396
53,1,400,surrogate_full,32768,surrogate_full,0.021319788621343545,0.1460129741541605,0.75,0.75,0.3394554719906546,0.4036623679719552
54,1,400,certified,32768,certified,0.01567344157602086,0.12519361635491189,0.75,0.75,0.3537070099948393,0.4185431777629959
55,1,401,full,32768,full,0.008660994849992719,0.09306446609739251,0.875,1.0,0.32943580912729575,0.392552791203529
56,1,401,tail_fixed,32768,tail_fixed,0.027342193101080065,0.16535474925468596,0.375,0.875,0.27781624677042366,0.33089655425339437
57,1,401,surrogate_only,32768,surrogate_only,0.012912225854486672,0.11363197549319765,0.875,0.875,0.31591991027608196,0.37571868161932154
58,1,401,surrogate_full,32768,surrogate_full,0.010853413510830943,0.10417971736778202,0.875,1.0,0.33753189650659127,0.4001658174024021
59,1,401,certified,32768,certified,0.009516385049904373,0.09755196076914278,0.875,1.0,0.33280628428880427,0.39559730392649706
60,1,402,full,32768,full,0.010006290126126114,0.10003144568647458,0.875,0.875,0.32763517289200705,0.3895077177181802
61,1,402,tail_fixed,32768,tail_fixed,0.02494754581274571,0.15794792120425552,0.625,0.625,0.266694152302542,0.3169130401675936
62,1,402,surrogate_only,32768,surrogate_only,0.008885801126845377,0.09426452740477394,0.875,1.0,0.3323778371521394,0.39518006824001484
63,1,402,surrogate_full,32768,surrogate_full,0.01055933456398038,0.10275862282057102,0.875,0.875,0.3263655249761366,0.3908080255259264
64,1,402,certified,32768,certified,0.011203714982887272,0.10584760263174255,1.0,1.0,0.3216398377891955,0.38324166372814394
65,1,403,full,32768,full,0.011801441402671378,0.10863443930297324,1.0,1.0,0.348075886158351,0.41309172791098203
66,1,403,tail_fixed,32768,tail_fixed,0.01292165699599538,0.11367346654340836,0.875,0.875,0.32121151325005387,0.3818752132483525
67,1,403,surrogate_only,32768,surrogate_only,0.014187916816825883,0.11911304217769725,0.875,1.0,0.34279630542358003,0.40957654304295266
68,1,403,surrogate_full,32768,surrogate_full,0.012392212002419217,0.11132031262271597,1.0,1.0,0.3366039652621847,0.40035612736833714
69,1,403,certified,32768,certified,0.012993899998643426,0.11399078909562574,0.875,1.0,0.3508234802531177,0.41907974761685907
70,1,404,full,32768,full,0.019017659270936745,0.13790452955192134,0.5,0.75,0.33104989234536303,0.3934120236214802
71,1,404,tail_fixed,32768,tail_fixed,0.0231921095331616,0.1522895581882146,0.5,0.5,0.3066072744640431,0.3648608393612436
72,1,404,surrogate_only,32768,surrogate_only,0.019867473073695237,0.14095202401418447,0.625,0.625,0.32831869192577057,0.3897461380323437
73,1,404,surrogate_full,32768,surrogate_full,0.02191128863660679,0.14802462172424827,0.5,0.75,0.35196528279838646,0.41399319780436594
74,1,404,certified,32768,certified,0.018373021716694363,0.13554711991294527,0.5,0.875,0.3242976895737035,0.38660808469606545
75,1,405,full,32768,full,0.031617141254274304,0.1778120953542652,0.75,0.75,0.33936940250876346,0.4024368904503547
76,1,405,tail_fixed,32768,tail_fixed,0.0391640753450914,0.19789915448301287,0.375,0.5,0.2612530310410611,0.3105454086309264
77,1,405,surrogate_only,32768,surrogate_only,0.03295274436074534,0.18152890778260453,0.75,0.75,0.3392225643593459,0.40369077140897935
78,1,405,surrogate_full,32768,surrogate_full,0.03521744608057355,0.18766311859439389,0.75,0.75,0.3374119013286092,0.40002603859329716
79,1,405,certified,32768,certified,0.03253130009594826,0.18036435372863527,0.75,0.875,0.3365969763968052,0.4028737610170115
80,1,406,full,32768,full,0.008426820103420253,0.09179771295310278,1.0,1.0,0.32976012633112195,0.3924227442915944
81,1,406,tail_fixed,32768,tail_fixed,0.06244887467664734,0.2498977284343484,0.375,0.5,0.25878308954803886,0.30713872851782353
82,1,406,surrogate_only,32768,surrogate_only,0.009319350114722378,0.09653678114958246,1.0,1.0,0.3318996615537497,0.3943329065934064
83,1,406,surrogate_full,32768,surrogate_full,0.008245757494425986,0.09080615339516362,1.0,1.0,0.35053875553147784,0.41523089813156044
84,1,406,certified,32768,certified,0.007882628693530604,0.08878416916055815,1.0,1.0,0.3419287606444639,0.4075799059904318
85,1,407,full,32768,full,0.005368450635904077,0.07326971158605769,1.0,1.0,0.324546434551791,0.3858490680208644
86,1,407,tail_fixed,32768,tail_fixed,0.026528472906281873,0.16287563631888557,0.625,0.625,0.2810648672969952,0.33434311704925573
87,1,407,surrogate_only,32768,surrogate_only,0.0056475586890078235,0.07515024077810945,1.0,1.0,0.3223293432652785,0.3830148299067748
88,1,407,surrogate_full,32768,surrogate_full,0.006156425988106753,0.07846289561382981,1.0,1.0,0.3196713849345974,0.3821395641391291
89,1,407,certified,32768,certified,0.007058511609990369,0.0840149487293206,1.0,1.0,0.33465506040009096,0.3966150164902143
90,1,408,full,32768,full,0.009327806226990303,0.09658056857872759,1.0,1.0,0.3375677985164529,0.40027809515709106
91,1,408,tail_fixed,32768,tail_fixed,0.020123452150880898,0.14185715403489843,0.625,0.75,0.27511357752819093,0.3269347555626594
92,1,408,surrogate_only,32768,surrogate_only,0.010332406679866766,0.1016484465196924,1.0,1.0,0.35481879495531987,0.42096271143631603
93,1,408,surrogate_full,32768,surrogate_full,0.0118663191329973,0.108932635757138,1.0,1.0,0.3529989226039876,0.41909209997389
94,1,408,certified,32768,certified,0.009250776689847355,0.09618095804184608,1.0,1.0,0.341805423798929,0.40550019053031844
95,1,409,full,32768,full,0.019068712016527926,0.13808950726441138,0.75,0.75,0.33248468140450294,0.39529188775632146
96,1,409,tail_fixed,32768,tail_fixed,0.030262957079095248,0.17396251630479265,0.5,0.5,0.2867588723386333,0.3416851849466238
97,1,409,surrogate_only,32768,surrogate_only,0.019029882785033106,0.1379488411877139,0.75,0.75,0.3209141294070907,0.38208449280357615
98,1,409,surrogate_full,32768,surrogate_full,0.022105484866266914,0.14867913393030951,0.75,0.75,0.3362456820957771,0.3999866341535011
99,1,409,certified,32768,certified,0.01755874041418861,0.13250939745613746,0.75,0.875,0.3233287895888654,0.3833023250428583
100,2,400,full,32768,full,0.0208921724632139,0.14454124831069468,0.75,0.75,0.33847731185146457,0.4016525189091088
101,2,400,tail_fixed,32768,tail_fixed,0.04751737544859021,0.2179848055452265,0.125,0.375,0.22944360401050967,0.27258651281998436
102,2,400,surrogate_only,32768,surrogate_only,0.021059132830508066,0.1451176516847901,0.75,0.75,0.3333298988638761,0.3957399942270272
103,2,400,surrogate_full,32768,surrogate_full,0.02165245876250986,0.14714774467354183,0.75,0.75,0.3311403537836871,0.3941349252285042
104,2,400,certified,32768,certified,0.021496233088171945,0.14661593736075196,0.75,0.75,0.3365113643404358,0.39960770379472954
105,2,401,full,32768,full,0.011101280058630675,0.1053626122428192,0.75,0.875,0.33504975657210023,0.40063233287928823
106,2,401,tail_fixed,32768,tail_fixed,0.023457455158486875,0.1531582683320978,0.625,0.75,0.3008993109346125,0.3586832475144493
107,2,401,surrogate_only,32768,surrogate_only,0.010543824974571448,0.10268312896757406,0.75,1.0,0.3322903573923479,0.3951420832572311
108,2,401,surrogate_full,32768,surrogate_full,0.00941980652113672,0.09705568773202691,0.75,1.0,0.32907868713541,0.39075706382452174
109,2,401,certified,32768,certified,0.00906224350740451,0.0951958166486559,0.875,1.0,0.32558403011732306,0.38878675199134555
110,2,402,full,32768,full,0.010843133025358878,0.10413036552974775,0.875,0.875,0.3276542906250546,0.38753454376696
111,2,402,tail_fixed,32768,tail_fixed,0.020501826609760614,0.1431845892886543,0.75,0.75,0.26636095341990496,0.3193462125209362
112,2,402,surrogate_only,32768,surrogate_only,0.009429110651684804,0.09710360782012584,0.875,1.0,0.32782500014172533,0.39052776431431485
113,2,402,surrogate_full,32768,surrogate_full,0.011173516473781106,0.10570485548819934,0.875,1.0,0.33505890760480644,0.39898729079122497
114,2,402,certified,32768,certified,0.01243928366448058,0.11153153663641768,0.875,0.875,0.3315973998136802,0.3934363008332178
