JobID|State|ExitCode|ElapsedRaw|ReqTRES|AllocTRES|NodeList
23791942_0|COMPLETED|0:0|169|billing=4,cpu=4,gres/gpu=1,mem=15328M,node=1|billing=4,cpu=4,gres/gpu=1,mem=15328M,node=1|e02r04
23791942_1|COMPLETED|0:0|361|billing=4,cpu=4,gres/gpu=1,mem=15328M,node=1|billing=4,cpu=4,gres/gpu=1,mem=15328M,node=1|e03r01
23791942_2|COMPLETED|0:0|322|billing=4,cpu=4,gres/gpu=1,mem=15328M,node=1|billing=4,cpu=4,gres/gpu=1,mem=15328M,node=1|e12r01
23791942_3|COMPLETED|0:0|346|billing=4,cpu=4,gres/gpu=1,mem=15328M,node=1|billing=4,cpu=4,gres/gpu=1,mem=15328M,node=1|e01r02
23791942_4|COMPLETED|0:0|346|billing=4,cpu=4,gres/gpu=1,mem=15328M,node=1|billing=4,cpu=4,gres/gpu=1,mem=15328M,node=1|e01r03
