step,u,ess,resampled,max_abs_state,max_abs_log_increment
1,19.688720703125004,1023.9999999999995,False,3.8154377114715823,1.1800838550101637e-06
5,18.468017578125,1024.0000000000007,False,3.6941810571889357,3.912865859056938e-06
9,17.286376953125,1024.0000000000002,False,4.3117473560652,1.2464850096056413e-05
13,16.143798828125004,1023.9999999999998,False,4.244171474852115,3.815326374636381e-05
17,15.040283203125004,1023.9999999999816,False,3.878121524871245,0.00011218341595975525
21,13.975830078125002,1023.9999999995521,False,4.369858524640624,0.000317211526549166
25,12.950439453125,1023.9999999909596,False,4.220166969422407,0.0008605847286801266
29,11.964111328125002,1023.9999998116789,False,4.10721536767736,0.0022492778872470493
33,11.016845703125004,1023.9999965318852,False,3.9933754503468544,0.005641603007403131
37,10.108642578125002,1023.9999448742758,False,3.642181666394832,0.013623702589072797
41,9.239501953125,1023.999249079739,False,4.106566640451272,0.03154086341850505
45,8.409423828125002,1023.9906803373455,False,4.066034318665602,0.07070794874237217
49,7.618408203125003,1023.9058084046898,False,4.159461221931863,0.14984834562424085
53,6.866455078125001,1023.1201704874544,False,4.737645037149106,0.31026831095294666
57,6.153564453125,1016.9420296606514,False,4.891332115333603,0.594617217480266
61,5.479736328125001,975.2940047441912,False,5.354275503327959,1.0702160680996429
65,4.844970703125,761.3829184623743,False,6.3857577462604045,1.735210158172312
68,4.394531250000002,394.80508703299137,True,6.4040140668619125,2.2404765046461494
69,4.249267578125001,967.5173950232796,False,6.622485230187766,2.4094135584781218
72,3.8281250000000004,346.7595036924292,True,6.409805527554104,3.1272035139720677
73,3.6926269531249996,859.61663315752,False,6.5362107366842706,3.2937553728338966
74,3.559570312500001,495.0814894714702,True,6.53911184047921,3.5354216887611623
76,3.3007812499999996,467.4538292978367,True,6.299059170375605,3.552185616242328
77,3.1750488281250004,815.2182527786833,False,6.39259473289837,3.455423135670673
78,3.0517578125,475.9999151181731,True,5.747644462009612,3.3507621589632284
80,2.8125000000000004,413.6749089385547,True,5.892173219994363,3.1026151399126007
81,2.6965332031249996,746.586748826798,False,5.781776027008243,2.9291762815580187
82,2.5830078125000004,347.28721560328125,True,5.676046917294704,3.135721110289558
84,2.363281250000001,238.01704590476908,True,5.755704558939834,3.085903863173906
85,2.2570800781250004,636.3771653713402,False,5.727524160074655,2.7825494164525075
86,2.1533203125,248.4991059079002,True,5.254670401395325,2.935138561549147
88,1.9531250000000002,260.68521790261343,True,4.974133614926518,2.6770297441047237
89,1.8566894531249998,584.9839718067647,False,4.683228928829478,3.0456691085282848
90,1.7626953125000004,246.10582109158491,True,4.829192373273043,2.945691965497318
91,1.671142578125,382.3640142322132,True,4.542758707384284,3.774052300994034
92,1.5820312499999996,304.62935217573164,True,4.315826461490274,3.756523059048563
93,1.4953613281250002,421.09092436929654,True,4.1445572307720395,3.967953097698689
94,1.4111328124999998,233.75600503408765,True,3.9912595075040747,4.7631454205874
95,1.3293457031250004,10.488733187077916,True,3.7448475258985487,7.720712034466482
96,1.2500000000000002,15.619470859323755,True,3.788510104876588,8.444011973833026
97,1.1730957031249998,80.13513128797072,True,3.610170003915762,6.085138360686381
98,1.0986328125000004,117.94584542132495,True,3.527008799421953,5.470266907320208
99,1.026611328125,60.885028376360005,True,3.2930923937295216,6.988024429139634
100,0.9570312500000006,125.30184994091752,True,3.171636287220805,6.449452735959937
101,0.8898925781250002,29.504944011977553,True,3.150070505862496,8.294453233556068
102,0.8251953124999999,45.46507906782845,True,3.038084711649602,8.411570869208516
103,0.7629394531250003,17.107035938514425,True,2.8396646826114154,9.311726325428726
104,0.7031250000000001,75.29954484668342,True,2.879807974421955,9.724980575437115
105,0.6457519531249998,12.7166824467196,True,2.600689504481076,11.490174668183744
106,0.5908203125000002,2.333219985255995,True,2.5586330901510275,16.125982476564484
107,0.538330078125,1.8078713030754925,True,2.586964156995063,13.556626925083867
108,0.4882812499999997,1.0026837352406857,True,2.3433231414654467,23.279970727847175
109,0.4406738281250001,1.2780163965527909,True,2.338494397302816,12.247163680229333
110,0.3955078124999999,1.0812959265620017,True,2.3284339964115777,21.31200366076334
112,0.31250000000000006,1.6268388465085162,True,2.004986490454268,30.17356731168081
113,0.27465820312499983,26.296627221344053,True,2.077885540018256,21.56263199178019
114,0.23925781250000014,52.57429361256415,True,2.2210056671047567,20.189682342270956
115,0.20629882812499997,26.74910298311441,True,2.221021445177997,25.732144807853782
116,0.1757812500000002,1.0173743441123333,True,1.9130379234663915,34.36450108823837
117,0.14770507812499972,1016.0029503876,False,2.2340207348220504,13.381504938007703
118,0.12207031249999993,1.1991063019128705,True,1.707983047795441,34.67176286907649
119,0.09887695312500011,2.0000094859319804,True,1.8209015201461671,26.034340899163684
121,0.059814453124999924,2.9741497471590286,True,1.843694770529786,18.28189654226664
122,0.04394531250000005,11.346444420711638,True,1.9580061577511538,9.622073811807436
123,0.03051757812500014,12.328251199118153,True,1.957429623051072,8.68155165070701
124,0.01953124999999994,110.61349576879826,True,1.84403497169354,5.417018194139209
125,0.010986328125000012,85.17466274752604,True,1.8197111706933053,5.117132996272907
126,0.004882812500000047,418.7431521169297,True,1.8544159756652088,2.053270212697438
128,0.0,412.23209852041856,False,1.8302295421269548,0.6019218320954381
