timestamp, uuid, name, utilization.gpu [%], memory.used [MiB]
2026/09/21 02:54:58.617, GPU-e7c067d4-dfb2-eea4-d980-ef779fb3f9e7, NVIDIA H20, 0 %, 0 MiB
