batch,cell_id,commit,device,diffusion,dimension,ess_threshold,family,final_ess_fraction,groups,initialization,ks_mean,mean_absolute_error,method,minimum_ess_fraction,particles,peak_gpu_bytes,positive_mass_error,relative_path,resampling_count,score_evaluations,seconds,seed,status,steps,u_max,variance_relative_error,w1_mean
4,328,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.5403302329298584,64,standard normal at finite u_max,0.08825191655597939,0.021921896509164984,cv_cumulant,0.0001232530168569826,8192,38367232,1.3000722942635434e-08,task_020/cell_0328,49,8388608,0.47036199271678925,1,completed,128,20.0,0.17029324264301765,0.024445342121040554
4,329,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.6831926068736088,64,standard normal at finite u_max,0.04520553619339756,0.008444449988903938,full,0.000122886868464678,8192,337420288,1.3000722498546224e-08,task_021/cell_0329,51,67108864,0.5056452862918377,2,completed,128,20.0,0.14814815665871772,0.011167956452070402
4,330,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999999999999984,64,standard normal at finite u_max,0.08593067976501625,0.010872205332031246,unweighted,0.9999999999999987,8192,337420288,1.3000722942635434e-08,task_022/cell_0330,0,67108864,0.48755207657814026,2,completed,128,20.0,0.3759679333432378,0.02166271457519479
4,331,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.013947692269191006,64,standard normal at finite u_max,0.23322785903141807,0.033125303765151576,naive,0.0001220703125,8192,37777408,1.3000722498546224e-08,task_023/cell_0331,68,4194304,0.21087796986103058,2,completed,128,20.0,0.5810759144084163,0.048109623828232216
4,332,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.010541060525558832,64,standard normal at finite u_max,0.2371278319825394,0.03306248650265506,unbiased,0.0001220703125,8192,37777408,1.300072227650162e-08,task_024/cell_0332,68,4194304,0.22640562057495117,2,completed,128,20.0,0.5626876918803143,0.047905433349097824
4,333,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.009773952750835705,64,standard normal at finite u_max,0.41606069582966,0.0745042189012979,cumulant,0.0001220703125,8192,38367232,1.300072227650162e-08,task_025/cell_0333,66,8388608,0.3430422358214855,2,completed,128,20.0,0.7973312800293645,0.09811569600019242
4,334,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.7031620698323559,64,standard normal at finite u_max,0.05824960379477015,0.011268998864847668,cv,0.00012370178349807928,8192,37777408,1.300072272059083e-08,task_026/cell_0334,49,4194304,0.36383023113012314,2,completed,128,20.0,0.19347474166395168,0.015233765710887356
4,335,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.6415068080574201,64,standard normal at finite u_max,0.06681016988761254,0.015485265425314296,cv_cumulant,0.000126505602639158,8192,38367232,1.3000722498546224e-08,task_027/cell_0335,48,8388608,0.4856434613466263,2,completed,128,20.0,0.1482621633565202,0.01689984487062945
4,336,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.6695341607738062,64,standard normal at finite u_max,0.05352528238430418,0.012586541923119782,full,0.00014610555703386798,8192,337420288,1.3000722165479317e-08,task_000/cell_0336,49,67108864,0.5102496072649956,3,completed,128,20.0,0.14361121932017132,0.014320468539581889
4,337,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999999999999984,64,standard normal at finite u_max,0.08412740942865973,0.009998945077155555,unweighted,0.9999999999999987,8192,337420288,1.3000722942635434e-08,task_001/cell_0337,0,67108864,0.4833148792386055,3,completed,128,20.0,0.37911344647769496,0.02174178094662121
4,338,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.014095546609108047,64,standard normal at finite u_max,0.3505814118800031,0.052511391218028766,naive,0.0001220703125,8192,37777408,1.3000722387523922e-08,task_002/cell_0338,68,4194304,0.22484158724546432,3,completed,128,20.0,0.7352418871154691,0.06624442167638317
4,339,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.00492388318707034,64,standard normal at finite u_max,0.3997466624067676,0.07173044722716028,unbiased,0.0001220703125,8192,37777408,1.300072272059083e-08,task_003/cell_0339,68,4194304,0.2268069088459015,3,completed,128,20.0,0.6957982589101728,0.08790302341963319
4,340,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.006211877517674354,64,standard normal at finite u_max,0.4239023554477002,0.04708043531313455,cumulant,0.0001220703125,8192,38367232,1.3000722498546224e-08,task_004/cell_0340,66,8388608,0.35116273164749146,3,completed,128,20.0,0.8777979772125695,0.08044943438343297
4,341,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.7033772577265203,64,standard normal at finite u_max,0.06184390919269889,0.013745458208388905,cv,0.00012207061750223638,8192,37777408,1.3000722942635434e-08,task_005/cell_0341,48,4194304,0.28167612105607986,3,completed,128,20.0,0.16016610854684835,0.015675838054822713
4,342,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.6975153793482668,64,standard normal at finite u_max,0.04955916880901577,0.009770593323314758,cv_cumulant,0.00012234372270807933,8192,38367232,1.3000722498546224e-08,task_006/cell_0342,50,8388608,0.498868178576231,3,completed,128,20.0,0.15632951602674725,0.012375482084195262
4,343,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.6408719225222109,64,standard normal at finite u_max,0.09241868090244171,0.02326240150005747,full,0.0003806333680658797,8192,337420288,1.300072272059083e-08,task_007/cell_0343,49,67108864,0.5105963386595249,4,completed,128,20.0,0.1313623027059368,0.02575296423262524
4,344,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999999999999984,64,standard normal at finite u_max,0.08605320774380848,0.01072359757852441,unweighted,0.9999999999999987,8192,337420288,1.3000722942635434e-08,task_008/cell_0344,0,67108864,0.49156659096479416,4,completed,128,20.0,0.38010854766903157,0.021944142780480277
4,345,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.008128315472256904,64,standard normal at finite u_max,0.4666306429291397,0.07270270883440996,naive,0.0001220703125,8192,37777408,1.300072316468004e-08,task_009/cell_0345,68,4194304,0.22007586061954498,4,completed,128,20.0,0.8018252686564342,0.09391748420926006
4,346,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.00706555861382801,64,standard normal at finite u_max,0.4731155755048324,0.07266044715417275,unbiased,0.0001220703125,8192,37777408,1.3000722054457015e-08,task_010/cell_0346,68,4194304,0.22246871516108513,4,completed,128,20.0,0.8136605530459833,0.09486718356135913
4,347,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.0037099727536943437,64,standard normal at finite u_max,0.4201457982544984,0.05109777577679417,cumulant,0.0001220703125,8192,38367232,1.3000722498546224e-08,task_011/cell_0347,66,8388608,0.35110289976000786,4,completed,128,20.0,0.8354082294743992,0.0779474100990678
4,348,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9810115212270102,64,standard normal at finite u_max,0.07875826176061607,0.018267540318004233,cv,0.00012231782011354293,8192,37777408,1.300072316468004e-08,task_012/cell_0348,47,4194304,0.28571759164333344,4,completed,128,20.0,0.17485247891535666,0.021072373340075938
4,349,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.6198602618731859,64,standard normal at finite u_max,0.0905332541097093,0.02304556267018544,cv_cumulant,0.0001400172167726447,8192,38367232,1.3000722498546224e-08,task_013/cell_0349,48,8388608,0.48829253762960434,4,completed,128,20.0,0.14719518675582563,0.02415684002827152
4,350,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.6606501767410249,64,standard normal at finite u_max,0.04401941843438208,0.0067056823592079595,full,0.07798775354116305,8192,337420288,1.3000722942635434e-08,task_014/cell_0350,83,268435456,1.938072968274355,0,completed,512,20.0,0.19679396134348343,0.011608554138527743
4,351,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999999999999984,64,standard normal at finite u_max,0.10262160216581737,0.010208696619997903,unweighted,0.9999999999999987,8192,337420288,1.3000722942635434e-08,task_015/cell_0351,0,268435456,1.9189390763640404,0,completed,512,20.0,0.46561068185919674,0.02683934502735435
4,352,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.5238838142718226,64,standard normal at finite u_max,0.1782399586113419,0.03573944870069634,naive,0.00012240174063566498,8192,37777408,1.3000722498546224e-08,task_016/cell_0352,228,16777216,0.8247751444578171,0,completed,512,20.0,0.43190841639422395,0.045037778377996926
4,353,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.8128310126051048,64,standard normal at finite u_max,0.20949684015454392,0.04158760781636277,unbiased,0.000123681514065612,8192,37777408,1.3000722498546224e-08,task_017/cell_0353,231,16777216,0.8440746888518333,0,completed,512,20.0,0.48988412067193843,0.05012277849366051
4,354,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.5385549305411328,64,standard normal at finite u_max,0.19421166674875892,0.03857751760650653,cumulant,0.00012209109806925753,8192,38367232,1.300072227650162e-08,task_018/cell_0354,206,33554432,1.3678364157676697,0,completed,512,20.0,0.469425709164252,0.0467630116655957
4,355,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.8422080396950578,64,standard normal at finite u_max,0.06025772990145542,0.012396574591994627,cv,0.05233451727056624,8192,37777408,1.300072227650162e-08,task_019/cell_0355,86,16777216,1.113896831870079,0,completed,512,20.0,0.186131884057752,0.016161145747816987
4,356,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.628649360578679,64,standard normal at finite u_max,0.14266348641636478,0.03358851088143769,cv_cumulant,0.05514912845237321,8192,38367232,1.3000722498546224e-08,task_020/cell_0356,86,33554432,1.825215831398964,0,completed,512,20.0,0.24542039076050953,0.0371085522624921
4,357,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9948607939665663,64,standard normal at finite u_max,0.05725700111274917,0.012354033460863376,full,0.08287215449496663,8192,337420288,1.300072272059083e-08,task_021/cell_0357,80,268435456,1.913645964115858,1,completed,512,20.0,0.18567200762959904,0.015106428569018717
4,358,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999999999999984,64,standard normal at finite u_max,0.0985867307468342,0.009321317684456223,unweighted,0.9999999999999987,8192,337420288,1.3000722942635434e-08,task_022/cell_0358,0,268435456,1.8945652693510056,1,completed,512,20.0,0.46255553972994246,0.02648245321649839
4,359,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.5396428681188247,64,standard normal at finite u_max,0.14628343248641235,0.02542898923993936,naive,0.0001244490165824518,8192,37777408,1.300072227650162e-08,task_023/cell_0359,229,16777216,0.808854803442955,1,completed,512,20.0,0.4610916496426109,0.033571935606817774
4,360,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9849622611334328,64,standard normal at finite u_max,0.16168567055090965,0.02907251940491823,unbiased,0.0001223043235169254,8192,37777408,1.300072183241241e-08,task_024/cell_0360,233,16777216,0.8662200607359409,1,completed,512,20.0,0.4052235545660201,0.03771706543097564
4,361,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.7730345150611193,64,standard normal at finite u_max,0.26448105446450476,0.06113527683065978,cumulant,0.00012207039425952818,8192,38367232,1.300072227650162e-08,task_025/cell_0361,207,33554432,1.32815295830369,1,completed,512,20.0,0.4288250327368593,0.06548287133823341
4,362,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.8788344696996739,64,standard normal at finite u_max,0.05180934815609958,0.012954050132983161,cv,0.028453949707751214,8192,37777408,1.300072227650162e-08,task_026/cell_0362,84,16777216,1.0593457594513893,1,completed,512,20.0,0.11858474680924865,0.014708079929386388
4,363,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.8294117789182563,64,standard normal at finite u_max,0.04926236188986105,0.009339781036458272,cv_cumulant,0.057498514897775,8192,38367232,1.3000722387523922e-08,task_027/cell_0363,83,33554432,1.8810807764530182,1,completed,512,20.0,0.15820481528685792,0.011915965849193156
4,364,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9811238243500521,64,standard normal at finite u_max,0.04980788634689932,0.009610650584215535,full,0.11049063467750932,8192,337420288,1.300072183241241e-08,task_000/cell_0364,89,268435456,1.9341866746544838,2,completed,512,20.0,0.16568925892801403,0.01230781547804903
4,365,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999999999999984,64,standard normal at finite u_max,0.10145980214757136,0.010273906657255513,unweighted,0.9999999999999987,8192,337420288,1.3000722942635434e-08,task_001/cell_0365,0,268435456,1.8836552202701569,2,completed,512,20.0,0.46259024313718394,0.026615633498912633
4,366,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.532100761261277,64,standard normal at finite u_max,0.1670926269324734,0.027404553237945953,naive,0.00012361963020804398,8192,37777408,1.300072272059083e-08,task_002/cell_0366,229,16777216,0.8593696095049381,2,completed,512,20.0,0.512323760182608,0.03820679648606008
4,367,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.7972890054331908,64,standard normal at finite u_max,0.18987993771917128,0.032940168089446525,unbiased,0.00012316348510819423,8192,37777408,1.300072272059083e-08,task_003/cell_0367,233,16777216,0.8574474528431892,2,completed,512,20.0,0.5198478566766871,0.044896107753579856
4,368,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.5105053096211921,64,standard normal at finite u_max,0.18354189879449254,0.031388577044898294,cumulant,0.0001220707537185836,8192,38367232,1.3000722165479317e-08,task_004/cell_0368,204,33554432,1.3690926805138588,2,completed,512,20.0,0.4806972181988818,0.04423319189342765
4,369,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.8347212586063267,64,standard normal at finite u_max,0.04918319166440048,0.009042433185355261,cv,0.06441936122124045,8192,37777408,1.3000722387523922e-08,task_005/cell_0369,82,16777216,1.0671128779649734,2,completed,512,20.0,0.17535349529110977,0.012536147684211268
4,370,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.6908253805801634,64,standard normal at finite u_max,0.14201412892190993,0.037177896579194,cv_cumulant,0.07936633364196431,8192,38367232,1.300072227650162e-08,task_006/cell_0370,88,33554432,1.9244510009884834,2,completed,512,20.0,0.16758468844133556,0.03969048832390168
4,371,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.8881494674318858,64,standard normal at finite u_max,0.07427661506188918,0.01812977857831588,full,0.052479933674177505,8192,337420288,1.300072272059083e-08,task_007/cell_0371,78,268435456,1.9360631331801414,3,completed,512,20.0,0.17362785273048395,0.02028891949549761
4,372,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999999999999984,64,standard normal at finite u_max,0.10310620703276213,0.009907703958811798,unweighted,0.9999999999999987,8192,337420288,1.3000722942635434e-08,task_008/cell_0372,0,268435456,1.8875096663832664,3,completed,512,20.0,0.465083423155046,0.02667238241579463
4,373,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.5880936197937495,64,standard normal at finite u_max,0.1250923757131589,0.017850138791835488,naive,0.00012208160530114456,8192,37777408,1.3000722942635434e-08,task_009/cell_0373,228,16777216,0.8359533846378326,3,completed,512,20.0,0.42387868101899895,0.0323582266468936
4,374,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9849520938154482,64,standard normal at finite u_max,0.32812927399557257,0.07431695654104356,unbiased,0.00012285073202935746,8192,37777408,1.3000722942635434e-08,task_010/cell_0374,232,16777216,0.8504216931760311,3,completed,512,20.0,0.5513860231942755,0.0774753083692955
4,375,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9359319481678228,64,standard normal at finite u_max,0.2067161809971253,0.037287050178692854,cumulant,0.00012207326482388948,8192,38367232,1.3000722498546224e-08,task_011/cell_0375,210,33554432,1.3516537845134735,3,completed,512,20.0,0.5388001206277916,0.046791607685940415
4,376,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9618385859174875,64,standard normal at finite u_max,0.0636212249276297,0.01301844001758716,cv,0.07915149866263438,8192,37777408,1.3000722387523922e-08,task_012/cell_0376,80,16777216,1.0707064867019653,3,completed,512,20.0,0.2026142058764156,0.016413976658817955
4,377,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999280700804275,64,standard normal at finite u_max,0.0733108677393797,0.016400953080697583,cv_cumulant,0.10065054558324708,8192,38367232,1.3000722942635434e-08,task_013/cell_0377,86,33554432,1.9075507298111916,3,completed,512,20.0,0.1771088122932592,0.01853271693684496
4,378,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9633039244917703,64,standard normal at finite u_max,0.05882178747301743,0.010544627244355481,full,0.10067738040093255,8192,337420288,1.300072227650162e-08,task_014/cell_0378,82,268435456,1.9440001286566257,4,completed,512,20.0,0.2223313550651778,0.01490425817465239
4,379,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999999999999984,64,standard normal at finite u_max,0.10037726814298165,0.009889862724793974,unweighted,0.9999999999999987,8192,337420288,1.3000722942635434e-08,task_015/cell_0379,0,268435456,1.9290696531534195,4,completed,512,20.0,0.4599664975219504,0.02639129371295835
4,380,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.5365720995492057,64,standard normal at finite u_max,0.1857445477536421,0.03287854866872503,naive,0.00012207566245458804,8192,37777408,1.300072272059083e-08,task_016/cell_0380,227,16777216,0.8237056136131287,4,completed,512,20.0,0.5257789817877911,0.042940740551711654
4,381,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.8102415553609849,64,standard normal at finite u_max,0.25417011049306276,0.048958802703935225,unbiased,0.00012311001386025586,8192,37777408,1.3000722165479317e-08,task_017/cell_0381,232,16777216,0.8516993150115013,4,completed,512,20.0,0.5429758799665433,0.05755088039911853
4,382,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.5597865281624177,64,standard normal at finite u_max,0.136862133779396,0.019508361200623672,cumulant,0.00012207960389427807,8192,38367232,1.3000722387523922e-08,task_018/cell_0382,204,33554432,1.3655447885394096,4,completed,512,20.0,0.4700516835380123,0.03564461374710706
4,383,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.7712200430109964,64,standard normal at finite u_max,0.0910753086396198,0.023229295356077068,cv,0.10813307051211739,8192,37777408,1.300072272059083e-08,task_019/cell_0383,83,16777216,1.1145628951489925,4,completed,512,20.0,0.1410145004048606,0.024911755819364167
4,384,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9984223973794278,64,standard normal at finite u_max,0.06389759589208036,0.012387430674329,cv_cumulant,0.070876203906105,8192,38367232,1.3000722498546224e-08,task_020/cell_0384,86,33554432,1.8205331787467003,4,completed,512,20.0,0.15375264942997968,0.016314210645493286
4,385,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.7204965696616671,64,standard normal at finite u_max,0.05697663540013086,0.011898445048660708,full,0.3686917021370185,8192,337420288,1.3000722054457015e-08,task_021/cell_0385,91,1073741824,7.508309554308653,0,completed,2048,20.0,0.17275470545886107,0.015307646822084813
4,386,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999999999999984,64,standard normal at finite u_max,0.10756317649387906,0.010570545936962966,unweighted,0.9999999999999987,8192,337420288,1.3000722942635434e-08,task_022/cell_0386,0,1073741824,7.5271042585372925,0,completed,2048,20.0,0.4849732658933835,0.02799418675021699
4,387,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9448026199420204,64,standard normal at finite u_max,0.14715482707842115,0.03462812851817816,naive,0.0005271260851781454,8192,37777408,1.3000722942635434e-08,task_023/cell_0387,578,67108864,3.1022364869713783,0,completed,2048,20.0,0.26955469199706894,0.03888226743777948
4,388,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.5738911877001266,64,standard normal at finite u_max,0.12215467231522945,0.028377847174462748,unbiased,0.0005468839895251542,8192,37777408,1.3000722498546224e-08,task_024/cell_0388,605,67108864,3.305029820650816,0,completed,2048,20.0,0.276667030130657,0.03012959151623002
4,389,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.8035097244412336,64,standard normal at finite u_max,0.055784325066136425,0.008684894949162844,cumulant,0.00042036673491882505,8192,38367232,1.300072227650162e-08,task_025/cell_0389,467,134217728,5.147128544747829,0,completed,2048,20.0,0.23159809330533204,0.014093463870722033
4,390,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.7332895982568359,64,standard normal at finite u_max,0.1006103299164571,0.02853218002699892,cv,0.36833953796132496,8192,37777408,1.3000722942635434e-08,task_026/cell_0390,93,67108864,4.120642192661762,0,completed,2048,20.0,0.11330694211197605,0.029059283968216026
4,391,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999171557236112,64,standard normal at finite u_max,0.09442230038187976,0.02334156656724909,cv_cumulant,0.3462068330256847,8192,38367232,1.300072227650162e-08,task_027/cell_0391,93,134217728,7.396930500864983,0,completed,2048,20.0,0.14930468099086436,0.025221901949233207
4,392,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.5436485978193848,64,standard normal at finite u_max,0.05517741574945227,0.010426947395624248,full,0.33743036678020655,8192,337420288,1.3000722498546224e-08,task_000/cell_0392,97,1073741824,7.5725415870547295,1,completed,2048,20.0,0.1978155584036796,0.013990717938931065
4,393,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999999999999984,64,standard normal at finite u_max,0.10715991088781507,0.010530801018182517,unweighted,0.9999999999999987,8192,337420288,1.3000722942635434e-08,task_001/cell_0393,0,1073741824,7.483016550540924,1,completed,2048,20.0,0.48352265342568235,0.027902180440410346
4,394,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.6115065416409989,64,standard normal at finite u_max,0.15903439659586546,0.037891413312796954,naive,0.0003456868054762596,8192,37777408,1.3000722498546224e-08,task_002/cell_0394,572,67108864,3.279415350407362,1,completed,2048,20.0,0.28261116677423964,0.04076486298394209
4,395,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.889002415554956,64,standard normal at finite u_max,0.1723452340420925,0.03870007638197784,unbiased,0.00029109636385732065,8192,37777408,1.3000722498546224e-08,task_003/cell_0395,607,67108864,3.2930943369865417,1,completed,2048,20.0,0.344248814064201,0.04262249672781945
4,396,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.6683113530409318,64,standard normal at finite u_max,0.07865433938757863,0.017125655878382842,cumulant,0.000370655808991219,8192,38367232,1.3000722498546224e-08,task_004/cell_0396,471,134217728,5.310283772647381,1,completed,2048,20.0,0.2074073115665962,0.020671060778206064
4,397,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.602368262773386,64,standard normal at finite u_max,0.06779637169196494,0.0127259138399506,cv,0.3756876520013848,8192,37777408,1.3000722387523922e-08,task_005/cell_0397,90,67108864,4.123326852917671,1,completed,2048,20.0,0.21307264653335084,0.017393166203943995
4,398,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9731682679164375,64,standard normal at finite u_max,0.05239427253536132,0.00963493085436995,cv_cumulant,0.34078470322236676,8192,38367232,1.3000722498546224e-08,task_006/cell_0398,94,134217728,7.561379108577967,1,completed,2048,20.0,0.1869287037468202,0.013179693958532832
4,399,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.7859694691280447,64,standard normal at finite u_max,0.05302614713058276,0.010277916847460863,full,0.36285348776182474,8192,337420288,1.300072227650162e-08,task_007/cell_0399,94,1073741824,7.598159518092871,2,completed,2048,20.0,0.19682141690323945,0.013522022672702088
4,400,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999999999999984,64,standard normal at finite u_max,0.10757389383264121,0.010816389035170362,unweighted,0.9999999999999987,8192,337420288,1.3000722942635434e-08,task_008/cell_0400,0,1073741824,7.490822799503803,2,completed,2048,20.0,0.4799352956915598,0.027745992569725614
4,401,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.7757354163124438,64,standard normal at finite u_max,0.1617142594077588,0.03727199890402273,naive,0.0002707177223229007,8192,37777408,1.300072272059083e-08,task_009/cell_0401,574,67108864,3.1846620365977287,2,completed,2048,20.0,0.3231600764359588,0.03951886520309918
4,402,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.6331000942637252,64,standard normal at finite u_max,0.11918811864614268,0.027898974933189033,unbiased,0.0004917701827724136,8192,37777408,1.3000722942635434e-08,task_010/cell_0402,602,67108864,3.251773450523615,2,completed,2048,20.0,0.24246551620083695,0.031053145047416356
4,403,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.638639701924872,64,standard normal at finite u_max,0.08271875285936008,0.018351319812207112,cumulant,0.001020651628346169,8192,38367232,1.300072272059083e-08,task_011/cell_0403,470,134217728,5.24597417935729,2,completed,2048,20.0,0.19723388565425048,0.021707052025906656
4,404,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.992993964386786,64,standard normal at finite u_max,0.06461916293124008,0.015074873374382958,cv,0.32371916235856446,8192,37777408,1.3000722498546224e-08,task_012/cell_0404,96,67108864,4.170376695692539,2,completed,2048,20.0,0.14153535384435278,0.016626045127441622
4,405,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.803473496632126,64,standard normal at finite u_max,0.0597037977968648,0.011407694204186539,cv_cumulant,0.2906803030672866,8192,38367232,1.3000722498546224e-08,task_013/cell_0405,92,134217728,7.4311762154102325,2,completed,2048,20.0,0.19594543634299216,0.015485715334995908
4,406,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9535959257217745,64,standard normal at finite u_max,0.046473697711207615,0.006331535423703488,full,0.2896989396587369,8192,337420288,1.3000722498546224e-08,task_014/cell_0406,94,1073741824,7.6236383356153965,3,completed,2048,20.0,0.2138583542271404,0.012183700999541277
4,407,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.9999999999999984,64,standard normal at finite u_max,0.10718867728224721,0.010297983145181003,unweighted,0.9999999999999987,8192,337420288,1.3000722942635434e-08,task_015/cell_0407,0,1073741824,7.611323140561581,3,completed,2048,20.0,0.4824101510362503,0.02783625243100462
4,408,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,gaussian,0.580177157964736,64,standard normal at finite u_max,0.11317422407880752,0.023806589960959607,naive,0.00034166893259378117,8192,37777408,1.3000722498546224e-08,task_016/cell_0408,566,67108864,3.142732933163643,3,completed,2048,20.0,0.2944917242112868,0.027351880123991423
