step,u,ess,resampled,max_abs_state,max_abs_log_increment
1,19.980473518371582,8191.999999999989,False,3.930443849390335,3.899906050874306e-13
65,18.750615119934082,8191.999999999985,False,3.950730463507403,1.2939503944364078e-12
129,17.559819221496586,8192.000000000011,False,4.229271451902435,4.127639950939924e-12
193,16.408085823059086,8191.999999999985,False,4.099395935877443,1.265900270428081e-11
257,15.295414924621584,8192.000000000004,False,4.21925366009274,3.7364535359534216e-11
321,14.221806526184082,8191.999999999996,False,3.8866920311196465,1.0623793727460541e-10
385,13.187260627746584,8192.000000000013,False,3.904838666682876,2.8972526413641904e-10
449,12.191777229309082,8191.9999999999945,False,3.6019636167289737,7.60752144603667e-10
513,11.235356330871584,8191.999999999991,False,4.188792375324933,1.9139212026837924e-09
577,10.317997932434082,8191.999999999985,False,4.229028946467976,4.600316128438557e-09
641,9.439702033996584,8191.999999999982,False,3.9073044344929633,1.0591955199652523e-08
705,8.600468635559084,8191.999999999905,False,4.033565798320312,2.3453867430704806e-08
769,7.800297737121583,8191.999999998447,False,4.16059523582791,9.007970402137629e-08
833,7.039189338684082,8191.999999973112,False,3.897235678800178,3.625087786151949e-07
897,6.317143440246583,8191.999999556756,False,4.132902070225752,2.062806571224599e-06
961,5.634160041809082,8191.999993912717,False,3.9399878422441152,7.403169905883708e-06
1025,4.990239143371583,8191.999923056393,False,4.294357816727335,2.8021869848872424e-05
1089,4.385380744934082,8191.999164386019,False,3.8324512135570004,7.290883721724573e-05
1153,3.8195848464965825,8191.992347349094,False,3.7793286301556237,0.0001991145200694164
1217,3.292851448059082,8191.939406929368,False,3.9551622738330914,0.0006226511416701634
1281,2.8051805496215825,8191.596357112251,False,3.400077503772533,0.0010998895615114922
1345,2.3565721511840816,8189.88709174234,False,3.306691765843584,0.0024007662882609276
1409,1.9470262527465825,8182.872686989116,False,3.140410726404101,0.004659691625036064
1473,1.5765428543090818,8158.262029307966,False,2.9832617588638994,0.008589847953328214
1537,1.2451219558715823,8085.795805888915,False,2.7782425274176012,0.011892685710447184
1601,0.9527635574340818,7915.193380410077,False,2.403450605265255,0.014804114348163318
1665,0.6994676589965823,7547.4534956770085,False,2.183503809442455,0.018986161959245473
1729,0.48523426055908186,6839.741755426811,False,1.92061001970564,0.018613231359678826
1793,0.31006336212158214,5974.82902468996,False,1.8783881714928925,0.02202921714986718
1857,0.17395496368408192,4994.057843630467,False,1.7212901008836443,0.020019383372162792
1921,0.07690906524658207,4196.129159730514,False,1.5478175315706815,0.014423981596594089
1937,0.058751106262207205,4090.36262527601,True,1.666178257040004,0.013110525337511902
1985,0.018925666809082115,8166.285993278402,False,1.5245004518475265,0.0073888097234311775
2048,0.0,8134.380353764755,False,1.6831991966711357,7.530624705969448e-05
