batch,cell_id,covariance_error,coverage90,coverage95,dataset_seed,dimension,groups,line,log_normalizer,mean_error,method,particles,phase,proposal_scale,regime,seconds,seconds_including_preparation,seed,setting_id,sliced_w1_32,stages,state_mse,status,steps,w1_mean,width90,width95
4,87,0.004892753624856287,1.0,1.0,1214,2,12,sensor,1.773552283659651,0.003714710210734144,unbiased,16384,confirmation,,ambiguous,1.4685848131775856,1.4685848131775856,5101414,unbiased,0.00649231579817192,,0.29370176556322597,completed,2048,0.0070366047252709224,2.7857496065404086,3.4061245163131835
,88,0.005295826096918809,1.0,1.0,1214,2,12,sensor,-23.648570184899512,0.005356173793877892,annealed_smc,16384,confirmation,0.15,ambiguous,0.10119099542498589,0.10119099542498589,5101414,smc_k64_scale0.15,0.005794599067439233,64,0.291234815173283,completed,,0.005383545458432288,2.768802088526165,3.4128366167636024
,89,0.008220437551954953,1.0,1.0,1214,2,12,sensor,,0.0029558696199139633,exact,16384,confirmation,,ambiguous,0.00413169339299202,0.00413169339299202,5101414,exact,0.00594885977139538,,0.2939051328366112,completed,,0.004466371120910376,2.7423161097966027,3.4175422028021183
4,90,0.005197990819911641,1.0,1.0,1215,2,12,sensor,-0.6681907933052011,0.01787283511652769,full,16384,confirmation,,ambiguous,1.3496619053184986,1.3496619053184986,5101415,full_n16384_k2048_m4,0.015541576290992409,,0.10132893151183799,completed,2048,0.014943608206575582,1.9133172277990875,2.3428461090534487
8,91,0.0015002049503519464,1.0,1.0,1215,2,12,sensor,-0.657771215482347,0.01493617183185601,tail_anchored,16384,confirmation,,ambiguous,2.24326753243804,2.24326753243804,5101415,tail_anchored_n16384_k2048_m8,0.012987875451138761,,0.09992090337174477,completed,2048,0.012453239598423097,1.929116355630652,2.371059870776206
4,92,0.005310214779585389,1.0,1.0,1215,2,12,sensor,-0.6230212781138009,0.007545132389814994,tail_fixed,16384,confirmation,,ambiguous,2.09805379062891,2.09805379062891,5101415,tail_fixed,0.010006980326666897,,0.0963361433523796,completed,2048,0.009631185540671296,1.9312046071651507,2.373139757602643
4,93,0.014388562094671278,1.0,1.0,1215,2,12,sensor,-0.6213380887475903,0.02092119736401988,unbiased,16384,confirmation,,ambiguous,1.4726823307573795,1.4726823307573795,5101415,unbiased,0.018162874470964,,0.10236248830645972,completed,2048,0.017512570808181492,1.8760332449479655,2.294538827589304
,94,0.0028869498516986567,1.0,1.0,1215,2,12,sensor,-21.98277249547384,0.0013554930420668653,annealed_smc,16384,confirmation,0.15,ambiguous,0.10089057311415672,0.10089057311415672,5101415,smc_k64_scale0.15,0.007486885043680364,64,0.09140550276000069,completed,,0.007648109577529414,1.9373214151110152,2.3590029732405906
,95,0.005142877671612894,1.0,1.0,1215,2,12,sensor,,0.004612462297347514,exact,16384,confirmation,,ambiguous,0.004393376410007477,0.004393376410007477,5101415,exact,0.006602728778038983,,0.0946818248759462,completed,,0.007058325738905739,1.9000089732359653,2.326566525150611
4,96,0.004164062558939123,1.0,1.0,1216,2,12,sensor,2.088581788031898,0.009880090720331304,full,16384,confirmation,,ambiguous,1.3640231154859066,1.3640231154859066,5101416,full_n16384_k2048_m4,0.0100314635006544,,0.08720760449640683,completed,2048,0.008806782697060991,1.2770444717053686,1.5207588432919377
8,97,0.0028095437073391368,1.0,1.0,1216,2,12,sensor,2.072136847268774,0.012879410910644403,tail_anchored,16384,confirmation,,ambiguous,2.377069629728794,2.377069629728794,5101416,tail_anchored_n16384_k2048_m8,0.012854281184590536,,0.08473837282005406,completed,2048,0.01425047711752252,1.27740505024827,1.5324318089251714
4,98,0.0057926112819407,1.0,1.0,1216,2,12,sensor,2.086768177718053,0.006476309011978177,tail_fixed,16384,confirmation,,ambiguous,1.9446587227284908,1.9446587227284908,5101416,tail_fixed,0.009784761538253906,,0.08124747187234665,completed,2048,0.010506716029891238,1.2967008552637425,1.5577912977443473
4,99,0.0057381921616933874,1.0,1.0,1216,2,12,sensor,2.067963407200109,0.017004266871175507,unbiased,16384,confirmation,,ambiguous,1.5323170498013496,1.5323170498013496,5101416,unbiased,0.016926257951499088,,0.08771614157267098,completed,2048,0.01880382058025819,1.2628542502928546,1.4840069517243901
,100,0.0018704136462735675,1.0,1.0,1216,2,12,sensor,-13.393244573774,0.0016365919074844504,annealed_smc,16384,confirmation,0.15,ambiguous,0.10428443923592567,0.10428443923592567,5101416,smc_k64_scale0.15,0.004234623473349301,64,0.08217342702632259,completed,,0.004030853739451453,1.286093834891644,1.5400354753909344
,101,0.0009174673517733458,1.0,1.0,1216,2,12,sensor,,0.001079701325883326,exact,16384,confirmation,,ambiguous,0.004723943769931793,0.004723943769931793,5101416,exact,0.0036727613578117916,,0.0815650115330914,completed,,0.003403889711856172,1.2753097724056146,1.5236912544324839
4,102,0.0048098654885257545,0.5,1.0,1217,2,12,sensor,0.7889491796491592,0.0015973193206833913,full,16384,confirmation,,ambiguous,1.3505402468144894,1.3505402468144894,5101417,full_n16384_k2048_m4,0.004971755708820571,,0.40357698829790056,completed,2048,0.004899514616712267,1.3487234267051798,1.6845913417586342
8,103,0.0034227639273487235,0.5,1.0,1217,2,12,sensor,0.7758556485070045,0.0017386227072470528,tail_anchored,16384,confirmation,,ambiguous,2.216572228819132,2.216572228819132,5101417,tail_anchored_n16384_k2048_m8,0.00580225010148248,,0.40370257399438536,completed,2048,0.0057997257713052015,1.3434686912037346,1.7197150679207782
4,104,0.03352691778657475,0.5,1.0,1217,2,12,sensor,0.8380029714180157,0.01811292506738303,tail_fixed,16384,confirmation,,ambiguous,1.9821349531412125,1.9821349531412125,5101417,tail_fixed,0.017782057700452793,,0.4244287101400337,completed,2048,0.017269819379614783,1.3987821989121234,2.0026162286313105
4,105,0.0037425762605921816,0.5,1.0,1217,2,12,sensor,0.8715826390566717,0.0023843683138580294,unbiased,16384,confirmation,,ambiguous,1.4725463651120663,1.4725463651120663,5101417,unbiased,0.005376133302110957,,0.4040652603975956,completed,2048,0.004772906188735085,1.360175351577632,1.7471739200138898
,106,0.005445152431995524,0.5,1.0,1217,2,12,sensor,-23.455050382316095,0.005538305715591797,annealed_smc,16384,confirmation,0.15,ambiguous,0.10126589611172676,0.10126589611172676,5101417,smc_k64_scale0.15,0.007550986186474264,64,0.3948316060450701,completed,,0.007242764715884242,1.3469907289866203,1.7270408293859156
,107,0.008989980312915438,0.5,1.0,1217,2,12,sensor,,0.0012926438538664337,exact,16384,confirmation,,ambiguous,0.0042116679251194,0.0042116679251194,5101417,exact,0.007266996982266112,,0.401269003219506,completed,,0.007038085678268227,1.3620900499406954,1.7737148836928451
4,108,0.00256112850787629,0.5,1.0,1218,2,12,sensor,0.033239895821513876,0.017894397440142852,full,16384,confirmation,,ambiguous,1.3599794954061508,1.3599794954061508,5101418,full_n16384_k2048_m4,0.01786866772382595,,0.4613826999849982,completed,2048,0.01698318920288405,1.8082146640965777,2.0950099008440706
8,109,0.011556811744702779,0.5,1.0,1218,2,12,sensor,0.0258815698327739,0.015743135017175836,tail_anchored,16384,confirmation,,ambiguous,2.2257608249783516,2.2257608249783516,5101418,tail_anchored_n16384_k2048_m8,0.016800631661981466,,0.46329477167820243,completed,2048,0.017512008430310567,1.7833824987649982,2.075045247257026
4,110,0.015147693685882231,0.5,1.0,1218,2,12,sensor,0.05994725266364931,0.026804170257325566,tail_fixed,16384,confirmation,,ambiguous,2.01734122633934,2.01734122633934,5101418,tail_fixed,0.026427447257759366,,0.47717809729801614,completed,2048,0.024948808312534716,1.809626987138821,2.1231340164186636
4,111,0.005181930791405893,0.5,1.0,1218,2,12,sensor,0.05653298339171009,0.010611732615433085,unbiased,16384,confirmation,,ambiguous,1.4707839637994766,1.4707839637994766,5101418,unbiased,0.013007270041069486,,0.4559104704182688,completed,2048,0.014004865167435404,1.8332169795801514,2.1130414946359077
,112,0.0012109164359683999,0.5,1.0,1218,2,12,sensor,-17.883493464019125,0.0038029836850576914,annealed_smc,16384,confirmation,0.15,ambiguous,0.10123437270522118,0.10123437270522118,5101418,smc_k64_scale0.15,0.004456367858390745,64,0.4456557459945766,completed,,0.0044315307401198295,1.8118399791299225,2.114856531466483
,113,0.0018021106532922402,0.5,1.0,1218,2,12,sensor,,0.006100555578293499,exact,16384,confirmation,,ambiguous,0.004707805812358856,0.004707805812358856,5101418,exact,0.008142859229078318,,0.43723403789664433,completed,,0.008002109674040976,1.8147007377937285,2.1145858043993364
4,114,0.002185588482741271,0.5,0.5,1219,2,12,sensor,0.8553786294985155,0.01408191213456734,full,16384,confirmation,,ambiguous,1.3478855602443218,1.3478855602443218,5101419,full_n16384_k2048_m4,0.01223465671075223,,0.6786775091790747,completed,2048,0.010863621093349714,1.7410041142265702,2.0767037634251935
8,115,0.010764430938056515,0.5,0.5,1219,2,12,sensor,0.8615990653525909,0.009130231543733125,tail_anchored,16384,confirmation,,ambiguous,2.2381270825862885,2.2381270825862885,5101419,tail_anchored_n16384_k2048_m8,0.011182747147054608,,0.6921761815272214,completed,2048,0.008585946585539374,1.7594731786209592,2.0900927947732377
4,116,0.0030394357019427384,0.5,0.5,1219,2,12,sensor,0.85827861447728,0.0074955533997731645,tail_fixed,16384,confirmation,,ambiguous,2.008196584880352,2.008196584880352,5101419,tail_fixed,0.007258621782230681,,0.6977337815971659,completed,2048,0.0073237316648542446,1.7272301390105644,2.049032758442957
4,117,0.006459414174153988,0.5,0.5,1219,2,12,sensor,0.8880214753062399,0.01154693272918952,unbiased,16384,confirmation,,ambiguous,1.4722461700439453,1.4722461700439453,5101419,unbiased,0.010677573531364119,,0.6839785908965135,completed,2048,0.010613389119234,1.747247058292384,2.042647047498993
,118,0.0016320581255173233,0.5,0.5,1219,2,12,sensor,-16.44697070204594,0.004369945136894127,annealed_smc,16384,confirmation,0.15,ambiguous,0.10147425532341003,0.10147425532341003,5101419,smc_k64_scale0.15,0.004670761803936499,64,0.6966716261377407,completed,,0.004617542675438353,1.7543535240179717,2.0740374817548863
,119,0.00461935094683141,0.5,0.5,1219,2,12,sensor,,0.0054997446181334975,exact,16384,confirmation,,ambiguous,0.004626858979463577,0.004626858979463577,5101419,exact,0.007736871137725018,,0.7091408029098186,completed,,0.007286250706272069,1.75951034007047,2.0728290404302925
4,120,0.024136477506524073,0.5,1.0,1200,2,12,sensor,17.322381050918185,0.033310489070686525,full,16384,confirmation,,regular,1.3544330261647701,1.3544330261647701,5101400,full_n16384_k2048_m4,0.02778700746946936,,0.05260623643241581,completed,2048,0.031423631547051835,0.47867097731309166,0.5708479685741673
8,121,0.023712468744301825,0.0,0.0,1200,2,12,sensor,47.57802030178651,3.9695814533796843,tail_anchored,16384,confirmation,,regular,2.4022002443671227,2.4022002443671227,5101400,tail_anchored_n16384_k2048_m8,3.2309695748632876,,14.819883301048474,completed,2048,3.5356042552934763,0.49510113790430305,0.5859400471827274
4,122,0.0245823697258907,0.0,0.0,1200,2,12,sensor,203.37235479396355,3.9897115602053557,tail_fixed,16384,confirmation,,regular,1.9433234967291355,1.9433234967291355,5101400,tail_fixed,3.2497983939698267,,14.981759356839413,completed,2048,3.544294793798512,0.4654369148452704,0.5574780078635082
4,123,0.0234510018969507,0.5,1.0,1200,2,12,sensor,17.541555182195495,0.046841057485936886,unbiased,16384,confirmation,,regular,1.4788578525185585,1.4788578525185585,5101400,unbiased,0.040891145348467633,,0.04982837464001705,completed,2048,0.037624725000912414,0.49634936601426044,0.5922129219406126
,124,0.0041077088888172774,0.5,1.0,1200,2,12,sensor,-16.322873286115033,0.001167429726914554,annealed_smc,16384,confirmation,0.15,regular,0.098006222397089,0.098006222397089,5101400,smc_k64_scale0.15,0.003262760565057563,64,0.042413644525254736,completed,,0.003482987599896135,0.5094056715642343,0.6078533232847325
,125,0.003515827812372969,0.5,1.0,1200,2,12,sensor,,0.000509074485103287,exact,16384,confirmation,,regular,0.0039451271295547485,0.0039451271295547485,5101400,exact,0.0028475966921602627,,0.04174273952155238,completed,,0.002865890141068429,0.5077853907750309,0.6074459054677848
4,126,0.0012317285338521123,1.0,1.0,1201,2,12,sensor,3.1172258192269178,0.018002802603197653,full,16384,confirmation,,regular,1.511747159063816,1.511747159063816,5101401,full_n16384_k2048_m4,0.018855688739753518,,0.03596535463144314,completed,2048,0.01877146014457942,0.5447850487264052,0.6603407078137163
8,127,0.0020876772905721454,1.0,1.0,1201,2,12,sensor,2.8116208639355342,0.010222501250181256,tail_anchored,16384,confirmation,,regular,2.3553083650767803,2.3553083650767803,5101401,tail_anchored_n16384_k2048_m8,0.011050802308310258,,0.04268627737993248,completed,2048,0.01110799003821867,0.5269359706818411,0.6343542339800105
4,128,0.022822286255406377,1.0,1.0,1201,2,12,sensor,3.1607606464447384,0.036383461970397095,tail_fixed,16384,confirmation,,regular,1.9221519827842712,1.9221519827842712,5101401,tail_fixed,0.030435384523828914,,0.03870894385741216,completed,2048,0.03526188728445776,0.6172957290861467,1.1109203004801955
4,129,0.003052659325644213,1.0,1.0,1201,2,12,sensor,3.372898701684008,0.021652819070468128,unbiased,16384,confirmation,,regular,1.4795792736113071,1.4795792736113071,5101401,unbiased,0.02293533731852997,,0.03445695562888325,completed,2048,0.022726043531082863,0.5608400274198103,0.6702146843277366
,130,0.00017186187756136427,1.0,1.0,1201,2,12,sensor,-10.97584447883173,0.00027764950043086877,annealed_smc,16384,confirmation,0.15,regular,0.10413806512951851,0.10413806512951851,5101401,smc_k64_scale0.15,0.0016053134598691793,64,0.04295961676240745,completed,,0.0016347362188287458,0.546118229358738,0.6608878990741784
,131,0.0006980549902391009,1.0,1.0,1201,2,12,sensor,,0.0013573432842444435,exact,16384,confirmation,,regular,0.004488993436098099,0.004488993436098099,5101401,exact,0.0023722805670065537,,0.04304588933311344,completed,,0.002479709142163732,0.558578526406464,0.6713761572973145
4,132,0.0016748204933038483,1.0,1.0,1202,2,12,sensor,3.5991009888053904,0.010901927289257521,full,16384,confirmation,,regular,1.3489073514938354,1.3489073514938354,5101402,full_n16384_k2048_m4,0.012154465760019648,,0.0073980350508607295,completed,2048,0.011829644241998977,0.5470995126234994,0.6538643337194299
8,133,0.0019732630823994703,1.0,1.0,1202,2,12,sensor,3.9782549886869445,0.025803610573842145,tail_anchored,16384,confirmation,,regular,2.2284605614840984,2.2284605614840984,5101402,tail_anchored_n16384_k2048_m8,0.022620420699397764,,0.011200616939234999,completed,2048,0.024104542681566914,0.5751892851527748,0.6957299730298423
4,134,0.5751949553660042,1.0,1.0,1202,2,12,sensor,4.502835721007956,0.5377665700789651,tail_fixed,16384,confirmation,,regular,1.9220057651400566,1.9220057651400566,5101402,tail_fixed,0.5274807558657046,,0.29668555992101053,completed,2048,0.5020623685591605,1.9334573866471645,2.055545350828037
4,135,0.0015881544656415074,1.0,1.0,1202,2,12,sensor,4.00576904527151,0.004940736946549187,unbiased,16384,confirmation,,regular,1.5095313899219036,1.5095313899219036,5101402,unbiased,0.006708437727339436,,0.006675228423043661,completed,2048,0.005964254634204408,0.5657844176226868,0.6741168035944297
,136,0.00033900505085639854,1.0,1.0,1202,2,12,sensor,-12.06999675155591,0.0014811655931029366,annealed_smc,16384,confirmation,0.15,regular,0.10187942907214165,0.10187942907214165,5101402,smc_k64_scale0.15,0.0017528966138837918,64,0.007370162619335035,completed,,0.0016643087912199689,0.5710402861509972,0.6815573850829014
,137,0.00018674499206607407,1.0,1.0,1202,2,12,sensor,,0.001775305659972544,exact,16384,confirmation,,regular,0.004268348217010498,0.004268348217010498,5101402,exact,0.0025825983280437573,,0.006827366270467934,completed,,0.0027141252018930487,0.573734497402657,0.681236208040717
4,138,0.011974899272086979,1.0,1.0,1203,2,12,sensor,7.187773516962772,0.020302812404571123,full,16384,confirmation,,regular,1.4182496592402458,1.4182496592402458,5101403,full_n16384_k2048_m4,0.02639013536763153,,0.0025435845012651945,completed,2048,0.02325638886813717,0.5060504912007736,0.6065095579444306
8,139,0.45395112413908845,0.5,1.0,1203,2,12,sensor,9.872336698890145,2.4334323509964078,tail_anchored,16384,confirmation,,regular,2.2552701719105244,2.2552701719105244,5101403,tail_anchored_n16384_k2048_m8,2.181509177302138,,5.785251171463308,completed,2048,1.8702642531890616,2.2357638748704174,2.4053904984152767
4,140,0.01845300840071514,0.0,0.0,1203,2,12,sensor,33.53757674597994,2.6703261909194422,tail_fixed,16384,confirmation,,regular,2.0273718759417534,2.0273718759417534,5101403,tail_fixed,2.393204240393974,,6.980810022151732,completed,2048,2.054709175930698,0.5254296505423903,0.6262300492100642
4,141,0.005005642760703774,1.0,1.0,1203,2,12,sensor,7.818990386073943,0.008562075935838883,unbiased,16384,confirmation,,regular,1.5264715291559696,1.5264715291559696,5101403,unbiased,0.013304528631225361,,0.0012230591860023818,completed,2048,0.013142820640329542,0.5013677502880693,0.5992282214413729
,142,0.0032374605816548794,1.0,1.0,1203,2,12,sensor,-13.011666885459144,0.0007824341076785274,annealed_smc,16384,confirmation,0.15,regular,0.10054986551404,0.10054986551404,5101403,smc_k64_scale0.15,0.0025386643031823407,64,0.0010380500305854344,completed,,0.0023598058699930424,0.5199233707260964,0.6221364468878826
,143,0.0045660318295495965,1.0,1.0,1203,2,12,sensor,,0.002903511371889595,exact,16384,confirmation,,regular,0.004340164363384247,0.004340164363384247,5101403,exact,0.002825217284612782,,0.0008822938933184393,completed,,0.0028198079739292763,0.5235581242313707,0.628224688658683
4,144,0.0077754486867429124,1.0,1.0,1204,2,12,sensor,3.7965010989896673,0.022124683412083478,full,16384,confirmation,,regular,1.4026861377060413,1.4026861377060413,5101404,full_n16384_k2048_m4,0.019575496615064268,,3.7350309085819724,completed,2048,0.020178507003414614,2.662402810298763,2.7960605587555927
8,145,0.7834285981369804,0.0,0.0,1204,2,12,sensor,11.71762711258718,0.4649491433210919,tail_anchored,16384,confirmation,,regular,2.3628295995295048,2.3628295995295048,5101404,tail_anchored_n16384_k2048_m8,0.3796743018919525,,5.653272279161221,completed,2048,0.4551498573690187,0.5542842523748323,0.6596129369125858
4,146,0.7835881488839723,0.0,0.0,1204,2,12,sensor,26.39238089040207,0.48412772665468473,tail_fixed,16384,confirmation,,regular,1.9323732182383537,1.9323732182383537,5101404,tail_fixed,0.39811345404321197,,5.745504585543308,completed,2048,0.4774101558022178,0.525381518961693,0.6236467590663024
4,147,0.07248847861296173,1.0,1.0,1204,2,12,sensor,4.3709367386973215,0.008093549947388933,unbiased,16384,confirmation,,regular,1.4804327636957169,1.4804327636957169,5101404,unbiased,0.03996133646274942,,3.6283841724878676,completed,2048,0.04815803449014111,2.7125585148610587,2.8518984914445693
,148,0.010846433936210893,1.0,1.0,1204,2,12,sensor,-16.55611928403887,0.007478530415571178,annealed_smc,16384,confirmation,0.15,regular,0.11406944319605827,0.11406944319605827,5101404,smc_k64_scale0.15,0.005771102626509363,64,3.687771878886342,completed,,0.006770790045032943,2.6528105543783163,2.787837534511841
,149,0.010233095384881995,1.0,1.0,1204,2,12,sensor,,0.00550681485535421,exact,16384,confirmation,,regular,0.0041186995804309845,0.0041186995804309845,5101404,exact,0.006950437804530671,,3.6381254845674347,completed,,0.00820142043163924,2.6600267311753147,2.7981410541254528
4,150,0.0015836290521762538,1.0,1.0,1205,2,12,sensor,4.266825242126396,0.005068841029230354,full,16384,confirmation,,regular,1.4523705914616585,1.4523705914616585,5101405,full_n16384_k2048_m4,0.009498806092049741,,0.008557651554541018,completed,2048,0.010139307595159196,0.5003266462197635,0.596024754561997
8,151,0.09786045615801112,1.0,1.0,1205,2,12,sensor,4.327148177924134,0.05424708085120928,tail_anchored,16384,confirmation,,regular,2.4206556603312492,2.4206556603312492,5101405,tail_anchored_n16384_k2048_m8,0.054079226771622774,,0.017292683496708733,completed,2048,0.05399476705680249,0.5766792196932651,2.0425274136138434
4,152,0.861484687337397,1.0,1.0,1205,2,12,sensor,7.039731108803058,1.1153217516182226,tail_fixed,16384,confirmation,,regular,1.9293264746665955,1.9293264746665955,5101405,tail_fixed,1.1257652429066596,,1.3310984149907137,completed,2048,1.1142970989722554,2.295272270477154,2.410570886950817
4,153,0.008182993716581478,1.0,1.0,1205,2,12,sensor,5.121750328712309,0.006866195344508056,unbiased,16384,confirmation,,regular,1.473534107208252,1.473534107208252,5101405,unbiased,0.015005488829738766,,0.010629689383091102,completed,2048,0.016263616569286342,0.5619524886721515,0.6690797113536944
,154,0.0005049299514716465,1.0,1.0,1205,2,12,sensor,-12.370777829752274,0.002207245328227268,annealed_smc,16384,confirmation,0.15,regular,0.09923839569091797,0.09923839569091797,5101405,smc_k64_scale0.15,0.0029506335066857552,64,0.008985857585348141,completed,,0.0031728209865610705,0.5303052378723494,0.6329513274204799
,155,0.0006234399826993421,1.0,1.0,1205,2,12,sensor,,0.0009117666583104844,exact,16384,confirmation,,regular,0.003985591232776642,0.003985591232776642,5101405,exact,0.0019709463328804137,,0.009573011942965538,completed,,0.001924373126573805,0.5286687298458473,0.6330647867661485
4,156,0.006301249508709576,1.0,1.0,1206,2,12,sensor,5.344182880211931,0.00447689114666089,full,16384,confirmation,,regular,1.4366172663867474,1.4366172663867474,5101406,full_n16384_k2048_m4,0.01078863833377693,,0.015654362208225574,completed,2048,0.01050768247318162,0.5379801443013419,0.6373633391353761
8,157,1.5771307371916603,1.0,1.0,1206,2,12,sensor,5.519265869996229,1.0233796584617374,tail_anchored,16384,confirmation,,regular,2.231646813452244,2.231646813452244,5101406,tail_anchored_n16384_k2048_m8,1.0339838319972063,,0.804159367890499,completed,2048,1.0208315937782684,2.998917676603379,3.1131279378718846
4,158,0.011080594168312911,0.0,0.0,1206,2,12,sensor,26.603736211615466,2.480763010046553,tail_fixed,16384,confirmation,,regular,1.9575499072670937,1.9575499072670937,5101406,tail_fixed,2.5010888633304282,,5.545055695719893,completed,2048,2.4651651643011023,0.5717679455850245,0.6811232167964318
4,159,0.005767849997658686,1.0,1.0,1206,2,12,sensor,5.766507962755798,0.005259644772849249,unbiased,16384,confirmation,,regular,1.4700697734951973,1.4700697734951973,5101406,unbiased,0.008968326230297488,,0.017382085314345003,completed,2048,0.009058889444113667,0.5369906511026168,0.6342335496137572
,160,0.0021210880820395264,1.0,1.0,1206,2,12,sensor,-14.845737357564616,0.0023812898971646655,annealed_smc,16384,confirmation,0.15,regular,0.10055289044976234,0.10055289044976234,5101406,smc_k64_scale0.15,0.003394760551591625,64,0.016715514436493113,completed,,0.00346225387735158,0.5760045404106765,0.6879517048757657
,161,0.003018001685318054,1.0,1.0,1206,2,12,sensor,,0.001895783637369772,exact,16384,confirmation,,regular,0.0044335126876831055,0.0044335126876831055,5101406,exact,0.0025996780972185416,,0.016739139269618234,completed,,0.0025876668690527392,0.5659682974220958,0.674203646644269
4,162,0.04653669880352378,1.0,1.0,1207,2,12,sensor,2.0307637836790358,0.0239667710920995,full,16384,confirmation,,regular,1.35536415502429,1.35536415502429,5101407,full_n16384_k2048_m4,0.027757510687436676,,0.015325071257293578,completed,2048,0.023545018927475916,1.6402547541628272,1.802643499333879
8,163,0.5662769021196454,1.0,1.0,1207,2,12,sensor,2.496724702618061,0.7484109710332574,tail_anchored,16384,confirmation,,regular,2.2299391329288483,2.2299391329288483,5101407,tail_anchored_n16384_k2048_m8,0.6892055946190907,,0.6636693272834568,completed,2048,0.5648382853250531,1.7886794142886207,1.913628952226683
4,164,0.45099998744676817,1.0,1.0,1207,2,12,sensor,5.418929426973892,0.36049637507517607,tail_fixed,16384,confirmation,,regular,1.921846255660057,1.921846255660057,5101407,tail_fixed,0.33264338072064215,,0.19201715129014355,completed,2048,0.2642546328368811,1.820198957668091,1.9412488515273865
4,165,0.07037721360696746,1.0,1.0,1207,2,12,sensor,2.2340848030097957,0.05416163828621137,unbiased,16384,confirmation,,regular,1.5281937941908836,1.5281937941908836,5101407,unbiased,0.0489979431023124,,0.026706361646361258,completed,2048,0.039980326319262086,1.699936656989805,1.825647069895128
,166,0.0051732657553452115,1.0,1.0,1207,2,12,sensor,-14.399102659383177,0.002266808584920171,annealed_smc,16384,confirmation,0.15,regular,0.10106679052114487,0.10106679052114487,5101407,smc_k64_scale0.15,0.004322320453250511,64,0.017246020477753775,completed,,0.0039237835000800435,1.675706718702279,1.8227101013396654
,167,0.001437488106003734,1.0,1.0,1207,2,12,sensor,,0.0008211515262443287,exact,16384,confirmation,,regular,0.004239998757839203,0.004239998757839203,5101407,exact,0.0017234828587733373,,0.017373112392103096,completed,,0.0016929811247652516,1.679465090266452,1.824073634604439
4,168,0.029063637101544488,1.0,1.0,1208,2,12,sensor,1.4954889389575676,0.004945498659788094,full,16384,confirmation,,regular,1.3573171012103558,1.3573171012103558,5101408,full_n16384_k2048_m4,0.021034745637824953,,0.005691434297800912,completed,2048,0.020284405548206007,0.5835267267240434,2.1854991008279203
8,169,0.22098961486519775,1.0,1.0,1208,2,12,sensor,3.3641224261290334,1.7831216371648415,tail_anchored,16384,confirmation,,regular,2.233276665210724,2.233276665210724,5101408,tail_anchored_n16384_k2048_m8,1.7901061768734776,,2.9673495706555917,completed,2048,1.7760442281810453,2.3205361235829063,2.473585220916798
4,170,0.638364264538516,1.0,1.0,1208,2,12,sensor,10.816059218810867,1.4977543105894995,tail_fixed,16384,confirmation,,regular,1.926447194069624,1.926447194069624,5101408,tail_fixed,1.5028500659330564,,2.067088237523123,completed,2048,1.490206880552584,2.4367526351659023,2.5670974238326156
4,171,0.05570247489551484,1.0,1.0,1208,2,12,sensor,1.7924554114086533,0.023526157037369027,unbiased,16384,confirmation,,regular,1.6849399842321873,1.6849399842321873,5101408,unbiased,0.031585956391396816,,0.0032348117082105303,completed,2048,0.030949094966285555,2.036883142425149,2.332455877637843
,172,0.0030066982153790596,1.0,1.0,1208,2,12,sensor,-16.922041482670785,0.0021860923503795406,annealed_smc,16384,confirmation,0.15,regular,0.10016640275716782,0.10016640275716782,5101408,smc_k64_scale0.15,0.00413529267335995,64,0.004901066946521629,completed,,0.004285291966723462,0.630915953361942,2.2777689172052566
,173,0.005121607075942247,1.0,1.0,1208,2,12,sensor,,0.0033630201685047514,exact,16384,confirmation,,regular,0.004204690456390381,0.004204690456390381,5101408,exact,0.0034522068088193476,,0.005406695833074524,completed,,0.0034564637026210767,0.6263270377129132,2.2665945565919605
4,174,0.0023272227711755656,0.5,0.5,1209,2,12,sensor,1.2977402874107327,0.005980956098317607,full,16384,confirmation,,regular,1.355863317847252,1.355863317847252,5101409,full_n16384_k2048_m4,0.008225543830802666,,0.16158730562709256,completed,2048,0.0083130912784325,0.6108859884269539,0.7272968432168594
8,175,0.0022769348523967235,0.5,0.5,1209,2,12,sensor,1.576324657715464,0.015084474229595414,tail_anchored,16384,confirmation,,regular,2.2275419645011425,2.2275419645011425,5101409,tail_anchored_n16384_k2048_m8,0.0154554318612072,,0.1685733204664538,completed,2048,0.01492699311665523,0.6154468405063975,0.735429489356321
4,176,0.00844312424445653,0.5,0.5,1209,2,12,sensor,1.7199057721788362,0.024828715975184854,tail_fixed,16384,confirmation,,regular,1.9287616349756718,1.9287616349756718,5101409,tail_fixed,0.021872074140793462,,0.18317360525422285,completed,2048,0.025113586717318493,0.6824180253562242,0.8631704532166541
4,177,0.0017898193650880566,0.5,0.5,1209,2,12,sensor,1.6765397872398724,0.003363612632185647,unbiased,16384,confirmation,,regular,1.4724374301731586,1.4724374301731586,5101409,unbiased,0.005070751411159867,,0.16808005621766126,completed,2048,0.005331545420177155,0.6416717344379321,0.7650353255661784
,178,0.0010431959729566619,0.5,0.5,1209,2,12,sensor,-13.410779879496976,0.0012355549756841533,annealed_smc,16384,confirmation,0.15,regular,0.10082054883241653,0.10082054883241653,5101409,smc_k64_scale0.15,0.002356580584400706,64,0.1671877335903491,completed,,0.0023232365622295583,0.6327442130515004,0.7585104191588445
