batch,cell_id,covariance_error,coverage90,coverage95,dataset_seed,dimension,groups,line,log_normalizer,mean_error,method,particles,phase,proposal_scale,regime,seconds,seconds_including_preparation,seed,setting_id,sliced_w1_32,stages,state_mse,status,steps,w1_mean,width90,width95
4,75,0.009167711265724464,0.5,0.5,1212,2,12,sensor,0.6176268134052973,0.011504531337910264,unbiased,16384,confirmation,,ambiguous,1.5193377174437046,1.5193377174437046,5101412,unbiased,0.011780224106505536,,0.6735543103658971,completed,2048,0.011215835097414303,1.4731164447231215,1.7369881563210283
,76,0.0030194049988525036,0.5,0.5,1212,2,12,sensor,-16.32913269525592,0.0043576547449342565,annealed_smc,16384,confirmation,0.15,ambiguous,0.10798176005482674,0.10798176005482674,5101412,smc_k64_scale0.15,0.005861604181016105,64,0.659973148627687,completed,,0.005714564030157475,1.4953611290893711,1.7691824119051904
,77,0.0005231995120932832,0.5,0.5,1212,2,12,sensor,,0.0018366927301833628,exact,16384,confirmation,,ambiguous,0.004915650933980942,0.004915650933980942,5101412,exact,0.004178072070916719,,0.6547292369753136,completed,,0.004415418256430159,1.513942307634069,1.7760160502395963
4,78,0.0026346249344832845,1.0,1.0,1213,2,12,sensor,-0.34985332027587024,0.007589143118909243,full,16384,confirmation,,ambiguous,1.457059919834137,1.457059919834137,5101413,full_n16384_k2048_m4,0.007464161364510203,,0.32057903518997927,completed,2048,0.006887994356073195,1.7290747963626822,2.225771149924567
8,79,0.0035855336388610727,1.0,1.0,1213,2,12,sensor,-0.34749417252444825,0.008161633101011161,tail_anchored,16384,confirmation,,ambiguous,2.2232341952621937,2.2232341952621937,5101413,tail_anchored_n16384_k2048_m8,0.007626423348925038,,0.31988553682528487,completed,2048,0.007202928206334251,1.7387065877695447,2.2279075974229223
4,80,0.005690088888477115,1.0,1.0,1213,2,12,sensor,-0.32107074667584357,0.011165779475859205,tail_fixed,16384,confirmation,,ambiguous,1.921309471130371,1.921309471130371,5101413,tail_fixed,0.01018891780429319,,0.3201726653693386,completed,2048,0.009437148887956574,1.7571313007104576,2.2505957139435524
4,81,0.003088457047529684,1.0,1.0,1213,2,12,sensor,-0.3193717668587208,0.006815471176326311,unbiased,16384,confirmation,,ambiguous,1.539029847830534,1.539029847830534,5101413,unbiased,0.006891010033122343,,0.3218093837650554,completed,2048,0.006804390400995064,1.7429636285406502,2.2109792691094063
,82,0.0014234217653680652,1.0,1.0,1213,2,12,sensor,-20.77018637639825,0.00238028051044974,annealed_smc,16384,confirmation,0.15,ambiguous,0.1016758568584919,0.1016758568584919,5101413,smc_k64_scale0.15,0.005438812126433355,64,0.32850329576455356,completed,,0.004920038118917485,1.726884741427269,2.2372708842431077
,83,0.00486940219644648,1.0,1.0,1213,2,12,sensor,,0.005474372672847767,exact,16384,confirmation,,ambiguous,0.004568569362163544,0.004568569362163544,5101413,exact,0.006932752164607409,,0.32175152152489933,completed,,0.006907614791017393,1.7313923542481198,2.236336347421374
4,84,0.014640799337485222,1.0,1.0,1214,2,12,sensor,1.7159865892345731,0.005759970680255215,full,16384,confirmation,,ambiguous,1.3601919114589691,1.3601919114589691,5101414,full_n16384_k2048_m4,0.009777576730498214,,0.2924247869317823,completed,2048,0.010411303907155492,2.8242464779873586,3.4431548386179593
8,85,0.08493294559264072,1.0,1.0,1214,2,12,sensor,1.733910041217067,0.033125573674735606,tail_anchored,16384,confirmation,,ambiguous,2.2261375784873962,2.2261375784873962,5101414,tail_anchored_n16384_k2048_m8,0.03363143152594661,,0.30284616891697375,completed,2048,0.03139334447972181,3.025576746236346,3.500251340891293
4,86,0.17843396680506127,1.0,1.0,1214,2,12,sensor,1.973481238877464,0.06048415720402482,tail_fixed,16384,confirmation,,ambiguous,2.074147552251816,2.074147552251816,5101414,tail_fixed,0.05349116607728478,,0.3075206219886396,completed,2048,0.05309050966445364,3.10599226635657,3.528744612247011
