batch,cell_id,dataset_seed,diffusion,dimension,ess_fraction,family,groups,ks_mean,line,log_normalizer,mean_absolute_error,method,particles,phase,positive_mass_error,projection_seed,repeat,seconds,seconds_including_preparation,seed,setting_id,sign_joint_tv,sliced_reference_samples,sliced_w1_32,standardized_offdiagonal_second_rms,status,steps,training_seed,true_ks_mean,true_mean_absolute_error,true_positive_mass_error,true_variance_relative_error,true_w1_mean,u_max,variance_relative_error,w1_mean
4,45,801,1.0,8,0.5,learned,64,0.12515379311875968,paper_anchor,81.13051603792444,0.029476286651133714,full,32768,development,0.034811224770874415,20260921,0,6.08340709656477,6.08340709656477,21028020,full,0.1877272635876185,32768,0.02970262762498317,0.13589133096262024,completed,2048,1,0.12461574443617268,0.02957151615686838,0.034650459067806665,0.20500944587359393,0.03232194049571933,20.0,0.21235041152240702,0.03246418879054004
4,46,801,1.0,8,0.5,learned,64,0.0793030309480095,paper_anchor,92.43683962588626,0.020470706995601773,factorized_full,32768,development,0.017939622456918353,20260921,0,6.210797466337681,6.210797466337681,21028020,factorized_full,0.11359956145721192,32768,0.02125459678189224,0.046345200186224636,completed,2048,1,0.0776063347836404,0.020224102504294895,0.018100377268341156,0.1250666836950537,0.02136433426969029,20.0,0.1354177435608539,0.021662609846004988
4,47,801,1.0,8,0.5,learned,64,0.19374018261799614,paper_anchor,94.77162524392331,0.04873048768064285,tail_anchored,8192,development,0.04165678193006635,20260921,0,1.0313926376402378,1.0313926376402378,21028020,anchor_n8192_k1024_m4,0.308759937094496,32768,0.05858979194825152,0.2558458726955942,completed,1024,1,0.1888906505895578,0.04718089945746465,0.04161754011828463,0.29026159142452884,0.04916825841028105,20.0,0.29675724097632217,0.0504189818320718
8,48,801,1.0,8,0.5,learned,64,0.07941218010315201,paper_anchor,87.72675640313116,0.01817822383826297,tail_anchored,8192,development,0.013727414664584662,20260921,0,1.23527080565691,1.23527080565691,21028020,anchor_n8192_k1024_m8,0.10046445048939034,32768,0.02171941363892478,0.07157304495969626,completed,1024,1,0.07995634101533793,0.018589208295718355,0.01565073081097085,0.17248940492251366,0.01978385264238655,20.0,0.17997274942153207,0.019498697023221698
16,49,801,1.0,8,0.5,learned,64,0.05097346773745262,paper_anchor,78.8264894781611,0.008296864104118253,tail_anchored,8192,development,0.006371242085495761,20260921,0,1.5887273028492928,1.5887273028492928,21028020,anchor_n8192_k1024_m16,0.047185254604791865,32768,0.01266735487286176,0.046383276994011936,completed,1024,1,0.04811101731886324,0.007454567025934567,0.006531996896918564,0.17923563687023183,0.011416420483236232,20.0,0.18663898691390657,0.012279029832671448
4,50,801,1.0,8,0.5,learned,64,0.12026417369704892,paper_anchor,86.95067703007754,0.02759148468513455,tail_anchored,32768,development,0.013014649698981667,20260921,0,3.8283263593912125,3.8283263593912125,21028020,anchor_n32768_k2048_m4,0.08213161178169712,32768,0.03522231318217765,0.1250737611961383,completed,2048,1,0.11583193713786606,0.026572343789302254,0.01317540451040447,0.2246572819243435,0.0292966677587004,20.0,0.23112723929126466,0.030475950180881093
8,51,801,1.0,8,0.5,learned,64,0.06025756461934064,paper_anchor,84.76112888104159,0.01304247195227008,tail_anchored,32768,development,0.01014346293505396,20260921,0,5.316196322441101,5.316196322441101,21028020,anchor_n32768_k2048_m8,0.05024467956673821,32768,0.013181944273938385,0.028176517706371924,completed,2048,1,0.057860472566963875,0.01270208679036939,0.008341659788308853,0.16531023479724338,0.013877865921974136,20.0,0.17304658047561156,0.014303055888983559
16,52,801,1.0,8,0.5,learned,64,0.05415258133793899,paper_anchor,85.9313477791613,0.009907482935078813,tail_anchored,32768,development,0.009748157614682399,20260921,0,8.225094765424728,8.225094765424728,21028020,anchor_n32768_k2048_m16,0.0613557517273549,32768,0.015001562036074372,0.025876031006673947,completed,2048,1,0.05723401535372837,0.01127421419835696,0.009908912426105202,0.18694863583964194,0.014117148903602491,20.0,0.19444206754031046,0.013679722343806282
4,53,801,1.0,8,0.5,learned,64,0.0780567576003492,paper_anchor,78.50056153032787,0.017422294503178504,tail_anchored,32768,development,0.007232002041264397,20260921,0,7.8980854488909245,7.8980854488909245,21028020,anchor_n32768_k4096_m4,0.03067218913314985,32768,0.017725900655776287,0.07297284889194795,completed,4096,1,0.0784456216024863,0.017665879309464456,0.0053086750032332606,0.15748606404253865,0.019243073650231632,20.0,0.16562190399032095,0.019333037738020215
4,54,802,1.0,8,0.5,learned,64,0.06109965418224232,paper_anchor,116.62090260215435,0.012318570077042068,full,32768,development,4.35384293479002e-08,20260921,0,6.082114614546299,6.082114614546299,21028030,full,3.483074340613999e-07,32768,0.015696770478980854,0.04106806442855379,completed,2048,1,0.05862800676562262,0.011336526190864268,3.957804040055635e-08,0.17205427697577558,0.01459284448987538,20.0,0.17345724257318132,0.01501815175338874
4,55,802,1.0,8,0.5,learned,64,0.06425990600975648,paper_anchor,131.44557708204889,0.016317952923515233,factorized_full,32768,development,4.35384293479002e-08,20260921,0,6.130846608430147,6.130846608430147,21028030,factorized_full,3.483074347830449e-07,32768,0.017281546935106383,0.02804771289211018,completed,2048,1,0.06926172657839914,0.017986340127062947,3.957804040055635e-08,0.0925665772490969,0.018411970306712974,20.0,0.09912328321961307,0.016941304705717385
4,56,802,1.0,8,0.5,learned,64,0.07329237025509874,paper_anchor,123.4334796213801,0.013770134380697976,tail_anchored,8192,development,4.35384295699448e-08,20260921,0,1.0308093875646591,1.0308093875646591,21028030,anchor_n8192_k1024_m4,3.483074358932679e-07,32768,0.017766815590209796,0.03719154769816274,completed,1024,1,0.0740797661163062,0.01418908725890719,3.957804062260095e-08,0.20947409673114292,0.018093584341622723,20.0,0.21522214740880743,0.01775364619750599
8,57,802,1.0,8,0.5,learned,64,0.05040025409943856,paper_anchor,115.06915576917477,0.0070532329539231,tail_anchored,8192,development,4.35384293479002e-08,20260921,0,1.223663866519928,1.223663866519928,21028030,anchor_n8192_k1024_m8,3.4830743472753373e-07,32768,0.012042687422369911,0.04642811762409114,completed,1024,1,0.05483330782290975,0.009181979958557754,3.957804040055635e-08,0.20296162869046724,0.01278457347989509,20.0,0.20862608219825896,0.01187283595222724
