step,u,ess,resampled,max_abs_state,max_abs_log_increment
1,19.96095657348633,4096.000000000006,False,3.916933091442052,2.2183312780577266e-07
33,18.73170852661133,4096.000000000001,False,4.488596621282414,7.356380016264026e-07
65,17.541522979736328,4096.000000000006,False,4.597567645620917,2.3437333318445456e-06
97,16.390399932861328,4095.9999999999927,False,4.54692184242081,7.174220470849972e-06
129,15.27833938598633,4095.9999999999245,False,4.226346030467008,2.110365153228835e-05
161,14.205341339111328,4095.999999998122,False,4.1657384146925605,5.9677162239435704e-05
193,13.17140579223633,4095.999999958487,False,4.2818884913629995,0.00016194516595636303
225,12.176532745361328,4095.99999920588,False,4.296110535004448,0.00042255413078324855
257,11.22072219848633,4095.9999863067706,False,4.242230168781345,0.0010592099385430696
289,10.303974151611328,4095.9997837383557,False,4.491766170058571,0.002559199721660599
321,9.426288604736326,4095.996924788544,False,4.856782359166239,0.005932113968248174
353,8.587665557861328,4095.961437234639,False,4.57617692892166,0.013226911169571774
385,7.78810501098633,4095.576948220055,False,4.571481753987099,0.028199495495957846
417,7.027606964111328,4091.9618408326264,False,5.747620509549762,0.058267221379865244
449,6.306171417236327,4063.016700989672,False,5.205938824886589,0.10962543948519626
481,5.623798370361328,3870.122202229915,False,6.492906713713854,0.2002051726704229
513,4.980487823486329,2942.4454897916617,False,7.124586795328707,0.3185173076129565
528,4.692382812500001,2037.1125493675006,True,6.787080972160491,0.37539864019163544
545,4.376239776611328,3308.9215604249734,False,6.6595155988692,0.4511352504069021
557,4.159717559814453,2012.8285289176376,True,6.977071789151694,0.5234688596749147
576,3.8281250000000004,1927.1069357839028,True,6.7184433165499255,0.5450816483334956
577,3.811054229736329,4084.3252767911877,False,6.841096101681958,0.5745059908135015
592,3.559570312500001,2006.8786009603095,True,7.017052692530729,0.5873162255263128
607,3.3166694641113286,1948.3037212973518,True,7.259125368859872,0.5718084082574382
609,3.284931182861328,4023.7833387322044,False,7.052924281863468,0.6222383062690423
620,3.113098144531251,1998.2117646987283,True,6.771020908914764,0.5626731670774422
633,2.915973663330078,1954.0978425508656,True,6.9991817123149245,0.5393863126067172
641,2.797870635986329,2967.1148574608774,False,6.860112607424868,0.5639087147566268
645,2.7397346496582027,2030.313142223169,True,6.799562319845021,0.533594400571305
656,2.5830078125000004,1975.296726438771,True,6.077502644271161,0.5340142491751416
666,2.444534301757812,1848.3251889217117,True,5.954050749844361,0.5220753115788992
673,2.349872589111328,2621.8513402088324,False,5.889223649840142,0.5678584870895043
675,2.323169708251954,1927.924458696483,True,5.663752701630295,0.4997137535004795
684,2.204895019531251,1838.46553123974,True,5.475829586200259,0.4929528816100965
694,2.0771026611328125,2024.9343328477828,True,5.37147417143928,0.4813082231985118
704,1.9531250000000002,1955.4742977662665,True,5.192363610325044,0.47309079983841473
