step,u,ess,resampled,max_abs_state,max_abs_log_increment
1,19.980473518371582,32767.999999999854,False,4.610705403374955,4.061471461879711e-07
65,18.750615119934082,32767.99999996375,False,4.42028372488175,1.3541924901229703e-06
129,17.559819221496586,32767.99999958463,False,4.345024007885688,4.118606895935684e-06
193,16.408085823059086,32767.99999593581,False,4.808365921839492,1.4063922696029066e-05
257,15.295414924621584,32767.999964140778,False,4.563310601482569,3.855552259570778e-05
321,14.221806526184082,32767.999698305157,False,4.611919792203727,0.00011370526516405344
385,13.187260627746584,32767.997720503867,False,4.586626773710269,0.00029467149600762683
449,12.191777229309082,32767.98405327539,False,4.966115652177698,0.0007471099316334794
513,11.235356330871584,32767.894874906673,False,4.761154583647608,0.0020835346621987582
577,10.317997932434082,32767.36444689673,False,4.4885412045186275,0.005024728531017277
641,9.439702033996584,32764.45965080809,False,4.741745426719975,0.010374590266292774
705,8.600468635559084,32750.034696451876,False,4.748581297034612,0.025313374270420134
769,7.800297737121583,32680.706248052342,False,5.574341366671835,0.05161942217877304
833,7.039189338684082,32382.218560026817,False,5.706302014143919,0.11336605482077518
897,6.317143440246583,31182.417944631605,False,6.165982064664201,0.19646849101539185
961,5.634160041809082,26905.123670474877,False,6.2785271307357995,0.33569281557038505
1021,5.029339790344237,16247.396440343553,True,6.819009886115848,0.522516403377524
1025,4.990239143371583,31763.885063888916,False,7.160777259379868,0.5992742313130606
1067,4.588894844055177,16170.19079449888,True,7.379879199138957,0.7838396484103465
1089,4.385380744934082,20599.9645486581,False,7.963078432331701,0.8354858678737934
1097,4.3125200271606445,15614.074298004385,True,7.773399153172132,0.8760943613721355
1119,4.115300178527832,16344.502068304473,True,7.7478723984057645,0.985802638250228
1138,3.948688507080078,15890.413016283059,True,7.9040658556616625,1.031148448650537
1153,3.8195848464965825,16455.612702320872,False,8.270751533576842,1.2862837421352733
1154,3.811054229736329,15211.46727109952,True,8.358177156678927,1.2341509843440917
1168,3.6926269531249996,15476.666531930357,True,7.600633169843152,1.2523951415577779
1180,3.592605590820312,16349.633312705933,True,7.771796480696141,1.2494171499750344
1192,3.4939575195312496,15479.784462498239,True,7.4820451469622515,1.322660062577852
1203,3.404736518859864,15876.765693267052,True,7.706850368050738,1.4624793172597383
1213,3.3246278762817387,15952.37430691042,True,7.353874719150118,1.407382024618006
1217,3.292851448059082,25253.65538973827,False,7.503427726971018,1.355142977280134
1223,3.245472908020019,15273.400849967256,True,7.452245076692057,1.6320760732665294
1233,3.167271614074708,15355.534730916917,True,7.59482997410709,1.5211790393888944
1242,3.097705841064453,14791.724173684921,True,7.5458393932779435,1.541447311731594
1250,3.0365180969238286,14674.128412607855,True,7.325810025636422,1.7535758221671933
1258,2.975940704345704,14709.960148025251,True,7.843944746480932,1.7439194820963835
1266,2.915973663330078,15068.5232965741,True,7.493480335162801,1.9580381720382751
1273,2.8640031814575195,16091.609352267638,True,7.247629971129625,1.986576630083044
1280,2.8125000000000004,14199.030828504387,True,7.307630431000347,1.743967972759071
1281,2.8051805496215825,29761.191244112415,False,7.243453319303266,1.9472378919708113
1287,2.76146411895752,15263.375998193229,True,7.102771423324082,1.7889943556993106
1293,2.7180910110473637,13758.978470853139,True,7.143184570063619,2.081896592811458
1299,2.6750612258911137,16113.41506397052,True,6.944634019284961,1.9284765710889453
1305,2.63237476348877,15758.17516308704,True,7.0075352576364045,1.9269331576554891
1311,2.5900316238403325,14868.090068673078,True,6.850951655699177,1.8149714555535672
1316,2.5550079345703125,14051.067532408524,True,6.615928014000587,1.9357324354287804
1321,2.5202226638793945,14709.85082058003,True,6.493978016160615,2.1749725060375322
1326,2.4856758117675777,14605.194155964577,True,6.689087514178907,2.5771336797243474
1331,2.451367378234864,14141.76465268581,True,6.7264665021777885,2.208367313247781
1336,2.4172973632812504,14303.12588984362,True,6.571073056526701,2.023750242976599
1341,2.3834657669067387,14669.536065347702,True,6.600397202382908,2.2638705676179214
1345,2.3565721511840816,16229.52603927691,True,6.421075164539122,2.5146652814799193
1349,2.3298311233520512,15893.154849666076,True,6.458268403146841,2.4621969589471466
1353,2.3032426834106445,12195.004765305039,True,6.126470706196058,2.090617402300473
1357,2.276806831359863,14391.077192071725,True,6.197239975139628,2.378299352360161
1361,2.2505235671997075,13879.532905115062,True,6.173918593595649,2.8443581842224317
1365,2.224392890930176,14547.911313416513,True,6.0293507108260265,2.4667952295355344
1369,2.198414802551269,12113.288480229683,True,6.072766375530267,2.5720115225800275
1373,2.1725893020629887,12527.033903718868,True,6.004304307899271,2.632100802972365
1376,2.1533203125,15069.182000378712,True,5.991856754887238,3.1639547204180247
