cell_id,training_seed,dataset_seed,setting_id,particles,method,mse,rmse,coverage90,coverage95,width90,width95
-1,3,703,reference,0,learned_reference,0.017786694166283264,0.1333667655987925,0.875,1.0,0.37179809173470246,0.4429839508590324
-1,3,703,reference,0,true_reference,0.017630992312851257,0.13278174691143077,0.875,1.0,0.37051867663682625,0.4414641049806036
-1,3,704,reference,0,learned_reference,0.004143951012905839,0.0643735272678594,1.0,1.0,0.37246539578517623,0.44372418746264697
-1,3,704,reference,0,true_reference,0.004207599088082213,0.06486600872631376,1.0,1.0,0.37112173601978643,0.4421509438338915
-1,3,705,reference,0,learned_reference,0.010162184896580571,0.10080766288621403,1.0,1.0,0.3616633498108285,0.4310424738299631
-1,3,705,reference,0,true_reference,0.009934491714063886,0.0996719203891642,1.0,1.0,0.36126357044106866,0.43057654788088806
-1,3,706,reference,0,learned_reference,0.005126018124240999,0.07159621585140516,1.0,1.0,0.35279946537407686,0.42046430780365635
-1,3,706,reference,0,true_reference,0.005460177869919136,0.07389301638124632,1.0,1.0,0.35202275878523537,0.41954810866796094
-1,3,707,reference,0,learned_reference,0.005196950641145854,0.07208987890921897,1.0,1.0,0.3626043238391499,0.4320131782129756
-1,3,707,reference,0,true_reference,0.004940704270692206,0.07029014348180125,1.0,1.0,0.36203340419707286,0.4313385177476315
-1,3,708,reference,0,learned_reference,0.010931084299250994,0.10455182590108598,1.0,1.0,0.35632289300636966,0.42452341293217655
-1,3,708,reference,0,true_reference,0.010695984496259827,0.10342139283658786,1.0,1.0,0.35563655516451353,0.4237140723786723
-1,3,709,reference,0,learned_reference,0.014079288675993732,0.11865617841475315,0.75,1.0,0.36973685966739994,0.4404696946759124
-1,3,709,reference,0,true_reference,0.013936904292385413,0.11805466654218041,0.875,1.0,0.3691110014423328,0.43974369542556097
-1,4,700,reference,0,learned_reference,0.009778070332410007,0.09888412578573978,0.875,1.0,0.36696026304256635,0.4372509085802547
-1,4,700,reference,0,true_reference,0.00970108460683744,0.09849408412101429,0.875,1.0,0.3669955779100237,0.4373024706014377
-1,4,701,reference,0,learned_reference,0.017596348598983687,0.13265122916499375,0.75,0.875,0.36029697220002593,0.429428634347845
-1,4,701,reference,0,true_reference,0.01497956910560829,0.1223910499407873,0.875,1.0,0.36032791386995966,0.42947836176334064
-1,4,702,reference,0,learned_reference,0.012688560268001935,0.11264350965768927,1.0,1.0,0.36500856323431463,0.43494651930330586
-1,4,702,reference,0,true_reference,0.013701092202711271,0.11705166467296085,1.0,1.0,0.36593333785271426,0.4360476968892232
-1,4,703,reference,0,learned_reference,0.018302551062908207,0.13528692125593,0.875,1.0,0.37024147343575853,0.44112340482373513
-1,4,703,reference,0,true_reference,0.017630992312851257,0.13278174691143077,0.875,1.0,0.37051867663682625,0.4414641049806036
-1,4,704,reference,0,learned_reference,0.004796184251255493,0.06925448903324241,1.0,1.0,0.370983941162466,0.44197002563743215
-1,4,704,reference,0,true_reference,0.004207599088082213,0.06486600872631376,1.0,1.0,0.37112173601978643,0.4421509438338915
-1,4,705,reference,0,learned_reference,0.009945819565386682,0.09972872988956934,1.0,1.0,0.36091328696846914,0.4301501850036457
-1,4,705,reference,0,true_reference,0.009934491714063886,0.0996719203891642,1.0,1.0,0.36126357044106866,0.43057654788088806
-1,4,706,reference,0,learned_reference,0.006308306433312246,0.0794248477072021,1.0,1.0,0.35176881004686855,0.4192316172243642
-1,4,706,reference,0,true_reference,0.005460177869919136,0.07389301638124632,1.0,1.0,0.35202275878523537,0.41954810866796094
-1,4,707,reference,0,learned_reference,0.0046546666873600985,0.06822511771598565,1.0,1.0,0.36143270421039103,0.4306213285045168
-1,4,707,reference,0,true_reference,0.004940704270692206,0.07029014348180125,1.0,1.0,0.36203340419707286,0.4313385177476315
-1,4,708,reference,0,learned_reference,0.0103287149445868,0.10163028556777158,1.0,1.0,0.3552477978063185,0.423241946015432
-1,4,708,reference,0,true_reference,0.010695984496259827,0.10342139283658786,1.0,1.0,0.35563655516451353,0.4237140723786723
-1,4,709,reference,0,learned_reference,0.014270059080825185,0.11945735256075779,0.75,1.0,0.3681972697175468,0.4386483495875393
-1,4,709,reference,0,true_reference,0.013936904292385413,0.11805466654218041,0.875,1.0,0.3691110014423328,0.43974369542556097
