batch,cell_id,cell_wall_seconds,checkpoint_sha256,commit,condition,control_delta,critical_batch,dataset_seed,device,diffusion,dimension,ess_threshold,family,final_ess_fraction,finite_normalizer,groups,initialization,ks_mean,learning_w1,mean_absolute_error,method,minimum_ess_fraction,particles,peak_gpu_bytes,positive_mass_error,resampling_count,sampling,score_evaluations,seconds,seed,status,steps,suite,training_seed,true_ks_mean,true_mean_absolute_error,true_positive_mass_error,true_variance_relative_error,true_w1_mean,u_max,variance_relative_error,w1_mean
4,100,3.7100846245884895,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,113,cuda,1.0,8,0.5,learned_mixture,0.6965486528910694,False,64,standard normal at finite u_max,0.10076106022303719,0.0041974428288792465,0.022334328748442364,unbiased,3.1496147567482056e-05,32768,202038784,5.392636129308848e-09,632,without_replacement,268435456,2.956627231091261,9001113,completed,2048,heldout,1,0.09348744132571336,0.019719195846116574,4.4079475347569286e-09,0.21438117314570693,0.023094363786741266,20.0,0.2149307813314767,0.02521579070110414
4,101,13.552135929465294,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,113,cuda,1.0,8,0.5,learned_mixture,0.9614094742277934,True,64,standard normal at finite u_max,0.362902029813646,0.0041974428288792465,0.10387679347488829,tail,0.00045530556540366224,32768,202038784,5.392636129308848e-09,421,without_replacement,268435456,3.3904156014323235,9001113,completed,2048,heldout,1,0.36585059599092384,0.1052165883106399,4.4079475347569286e-09,0.38119271302078844,0.1058289599398424,20.0,0.3864498667435161,0.10460098833244799
4,102,24.201223254203796,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,114,cuda,1.0,8,0.5,learned_mixture,0.9989314388624682,True,64,standard normal at finite u_max,0.04946448280459665,0.0041316548044599,0.011178187214614898,full,0.3680285644317962,32768,1383796224,0.009679887250041999,91,with_replacement,4294967296,14.040121238678694,9001114,completed,2048,heldout,1,0.05348277756549517,0.012781179272201038,0.009588456023704103,0.14312614092129666,0.013778600501471238,20.0,0.14455727133603274,0.01270287687022849
4,103,3.7485570423305035,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,114,cuda,1.0,8,0.5,learned_mixture,0.5980414929132319,False,64,standard normal at finite u_max,0.13824029957755868,0.0041316548044599,0.028513541036373095,unbiased,3.055068085870343e-05,32768,202038784,0.015224871685855543,627,without_replacement,268435456,2.984574731439352,9001114,completed,2048,heldout,1,0.13228281516815485,0.026989746562679322,0.015132103954819013,0.3434387722583515,0.031869832187304645,20.0,0.34716027418026685,0.03350616731846106
4,104,4.141980029642582,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,114,cuda,1.0,8,0.5,learned_mixture,0.8585216191230912,True,64,standard normal at finite u_max,0.2901764144989366,0.0041316548044599,0.07837394404261366,tail,0.00039803740180862295,32768,202038784,0.048272124202128494,375,without_replacement,268435456,3.378888513892889,9001114,completed,2048,heldout,1,0.2867795090306122,0.07742368954473858,0.048179356471091964,0.36787187888082706,0.08009166272760802,20.0,0.3715674038935395,0.08055652892789243
4,105,24.209034636616707,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,115,cuda,1.0,8,0.5,learned_mixture,0.8825861754641587,True,64,standard normal at finite u_max,0.06827989400169622,0.002943053184124719,0.013846496523376352,full,0.2996749037436224,32768,1383796224,0.008408684396415712,101,with_replacement,4294967296,14.027297373861074,9001115,completed,2048,heldout,1,0.06228473841484347,0.011999271605764633,0.0072557245991151445,0.17987875461718972,0.015316756377186703,20.0,0.18131319461180978,0.016548813379202654
4,106,3.712479803711176,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,115,cuda,1.0,8,0.5,learned_mixture,0.9976849710025477,False,64,standard normal at finite u_max,0.19611102014723858,0.002943053184124719,0.044551499919440095,unbiased,3.0761419093778486e-05,32768,202038784,0.054172055544894966,662,without_replacement,268435456,2.963314063847065,9001115,completed,2048,heldout,1,0.20473035238876947,0.046899327510274466,0.05527852548275342,0.32425135634707813,0.04955564117773138,20.0,0.3254251647208283,0.047473422268629675
4,107,4.173047333955765,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,115,cuda,1.0,8,0.5,learned_mixture,0.5786388052792165,True,64,standard normal at finite u_max,0.2904400216594705,0.002943053184124719,0.0742319341977448,tail,3.234229800082016e-05,32768,202038784,0.027650475559345696,479,without_replacement,268435456,3.421874266117811,9001115,completed,2048,heldout,1,0.28800090226644015,0.07324268677763397,0.028756945497204152,0.2804670911738246,0.07590434037298711,20.0,0.281245274516342,0.07669624569559692
4,108,14.819008402526379,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,116,cuda,1.0,8,0.5,learned_mixture,0.9984308448532028,True,64,standard normal at finite u_max,0.06746597084545126,0.006689241642823522,0.016264409392041004,full,0.2647663161215508,32768,1383796224,0.001772867231609436,99,with_replacement,4294967296,14.058326665312052,9001116,completed,2048,heldout,1,0.0647363566884431,0.015077741895551867,0.0017240723610432566,0.14908387911123844,0.017469224511819873,20.0,0.15118507842920392,0.017676891950459697
4,109,13.108117282390594,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,116,cuda,1.0,8,0.5,learned_mixture,0.6145698441794433,False,64,standard normal at finite u_max,0.31242554836912306,0.006689241642823522,0.07669952768561053,unbiased,3.052175277876946e-05,32768,202038784,0.00955737576309355,659,without_replacement,268435456,2.9605081491172314,9001116,completed,2048,heldout,1,0.3044469111881125,0.07475805061602295,0.009588435983972462,0.38177517196030986,0.07711589911970218,20.0,0.38208617024256175,0.07899442733569977
4,110,4.152334660291672,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,116,cuda,1.0,8,0.5,learned_mixture,0.5964646073088906,True,64,standard normal at finite u_max,0.3477318837119464,0.006689241642823522,0.09656193047813506,tail,7.057112083490149e-05,32768,202038784,0.04415501000981363,475,without_replacement,268435456,3.3994954228401184,9001116,completed,2048,heldout,1,0.34403833589652477,0.09631901302468532,0.0447356583080461,0.3955897439525832,0.09952978346194774,20.0,0.3960907772095566,0.09930382814856788
4,111,14.823047410696745,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,117,cuda,1.0,8,0.5,learned_mixture,0.6536915319371674,True,64,standard normal at finite u_max,0.11847639640564403,0.00498881130759613,0.029025379444327107,full,0.3675586909684774,32768,1383796224,0.023616757819920182,96,with_replacement,4294967296,14.071084637194872,9001117,completed,2048,heldout,1,0.11967802107931041,0.029450276192621336,0.02406882535586364,0.15916708054691575,0.029986176374287975,20.0,0.16267177735142324,0.02952963084579246
4,112,13.133835103362799,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,117,cuda,1.0,8,0.5,learned_mixture,0.9441402771804195,False,64,standard normal at finite u_max,0.24159909511672958,0.00498881130759613,0.054302323935652284,unbiased,3.084477907362384e-05,32768,202038784,0.04905981464631978,656,without_replacement,268435456,2.9647502452135086,9001117,completed,2048,heldout,1,0.2506287652769372,0.05689085803740472,0.04951188218226324,0.4314245673851333,0.06149980728758625,20.0,0.4334747657518725,0.058767887544504196
4,113,4.153870306909084,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,117,cuda,1.0,8,0.5,learned_mixture,0.8470211877547502,True,64,standard normal at finite u_max,0.3167558255945092,0.00498881130759613,0.08938645336618009,tail,3.851746788277126e-05,32768,202038784,0.03667793092232002,460,without_replacement,268435456,3.3961338251829147,9001117,completed,2048,heldout,1,0.3102352629178915,0.08796354655181404,0.0356898229735613,0.2797754596237929,0.09026227107044034,20.0,0.2825234468665229,0.09100266060912734
4,114,14.819180760532618,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,118,cuda,1.0,8,0.5,learned_mixture,0.7201624879459917,True,64,standard normal at finite u_max,0.10619362198552149,0.0034861899111410773,0.024917514099497797,full,0.30563705542675745,32768,1383796224,0.030481003423433857,101,with_replacement,4294967296,14.060990530997515,9001118,completed,2048,heldout,1,0.11090824008162073,0.026288953246055093,0.0306108049173451,0.16338963498741507,0.02708130742953227,20.0,0.16899734505384736,0.02579804123972609
4,115,13.115666721016169,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,118,cuda,1.0,8,0.5,learned_mixture,0.6253018404041204,False,64,standard normal at finite u_max,0.2479370049714001,0.0034861899111410773,0.05205419963784967,unbiased,3.052188321939038e-05,32768,202038784,0.027210149761181083,667,without_replacement,268435456,2.9745497219264507,9001118,completed,2048,heldout,1,0.24952376330476153,0.052628471625402795,0.02685161580134653,0.40819455191081133,0.05876781361131749,20.0,0.41221623116960526,0.058715038545621684
4,116,4.1637465581297874,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,118,cuda,1.0,8,0.5,learned_mixture,0.7336286055878348,True,64,standard normal at finite u_max,0.46013445166199585,0.0034861899111410773,0.1166933757485426,tail,3.68338651608592e-05,32768,202038784,0.06109106157122562,432,without_replacement,268435456,3.3972628004848957,9001118,completed,2048,heldout,1,0.4579426921325866,0.116384361214464,0.06096040710109469,0.4006180516610298,0.11730582300588432,20.0,0.4045618626696226,0.11769150341812018
4,117,14.877163901925087,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,119,cuda,1.0,8,0.5,learned_mixture,0.7313576943871162,True,64,standard normal at finite u_max,0.06957444171816804,0.004468826552550038,0.014494803599459663,full,0.3524392406533011,32768,1383796224,0.0067512895221672475,94,with_replacement,4294967296,14.0752689614892,9001119,completed,2048,heldout,1,0.07235415180861815,0.015467805239146554,0.008578219774929396,0.16437780018401985,0.018948217949749907,20.0,0.16926824291570713,0.017852105092434383
4,118,13.34613410755992,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,119,cuda,1.0,8,0.5,learned_mixture,0.6135615608502217,False,64,standard normal at finite u_max,0.21298788600517632,0.004468826552550038,0.05109853237372581,unbiased,3.0551300287027875e-05,32768,202038784,0.010296317582993124,633,without_replacement,268435456,2.9633523747324944,9001119,completed,2048,heldout,1,0.20772693391194008,0.04968020021239619,0.008467599201167684,0.3513150756919333,0.05452678233090335,20.0,0.3548297033690842,0.05518586435332558
4,119,4.13023529201746,642c9ac8b37cc879a46c5dc332c9d99eb4ae9d0bd2c4b38a1ce3bbe1af22951a,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,119,cuda,1.0,8,0.5,learned_mixture,0.6625884590742407,True,64,standard normal at finite u_max,0.33304707171037023,0.004468826552550038,0.09220680304287147,tail,0.001382770738974429,32768,202038784,0.025278034465224183,351,without_replacement,268435456,3.3761553913354874,9001119,completed,2048,heldout,1,0.32075655325972735,0.08876657953939555,0.023448553342205622,0.2557058088668525,0.08877048006031182,20.0,0.2594879638861824,0.09221004221958769
4,120,14.83119523897767,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,100,cuda,1.0,8,0.5,learned_mixture,0.9977152043860738,True,64,standard normal at finite u_max,0.053447644546401246,0.007143256457492633,0.009871480748959615,full,0.35969036474155897,32768,1383796224,0.003910299571240087,95,with_replacement,4294967296,14.076262421905994,9002100,completed,2048,heldout,2,0.047426717861316914,0.007720826423236196,0.0036419972091086953,0.20235081308356034,0.01221930915661951,20.0,0.19163885853239462,0.013187412892375325
4,121,3.7075604535639286,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,100,cuda,1.0,8,0.5,learned_mixture,0.6381930883435929,False,64,standard normal at finite u_max,0.17106276818518398,0.007143256457492633,0.03214671489957714,unbiased,3.1627983777386696e-05,32768,202038784,0.0077627047540797,636,without_replacement,268435456,2.9624562077224255,9002100,completed,2048,heldout,2,0.17912887212004217,0.034165235305040384,0.007494402391948308,0.43210526529416554,0.041999158279257015,20.0,0.4244870282536229,0.03907206640654699
4,122,13.54331661015749,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,100,cuda,1.0,8,0.5,learned_mixture,0.9676688965888373,True,64,standard normal at finite u_max,0.3035164998987996,0.007143256457492633,0.08020903359606796,tail,4.93503752102175e-05,32768,202038784,0.011870288716854156,411,without_replacement,268435456,3.394471138715744,9002100,completed,2048,heldout,2,0.29109796856208103,0.07599101677409253,0.011601986354722763,0.35070701322611814,0.07779336427586957,20.0,0.3421243458510239,0.08099597786074302
4,123,14.786850191652775,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,101,cuda,1.0,8,0.5,learned_mixture,0.5686095239787265,True,64,standard normal at finite u_max,0.08723285276284834,0.007214935048627894,0.02127618496244185,full,0.35333811084106737,32768,1383796224,0.000882362547090733,95,with_replacement,4294967296,14.026875868439674,9002101,completed,2048,heldout,2,0.10766620295457321,0.027353439340809922,0.0003746722789709932,0.17081186977613982,0.028470922409302386,20.0,0.16048616983675779,0.02302268317916236
4,124,13.126487627625465,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,101,cuda,1.0,8,0.5,learned_mixture,0.6845578518944208,False,64,standard normal at finite u_max,0.22121367339789394,0.007214935048627894,0.04630800908747988,unbiased,3.097041666296859e-05,32768,202038784,0.000553334833457042,645,without_replacement,268435456,2.967240110039711,9002101,completed,2048,heldout,2,0.22908353769945528,0.047937100878599564,0.0012471055477488863,0.46026403184405495,0.05493341186313895,20.0,0.4536280386849764,0.052645587387817924
4,125,4.1524518467485905,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,101,cuda,1.0,8,0.5,learned_mixture,0.6242483183709986,True,64,standard normal at finite u_max,0.3791283306328041,0.007214935048627894,0.10425628179926434,tail,3.821882965859259e-05,32768,202038784,0.0017326476396318552,450,without_replacement,268435456,3.394610196352005,9002101,completed,2048,heldout,2,0.38099139494252554,0.10423616334387624,0.0024264183539236994,0.42042354186549136,0.1078605992087649,20.0,0.41318025284500415,0.10728745841267914
4,126,14.830926857888699,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,102,cuda,1.0,8,0.5,learned_mixture,0.9381156252242694,True,64,standard normal at finite u_max,0.06343283225026691,0.009191998680324033,0.012860053992986186,full,0.3560763817235328,32768,1383796224,0.0008473032089503924,102,with_replacement,4294967296,14.074188277125359,9002102,completed,2048,heldout,2,0.054674638059229945,0.010158324192740455,0.0005803968637366763,0.18426137564832115,0.013375475883988104,20.0,0.17091139283632112,0.015712801925765765
4,127,13.120649307966232,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,102,cuda,1.0,8,0.5,learned_mixture,0.997981122615971,False,64,standard normal at finite u_max,0.19382000410771136,0.009191998680324033,0.039954871134748174,unbiased,3.0876814256029675e-05,32768,202038784,0.0014478260348630978,643,without_replacement,268435456,2.9611224345862865,9002102,completed,2048,heldout,2,0.21263615293817725,0.04559296347729901,0.0011809196896493818,0.3889980169923807,0.049957076107233885,20.0,0.37893510528291563,0.04582339838043671
4,128,4.154378212988377,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,102,cuda,1.0,8,0.5,learned_mixture,0.6005028025190317,True,64,standard normal at finite u_max,0.4042334218233997,0.009191998680324033,0.10336994291147901,tail,7.883157647723157e-05,32768,202038784,0.001523655639882035,484,without_replacement,268435456,3.40060243755579,9002102,completed,2048,heldout,2,0.4036556773298647,0.10292735270903088,0.001256749294668319,0.39084258997090143,0.10542064608978724,20.0,0.38077952236237567,0.10647492410491026
4,129,14.786732908338308,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,103,cuda,1.0,8,0.5,learned_mixture,0.6168654723508207,True,64,standard normal at finite u_max,0.058893527283453165,0.008396449332283708,0.011480963134335522,full,0.33549706068921364,32768,1383796224,0.0017199440206334756,94,with_replacement,4294967296,14.031349811702967,9002103,completed,2048,heldout,2,0.05582980372977808,0.009781352545048305,0.0014033190929409263,0.1964164587755946,0.013731073114946854,20.0,0.18419280793205522,0.01407085013032811
4,130,3.706368464976549,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,103,cuda,1.0,8,0.5,learned_mixture,0.6381649182760167,False,64,standard normal at finite u_max,0.13489583127853974,0.008396449332283708,0.02891434082643625,unbiased,3.126494546571779e-05,32768,202038784,0.0015003386180790501,646,without_replacement,268435456,2.959260728210211,9002103,completed,2048,heldout,2,0.138525692812148,0.02976753778949914,0.0011837136903865009,0.33403952250889,0.032423748683582936,20.0,0.3240645660086993,0.03172622863546641
4,131,13.57123813778162,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,103,cuda,1.0,8,0.5,learned_mixture,0.8176797565553737,True,64,standard normal at finite u_max,0.43515490718322997,0.008396449332283708,0.12461120274015863,tail,3.7581421274386453e-05,32768,202038784,0.002651995783042052,460,without_replacement,268435456,3.3968386836349964,9002103,completed,2048,heldout,2,0.4235199824903606,0.12080971728755185,0.002335370855349503,0.40382876666835427,0.12550251084246597,20.0,0.3983643295230386,0.12827244434038154
4,132,14.848672319203615,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,104,cuda,1.0,8,0.5,learned_mixture,0.8271282086357947,True,64,standard normal at finite u_max,0.042657884882550096,0.00786038839673026,0.006735113236480465,full,0.3572968632281511,32768,1383796224,0.003236234414768349,98,with_replacement,4294967296,14.095675818622112,9002104,completed,2048,heldout,2,0.053844653426060825,0.010770471653389263,0.0010536903560509764,0.17507545803426589,0.01269644234252828,20.0,0.1671958813702843,0.010617349384465158
4,133,3.705078396946192,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,104,cuda,1.0,8,0.5,learned_mixture,0.7314672044435133,False,64,standard normal at finite u_max,0.10542582675194556,0.00786038839673026,0.020520927464186964,unbiased,3.313569847326343e-05,32768,202038784,0.008047167285321233,628,without_replacement,268435456,2.956538274884224,9002104,completed,2048,heldout,2,0.11600310510291319,0.02348866194890671,0.004271061063541276,0.28548666847128173,0.029377370318782594,20.0,0.27897636757747507,0.026141100645193732
4,134,13.574718154966831,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,104,cuda,1.0,8,0.5,learned_mixture,0.9222586822043248,True,64,standard normal at finite u_max,0.4886540082261126,0.00786038839673026,0.15067953250832405,tail,6.723276048932319e-05,32768,202038784,0.05474786240191486,462,without_replacement,268435456,3.396085299551487,9002104,completed,2048,heldout,2,0.4833704066599868,0.14693615090787657,0.05674148489618748,0.4980130747215635,0.15127464008481079,20.0,0.4934787077160568,0.15420018938656643
4,135,24.195447575300932,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,105,cuda,1.0,8,0.5,learned_mixture,0.7780209878814931,True,64,standard normal at finite u_max,0.14309178969220526,0.004669996538538659,0.03159061260149551,full,0.3710783501935754,32768,1383659520,0.019441675243235597,95,with_replacement,4294967296,14.034469168633223,9002105,completed,2048,heldout,2,0.14736253331538318,0.033259792329808954,0.021848549015820944,0.18442151610447519,0.0354736620510411,20.0,0.1708054723990473,0.03498929006871893
4,136,3.7104868553578854,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,105,cuda,1.0,8,0.5,learned_mixture,0.8131144166032805,False,64,standard normal at finite u_max,0.20291215455114942,0.004669996538538659,0.03844922931502845,unbiased,3.0582202608521783e-05,32768,202038784,0.05289454322833827,646,without_replacement,268435456,2.959125842899084,9002105,completed,2048,heldout,2,0.20836088832061822,0.039825809132457216,0.05760355024262995,0.4347704668679774,0.046577732957451476,20.0,0.42784284551815244,0.045049433893204316
4,137,4.125843483954668,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,105,cuda,1.0,8,0.5,learned_mixture,0.7731353080117735,True,64,standard normal at finite u_max,0.20551525812877378,0.004669996538538659,0.052470992441526185,tail,0.005651188651905883,32768,202038784,0.048675423772771086,296,without_replacement,268435456,3.3694242648780346,9002105,completed,2048,heldout,2,0.20316881049708213,0.051691765603103526,0.04661169099565705,0.17891453987466893,0.052104744069689055,20.0,0.1685999303154364,0.052831668033544776
4,138,24.22927537932992,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,106,cuda,1.0,8,0.5,learned_mixture,0.7117204636058831,True,64,standard normal at finite u_max,0.05585102786660191,0.008370047869447938,0.010245456379000921,full,0.36624893978890244,32768,1383796224,0.002874002073276474,100,with_replacement,4294967296,14.065097086131573,9002106,completed,2048,heldout,2,0.0655450076315083,0.012430774577738446,0.0033383262354001377,0.1947242212947523,0.01596272667693245,20.0,0.18042725491213543,0.01406642185885948
4,139,3.7177669554948807,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,106,cuda,1.0,8,0.5,learned_mixture,0.7579989866944614,False,64,standard normal at finite u_max,0.31613008243792545,0.008370047869447938,0.06343882057797307,unbiased,3.061366251050524e-05,32768,202038784,0.011231777610708926,695,without_replacement,268435456,2.96923740580678,9002106,completed,2048,heldout,2,0.3010696042640057,0.05910924097880695,0.01169610177283259,0.5716611167798573,0.06803366133574346,20.0,0.5634103381685844,0.07059483518647143
4,140,4.1606831550598145,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,106,cuda,1.0,8,0.5,learned_mixture,0.9057693514163643,True,64,standard normal at finite u_max,0.44502406434568575,0.008370047869447938,0.11482936318470932,tail,3.052731143603119e-05,32768,202038784,0.005305469576409677,495,without_replacement,268435456,3.4065285846590996,9002106,completed,2048,heldout,2,0.4405996804250478,0.11343743331718852,0.0067506905353465485,0.4852880102906799,0.11624066641219924,20.0,0.475913236375506,0.11704413753674497
4,141,24.222079001367092,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,107,cuda,1.0,8,0.5,learned_mixture,0.973269374342839,True,64,standard normal at finite u_max,0.06448118499432268,0.007359790557780636,0.013518551501095835,full,0.3031251496267436,32768,1383796224,0.004616094572281912,99,with_replacement,4294967296,14.05520036071539,9002107,completed,2048,heldout,2,0.0638031254875861,0.012713430413194532,0.004483998685056523,0.19066941384431757,0.015105846015771052,20.0,0.17897390792779916,0.015707432122022767
4,142,3.7151987105607986,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,unbiased,,,107,cuda,1.0,8,0.5,learned_mixture,0.9330489567164681,False,64,standard normal at finite u_max,0.26271672311131156,0.007359790557780636,0.05928808078940075,unbiased,3.0656463429724906e-05,32768,202038784,0.011292987872585817,654,without_replacement,268435456,2.9647453874349594,9002107,completed,2048,heldout,2,0.24166481551779,0.05292589999151877,0.011160891985360428,0.4508792869153565,0.058139662164989475,20.0,0.4429585219786707,0.06274406161163505
4,143,4.151242449879646,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,tail,,,107,cuda,1.0,8,0.5,learned_mixture,0.6669497191338953,True,64,standard normal at finite u_max,0.3905561609921829,0.007359790557780636,0.10221333561343846,tail,0.00011160888009417638,32768,202038784,0.014204945471531982,419,without_replacement,268435456,3.388828307390213,9002107,completed,2048,heldout,2,0.3920655438352617,0.1016832154801719,0.014072849584306593,0.3608981893845331,0.10202396047446677,20.0,0.3515301529358017,0.10274971969158252
4,144,24.241474397480488,4ad56f1f2de8ac7e99a997dc798fcc9a82d5e41bcaa01483fa8161ba24fa2737,324a2d406707f9daea94ae5b41dbad7950efa93d,full,,,108,cuda,1.0,8,0.5,learned_mixture,0.7930494451134337,True,64,standard normal at finite u_max,0.07371712604655106,0.008944523847946282,0.01781354666701021,full,0.34514278394289855,32768,1383796224,0.004566168882962823,94,with_replacement,4294967296,14.071207992732525,9002108,completed,2048,heldout,2,0.05523670718543887,0.011933414503064408,0.0022946127264539817,0.1349623497229687,0.014238698944959155,20.0,0.12343799574594402,0.018574592509957404
