step,u,ess,resampled,max_abs_state,max_abs_log_increment
1,19.921951293945316,32768.00000000005,False,4.548925095222796,3.5131136814083494e-08
17,18.693923950195312,32767.99999999997,False,4.9083943144057764,1.1650212349559334e-07
33,17.504959106445312,32768.00000000003,False,4.835293731012806,3.711665791028245e-07
49,16.355056762695316,32768.00000000005,False,4.718933949802972,1.136179396380421e-06
65,15.244216918945312,32768.000000000044,False,4.54214562166161,3.3414961388301985e-06
81,14.172439575195314,32767.999999999927,False,4.808465550816347,9.441654334521001e-06
97,13.139724731445312,32767.99999999802,False,4.818518211585367,2.5640378977212915e-05
113,12.146072387695314,32767.999999962092,False,4.706565095254823,6.69121030262699e-05
129,11.191482543945316,32767.999999336273,False,4.717966837751919,0.00016784614034043657
145,10.275955200195314,32767.999989472897,False,4.99200610525656,0.0004054311197781299
161,9.399490356445312,32767.999853970214,False,4.5986477224653735,0.0009406788216390138
177,8.562088012695314,32767.998197606266,False,4.712358257859115,0.0021118428582803804
193,7.763748168945315,32767.980272137505,False,4.996036531047962,0.004530018884649403
209,7.004470825195313,32767.807205560304,False,4.701957208903699,0.009423448849126744
225,6.2842559814453125,32766.357180529423,False,5.654152660740503,0.018691996945391382
241,5.603103637695313,32755.76125993883,False,5.404993937234293,0.036245254066071986
257,4.9610137939453125,32686.780502105168,False,5.03598460259506,0.0666677404744778
273,4.357986450195313,32307.324321048378,False,5.53776910230603,0.11377074148660171
289,3.794021606445312,30617.021034903784,False,5.659848062928269,0.1788006643635559
305,3.269119262695313,24869.327769630512,False,5.650832253861209,0.2723501035876343
317,2.901077270507813,15834.134052948031,True,5.694090225291031,0.3215263886132955
321,2.783279418945312,31997.052446559945,False,5.8087441049575315,0.36225160670838513
336,2.363281250000001,14929.069520010125,True,6.004639732821498,0.4467575066530693
337,2.336502075195313,32656.100174206105,False,5.869706124825685,0.4406846743118147
349,2.027053833007813,14533.940665105782,True,5.659205294359124,0.5518894095614015
353,1.9287872314453123,29646.403260901352,False,5.527525413972422,0.6147110921067926
359,1.7859649658203123,15157.00210615638,True,5.343686606552358,0.5920678725152738
368,1.5820312499999996,14511.165331151968,True,4.848755725122027,0.6517650117325758
369,1.5601348876953127,32431.93810831359,False,4.823394486061388,0.5937341362761988
377,1.3904571533203132,13957.419394017203,True,4.835515697945186,0.5848020102315392
385,1.2305450439453123,16394.090553717553,False,4.768260921146041,0.5902503234920453
386,1.2112426757812504,13690.994441856426,True,4.824793879913518,0.5967387901437867
394,1.0623168945312498,15134.786960533782,True,4.449089292967587,0.614355519884086
401,0.9400177001953127,14770.448430523322,True,4.2159783142077005,0.6255575675777648
408,0.8251953124999999,15462.665473029385,True,4.150125508837726,0.7586435294949617
415,0.7178497314453128,13183.384828877062,True,3.999422857945829,0.7426247949078048
417,0.6885528564453123,30447.833594224714,False,3.9330816475087182,0.8632405342294245
421,0.6317901611328127,14569.982234625131,True,3.802856677681211,0.8000987009332008
427,0.5512237548828127,15873.098962536636,True,3.6465850690228967,0.6895933301222265
433,0.47615051269531267,15675.717735978835,True,3.6649673516837193,0.6810589960527713
439,0.4065704345703126,15164.40774858653,True,3.3393855861282846,0.8546522429988902
445,0.34248352050781256,15365.084305403627,True,3.4072115043516202,0.7257316707430883
449,0.3028106689453124,23389.689625380022,False,3.2819758314353598,0.7067751171243744
451,0.2838897705078125,15553.510464229399,True,3.326262852255831,0.6252231302879119
457,0.23078918457031247,15145.931395617052,True,3.2036577551075953,0.6436188583550294
463,0.18318176269531247,16372.73636495789,True,3.0742183840563038,0.7893444942696527
465,0.16853332519531222,30408.951966647735,False,3.091375123989892,0.8037582482226577
469,0.14106750488281244,15188.245677488614,True,3.0912592865125714,0.6623969227834384
475,0.10444641113281243,15036.117909834478,True,2.873332584242268,0.7105578055559008
481,0.07331848144531243,17693.105974506398,False,2.744237070573968,0.6050243396639541
482,0.06866455078125008,14314.458482823104,True,2.7435192232807997,0.592451378554233
490,0.03692626953124993,14957.87101737111,True,2.7144993572681835,0.47619386420737736
497,0.01716613769531252,23540.060452420497,False,2.671745744436042,0.3243956211466819
502,0.0076293945312499575,15847.210715416528,True,2.665646165898079,0.22014971941638578
512,0.0,31191.127751252374,False,2.6230782261727636,0.011550063696622445
