step,u,ess,resampled,max_abs_state,max_abs_log_increment
1,19.921951293945316,8192.000000000018,False,3.6539350824419707,3.9516510120504524e-08
17,18.693923950195312,8192.000000000013,False,3.742725429081058,1.3107654554858615e-07
33,17.504959106445312,8192.000000000004,False,3.6804653968978944,4.17794657083993e-07
49,16.355056762695316,8191.999999999998,False,4.045538075563436,1.2802139807314002e-06
65,15.244216918945312,8191.999999999993,False,3.913895308293197,3.7715240298382285e-06
81,14.172439575195314,8191.999999999562,False,4.149319595252931,1.0680573282229267e-05
97,13.139724731445312,8191.999999990465,False,4.03618442398832,2.912189023285638e-05
113,12.146072387695314,8191.999999813324,False,3.8629978383391124,7.65228456259274e-05
129,11.191482543945316,8191.999996661758,False,4.345273313983019,0.00019380367897959294
145,10.275955200195314,8191.999947548695,False,3.7704422556677666,0.000476609715823666
161,9.399490356445312,8191.999266899298,False,4.1892513064971855,0.0011321502756051914
177,8.562088012695314,8191.991007410636,False,4.289917829800558,0.0026898928303574496
193,7.763748168945315,8191.903372764666,False,4.2067395998710575,0.005774463075843854
209,7.004470825195313,8191.086324498743,False,4.4650610407345255,0.01264895280583115
225,6.2842559814453125,8184.480785923703,False,4.545874078031082,0.026794023406660476
241,5.603103637695313,8139.360352478437,False,4.852179565098616,0.052589320630536444
257,4.9610137939453125,7888.435991200339,False,5.095048545702833,0.09778530818155161
273,4.357986450195313,6825.710696205398,False,5.256287858208169,0.17700939265567334
288,3.8281250000000004,3903.624103200758,True,4.6090108992064,0.20985379585601757
289,3.794021606445312,8180.286986135761,False,4.735898566101682,0.2023590624423152
305,3.269119262695313,4329.0734482336,False,4.860701009442302,0.2569353292782419
306,3.23760986328125,3950.303008304576,True,4.391373965429809,0.26553505501211805
319,2.8418731689453134,3729.105745845692,True,4.182310714594237,0.4764855382635886
321,2.783279418945312,8027.361573656563,False,3.9373734979748054,0.4917316221455417
328,2.5830078125000004,3810.632893042376,True,3.804876307016904,0.5159679394937385
337,2.336502075195313,3714.1448645317378,True,3.522062690590536,0.4476028978653398
345,2.1277618408203134,3239.2000260465857,True,3.2726191426778652,0.5617098740237743
353,1.9287872314453123,3644.675112959522,True,3.0655465631782888,0.5627940179922787
358,1.80938720703125,4001.923118194805,True,2.903851543760274,0.8258718386720371
364,1.671142578125,4089.243144894046,True,2.785990437200275,0.6147038600003571
369,1.5601348876953127,5422.491368064581,False,2.525048958122562,0.7208387072079752
371,1.5167999267578132,3934.9094202982396,True,2.4337093350927526,0.7845353266226589
378,1.3699340820312502,3138.7422657646803,True,2.1924339444535033,0.7428362396296673
384,1.2500000000000002,3927.794174389255,True,2.1345228985273508,0.8977022242162388
385,1.2305450439453123,8000.101594487904,False,2.2924789957071376,0.83396718396131
389,1.154251098632813,3923.7286202634564,True,1.9966112084627763,1.1178873897664634
395,1.0443878173828127,3336.3901599240576,True,1.9610252087614073,1.059966730920753
400,0.9570312500000006,3853.818978091359,True,1.8432011085191942,1.2694763743538215
401,0.9400177001953127,7905.407777080053,False,1.8787343694684884,1.1103600235582938
405,0.8734893798828124,4062.7374495326108,True,1.723901368871005,1.1269346466417376
410,0.7937622070312501,2711.513963827185,True,1.752490492029581,1.3686880574007823
414,0.7327270507812499,3294.460965859416,True,1.6313421165324713,1.3748931504830797
417,0.6885528564453123,5081.303909188292,False,1.5699424767089794,1.4416068272218623
418,0.6741333007812503,3117.467395982862,True,1.664322728494124,1.3341439909529766
422,0.61798095703125,2069.2340306847195,True,1.5656930350176654,1.6325088175006384
425,0.5774688720703125,2639.4446033871454,True,1.468366453498022,2.1663480283741268
428,0.538330078125,3500.8126078205896,True,1.4689896500640023,1.778700703934346
432,0.4882812499999997,2996.667347865931,True,1.391467793939398,1.5489386748384113
433,0.47615051269531267,7556.088200546574,False,1.4926364827247964,1.3810184107615526
435,0.45234680175781283,3255.5170238575724,True,1.483395638736687,1.7369955845332736
438,0.4177856445312503,2848.0784980293856,True,1.4523042488710705,2.4015199539550656
441,0.3845977783203128,3535.0895002898924,True,1.3619754285912298,1.9558507132134735
444,0.3527832031250002,2541.702343905793,True,1.3437779174811935,1.539628826245809
447,0.3223419189453127,1409.614808652806,True,1.3798227415232973,2.2956040272322595
449,0.3028106689453124,4413.932845683372,False,1.2875419002053012,1.9044688565369872
450,0.29327392578125017,2464.941343127281,True,1.2472208446834279,2.5512471547594204
453,0.26557922363281267,3829.701347905776,True,1.3272373676150013,1.7220793195689916
456,0.23925781250000014,3355.7552614609212,True,1.2250112350708593,1.8331324568846215
460,0.20629882812499997,2665.1676903483403,True,1.1488848925203172,1.6024450326937218
464,0.1757812500000002,3516.04182954153,True,1.15561297344939,1.84315287109817
465,0.16853332519531222,7585.356554459289,False,1.1742551940549075,1.7046822093956382
467,0.15449523925781267,3718.7632245643185,True,1.1778253557542124,1.6173707715446346
470,0.13458251953125017,4085.0489700288877,True,1.1843244081528088,1.921065913518084
474,0.11016845703124974,2835.584406924422,True,1.123646447940964,1.8078841661171838
477,0.09346008300781225,3711.930363397109,True,1.0524838425109388,1.5946210395917753
481,0.07331848144531243,3771.945890186423,True,1.095567502527535,2.2132361457920013
486,0.051574707031250194,3026.304829086907,True,1.0182083667895983,1.1848994426310242
490,0.03692626953124993,2618.0384582643605,True,1.0296966049660148,1.081769373951096
496,0.01953124999999994,3432.830193898698,True,1.0232099803542238,0.8548847409342547
497,0.01716613769531252,8090.034358312828,False,1.038698424269806,0.6581910832271339
503,0.006179809570312507,3721.056591225304,True,1.0300034080580158,0.61070396145622
512,0.0,7464.12837302953,False,1.0040385020814357,0.021310340376445216
