all_strongest_batch_count,bad_event_lower_probability,batch,cell_id,commit,device,diffusion,dimension,ess_fraction,ess_threshold,family,final_ess_fraction,finite_population_normalizer,full_exact_log_normalizer,full_exact_variance,groups,initialization,kind,ks_mean,largest_normalized_weight,log_normalizer,mean_absolute_error,method,minimum_ess_fraction,nonintegrable_batch_count,particles,peak_gpu_bytes,positive_mass_error,potential_mse,relative_path,resampling_count,score_evaluations,score_mse,seconds,seed,status,steps,u_max,variance_relative_error,w1_mean,weighted_mean,weighted_variance
,,4,140,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9420012952140291,,,,16,standard normal at finite u_max,tail,0.01833566524667668,,,0.02088792140568127,tail,0.49630234510536514,,8192,5179904,0.01785719070195979,,task_008/cell_0140,1,67108864,,4.256926786154509,0,completed,2048,20.0,0.036678950045716086,0.020954653610673255,,
,,4,141,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.8965067025374163,,,,16,standard normal at finite u_max,tail,0.01728963433567579,,,0.012840929801702419,tail_cumulant,0.4991689887192046,,8192,5310976,0.008877174552958333,,task_009/cell_0141,1,134217728,,7.225935749709606,0,completed,2048,20.0,0.03235637199463315,0.013811482592198915,,
,,4,142,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9929663517779241,,,,16,standard normal at finite u_max,tail,0.01757781940201819,,,0.014459224610925263,tail,0.49931184390576294,,8192,5179904,0.014350890690767337,,task_010/cell_0142,1,67108864,,4.054548487067223,1,completed,2048,20.0,0.09111554317540271,0.023568695224501196,,
,,4,143,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9786066881943191,,,,16,standard normal at finite u_max,tail,0.015048786140038184,,,0.00836470507409398,tail_cumulant,0.4993118849363468,,8192,5310976,0.001418555539941746,,task_011/cell_0143,1,134217728,,7.327680714428425,1,completed,2048,20.0,0.01359983568592149,0.010714422252937046,,
,,4,144,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9949887351312989,,,,16,standard normal at finite u_max,tail,0.010960310749567215,,,0.0030619631591090376,tail,0.49926262733076443,,8192,5179904,0.002502584087568538,,task_000/cell_0144,1,67108864,,4.029942821711302,2,completed,2048,20.0,0.0561091050038689,0.009514169498409332,,
,,4,145,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.8906783605826486,,,,16,standard normal at finite u_max,tail,0.028985017151064496,,,0.0335808142145222,tail_cumulant,0.4979585897290774,,8192,5310976,0.019430523759227825,,task_001/cell_0145,1,134217728,,7.147608425468206,2,completed,2048,20.0,0.03308078703237283,0.033740045683268965,,
,,4,146,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.999544643328961,,,,16,standard normal at finite u_max,tail,0.01656233879676894,,,0.004344716481291262,tail,0.4998600498951601,,8192,5179904,0.00480248142327,,task_002/cell_0146,1,67108864,,4.08233605325222,3,completed,2048,20.0,0.09317159302444822,0.017292742068104237,,
,,4,147,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9344058219398368,,,,16,standard normal at finite u_max,tail,0.010226737474449354,,,0.0038724837547803644,tail_cumulant,0.49827733185514855,,8192,5310976,0.004756855312369024,,task_003/cell_0147,1,134217728,,7.264334201812744,3,completed,2048,20.0,0.0379322291293952,0.00865159461912987,,
,,4,148,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9966353237605535,,,,16,standard normal at finite u_max,tail,0.01068746004481319,,,0.002543685196443655,tail,0.49946355485540705,,8192,5179904,0.003097032007547962,,task_004/cell_0148,1,67108864,,4.207706347107887,4,completed,2048,20.0,0.02894649029133689,0.008106439123839243,,
,,4,149,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9487289738000707,,,,16,standard normal at finite u_max,tail,0.01083374300896739,,,0.011399780484208385,tail_cumulant,0.49913790297889143,,8192,5310976,0.0041377583395839634,,task_005/cell_0149,1,134217728,,7.382667765021324,4,completed,2048,20.0,0.008252323116232585,0.011623406237773807,,
,,4,150,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.8897335929024688,,,,16,standard normal at finite u_max,tail,0.023915526637810904,,,0.021038909703572927,tail,0.418517264965803,,8192,37755904,0.01606652715140506,,task_006/cell_0150,3,4194304,,0.2638346552848816,0,completed,128,20.0,0.05497853751379016,0.024353141783082004,,
,,4,151,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.8790908631378554,,,,16,standard normal at finite u_max,tail,0.017099840492338744,,,0.015816656745038814,tail_cumulant,0.46532795622810824,,8192,38345728,0.010314115192947441,,task_007/cell_0151,3,8388608,,0.465481199324131,0,completed,128,20.0,0.022652962092796602,0.01664436878630044,,
,,4,152,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.9684010020451582,,,,16,standard normal at finite u_max,tail,0.0839147871721669,,,0.09272641200673559,tail,0.4257224268560452,,8192,37755904,0.07407649002426706,,task_008/cell_0152,4,4194304,,0.27897609770298004,1,completed,128,20.0,0.08513007878141185,0.0939341910550911,,
,,4,153,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.6183417755561345,,,,16,standard normal at finite u_max,tail,0.04257437049538346,,,0.0417534161663264,tail_cumulant,0.3788601484128264,,8192,38345728,0.03613043271725164,,task_009/cell_0153,3,8388608,,0.46529947593808174,1,completed,128,20.0,0.037565043089500705,0.042678543845568045,,
,,4,154,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.7901742281017732,,,,16,standard normal at finite u_max,tail,0.020727593105670686,,,0.01569912367778372,tail,0.4481951437351185,,8192,37755904,0.012880312770211545,,task_010/cell_0154,3,4194304,,0.2647251933813095,2,completed,128,20.0,0.05474907738701236,0.01952561675050855,,
,,4,155,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.6417074781478465,,,,16,standard normal at finite u_max,tail,0.027861681496912385,,,0.022945262244881946,tail_cumulant,0.4302782910680174,,8192,38345728,0.02048376012373644,,task_011/cell_0155,3,8388608,,0.4724475294351578,2,completed,128,20.0,0.021358086251356184,0.024884994792226,,
,,4,156,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.5287798315817978,,,,16,standard normal at finite u_max,tail,0.035888317127740176,,,0.028478892821775934,tail,0.46600781270065406,,8192,37755904,0.02144801841903051,,task_000/cell_0156,3,4194304,,0.26200614497065544,3,completed,128,20.0,0.14149196256325708,0.03829340950585825,,
,,4,157,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.7583470689244738,,,,16,standard normal at finite u_max,tail,0.02142005332230043,,,0.01808094181315513,tail_cumulant,0.4317182466583043,,8192,38345728,0.013765915241954696,,task_001/cell_0157,3,8388608,,0.45957164093852043,3,completed,128,20.0,0.046820687367589486,0.020732112725380322,,
,,4,158,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.876206530033437,,,,16,standard normal at finite u_max,tail,0.01701705240280836,,,0.015149427970683423,tail,0.4227905770302703,,8192,37755904,0.007966435243942194,,task_002/cell_0158,3,4194304,,0.2693634629249573,4,completed,128,20.0,0.03371067501851882,0.01686987874786626,,
,,4,159,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.5420777220595195,,,,16,standard normal at finite u_max,tail,0.06680978488685205,,,0.06578223402529382,tail_cumulant,0.37787318222599586,,8192,38345728,0.05311754814561636,,task_003/cell_0159,3,8388608,,0.4704556465148926,4,completed,128,20.0,0.10585586939022677,0.06864533827183221,,
,,4,160,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.7870900831072049,,,,16,standard normal at finite u_max,tail,0.01842961967205601,,,0.013296248649372226,tail,0.4792398974426797,,8192,37755904,0.01146956157542367,,task_004/cell_0160,3,16777216,,1.0599183775484562,0,completed,512,20.0,0.03440018534567087,0.016575024987892158,,
,,4,161,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.7547094057559285,,,,16,standard normal at finite u_max,tail,0.020865136262136787,,,0.019317892426844306,tail_cumulant,0.4811614033069648,,8192,38345728,0.014582445154849827,,task_005/cell_0161,3,33554432,,1.869860541075468,0,completed,512,20.0,0.02843981663194231,0.021458475613659572,,
,,4,162,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.6718819934850833,,,,16,standard normal at finite u_max,tail,0.025465190013776912,,,0.019061589416011132,tail,0.4806680385966732,,8192,37755904,0.01643294488261638,,task_006/cell_0162,3,16777216,,1.0198550000786781,1,completed,512,20.0,0.06735157197969166,0.02459628275312397,,
,,4,163,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.7779755164857222,,,,16,standard normal at finite u_max,tail,0.01611707089709938,,,0.009660483500368309,tail_cumulant,0.48511931155117244,,8192,38345728,0.011605333078434227,,task_007/cell_0163,3,33554432,,1.8343004435300827,1,completed,512,20.0,0.03666260806892724,0.013764493905233027,,
,,4,164,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.858603369302988,,,,16,standard normal at finite u_max,tail,0.01606844186987689,,,0.009418379467433548,tail,0.4880390209763648,,8192,37755904,0.010660066386549774,,task_008/cell_0164,3,16777216,,1.0768986493349075,2,completed,512,20.0,0.04212087117965643,0.014440720140654874,,
,,4,165,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.9342574844667683,,,,16,standard normal at finite u_max,tail,0.0144396497518759,,,0.009569384510396434,tail_cumulant,0.4929546272255596,,8192,38345728,0.008006731919835766,,task_009/cell_0165,3,33554432,,1.8224028088152409,2,completed,512,20.0,0.04579642598894473,0.01363971795158668,,
,,4,166,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.9844436220956194,,,,16,standard normal at finite u_max,tail,0.037286773764242734,,,0.03339946510905562,tail,0.4739668091192089,,8192,37755904,0.03027516224520821,,task_010/cell_0166,4,16777216,,1.024273343384266,3,completed,512,20.0,0.037068999296788016,0.036049991953705396,,
,,4,167,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.5344777427661267,,,,16,standard normal at finite u_max,tail,0.03459287128385127,,,0.03554084577678381,tail_cumulant,0.4701764741593123,,8192,38345728,0.027834944408370976,,task_011/cell_0167,3,33554432,,1.8486453220248222,3,completed,512,20.0,0.0605307949875309,0.0367350426831191,,
,,4,168,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.6887407274766295,,,,16,standard normal at finite u_max,tail,0.025191059803119076,,,0.021664911119191714,tail,0.4915395203300575,,8192,37755904,0.01850728553539436,,task_000/cell_0168,3,16777216,,1.0223188996315002,4,completed,512,20.0,0.04086554142083294,0.025739582060103426,,
,,4,169,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.7387244498290209,,,,16,standard normal at finite u_max,tail,0.02804555180730605,,,0.02955424363454712,tail_cumulant,0.48619282185595125,,8192,38345728,0.021083730444716363,,task_001/cell_0169,3,33554432,,1.8070199489593506,4,completed,512,20.0,0.05390849075497234,0.03095499973530614,,
,,4,170,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.7532789070623662,,,,16,standard normal at finite u_max,tail,0.015775745912252767,,,0.01020571183012651,tail,0.49752591365426074,,8192,37755904,0.008777548623962808,,task_002/cell_0170,3,67108864,,4.090494304895401,0,completed,2048,20.0,0.04525465682531783,0.014544661789447876,,
,,4,171,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.7379603879816754,,,,16,standard normal at finite u_max,tail,0.017732529200475362,,,0.01332063602702509,tail_cumulant,0.49395922324975167,,8192,38345728,0.011888854108676745,,task_003/cell_0171,3,134217728,,7.430993430316448,0,completed,2048,20.0,0.039485950912484705,0.017729562582453062,,
,,4,172,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.7603905744610503,,,,16,standard normal at finite u_max,tail,0.022094612113540038,,,0.017158451409583268,tail,0.49399925585854554,,8192,37755904,0.01401017506945066,,task_004/cell_0172,3,67108864,,4.219910442829132,1,completed,2048,20.0,0.051639658828006,0.022542336573722364,,
,,4,173,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.8402504811997797,,,,16,standard normal at finite u_max,tail,0.019365428516658265,,,0.014133888701203098,tail_cumulant,0.4976882344590526,,8192,38345728,0.013187506334492484,,task_005/cell_0173,3,134217728,,7.424880441278219,1,completed,2048,20.0,0.030022199906872354,0.016514931473546112,,
,,4,174,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.6651333467697298,,,,16,standard normal at finite u_max,tail,0.021754964092312007,,,0.016587054323171226,tail,0.49430343719605396,,8192,37755904,0.01180603531847954,,task_006/cell_0174,3,67108864,,4.032989334315062,2,completed,2048,20.0,0.07970781834388144,0.02267675184345037,,
,,4,175,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.8134149249501178,,,,16,standard normal at finite u_max,tail,0.021884377359254078,,,0.019169623065151402,tail_cumulant,0.49577582018355465,,8192,38345728,0.013267277996944271,,task_007/cell_0175,3,134217728,,7.3079676032066345,2,completed,2048,20.0,0.05091919291958845,0.023321007907404698,,
,,4,176,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.6265388406236099,,,,16,standard normal at finite u_max,tail,0.014991501572270607,,,0.007836506951127824,tail,0.4947642695765182,,8192,37755904,0.007325956334773183,,task_008/cell_0176,3,67108864,,4.261282563209534,3,completed,2048,20.0,0.03466453785900986,0.012931869977371516,,
,,4,177,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.9220339797361052,,,,16,standard normal at finite u_max,tail,0.01737835596704201,,,0.01253775658051201,tail_cumulant,0.4964655566685082,,8192,38345728,0.009030196948889277,,task_009/cell_0177,3,134217728,,7.248441074043512,3,completed,2048,20.0,0.04813734769552988,0.015656673672252437,,
,,4,178,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.9847322831103802,,,,16,standard normal at finite u_max,tail,0.05527995772112848,,,0.056474338440996925,tail,0.4926211638354522,,8192,37755904,0.043849910969444315,,task_010/cell_0178,4,67108864,,4.070824168622494,4,completed,2048,20.0,0.10700393585009964,0.06266253666074614,,
,,4,179,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.7364618286651936,,,,16,standard normal at finite u_max,tail,0.02949792581712339,,,0.029072723008890453,tail_cumulant,0.4954221719731808,,8192,38345728,0.023405691498236923,,task_011/cell_0179,3,134217728,,7.349082931876183,4,completed,2048,20.0,0.04601999972575403,0.032318982020141857,,
,,4,180,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.6453417255679015,,,,64,standard normal at finite u_max,tail,0.0323559810327711,,,0.03315521163916436,tail,0.46758878580832836,,8192,5180928,0.015359488357920281,,task_000/cell_0180,1,4194304,,0.2600419223308563,0,completed,128,20.0,0.12734875393443024,0.03344225766703237,,
,,4,181,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.99984598863103,,,,64,standard normal at finite u_max,tail,0.024306913359943727,,,0.03793307045672827,tail_cumulant,0.46377435881688067,,8192,5312000,0.014924775662238932,,task_001/cell_0181,2,8388608,,0.4558577761054039,0,completed,128,20.0,0.11173172996094549,0.03794370246420062,,
,,4,182,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.7716728468237629,,,,64,standard normal at finite u_max,tail,0.00686767059268889,,,0.0020157224303530615,tail,0.48394210622422146,,8192,5180928,0.003612927192801263,,task_002/cell_0182,1,4194304,,0.26223789900541306,1,completed,128,20.0,0.023656880618359688,0.006043361093669294,,
,,4,183,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9767048200961056,,,,64,standard normal at finite u_max,tail,0.01496038789543977,,,0.0123209898660029,tail_cumulant,0.48043562910943743,,8192,5312000,0.008542562881090898,,task_003/cell_0183,1,8388608,,0.4695005789399147,1,completed,128,20.0,0.030096164268658687,0.012959451277872338,,
,,4,184,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9999947236879619,,,,64,standard normal at finite u_max,tail,0.02418447947570379,,,0.022150385493558515,tail,0.4504493095000675,,8192,5180928,0.017207128924328408,,task_004/cell_0184,2,4194304,,0.3033725172281265,2,completed,128,20.0,0.005612134657129064,0.02371140876836357,,
,,4,185,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.7825359300334755,,,,64,standard normal at finite u_max,tail,0.016566788878459526,,,0.018666066399634258,tail_cumulant,0.48862471822700637,,8192,5312000,0.011703687839086263,,task_005/cell_0185,1,8388608,,0.4691505618393421,2,completed,128,20.0,0.005935707514822974,0.01879987413502276,,
,,4,186,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9055776048365719,,,,64,standard normal at finite u_max,tail,0.01663607108570797,,,0.01467146301741257,tail,0.49031609868265985,,8192,5180928,0.013217560525796812,,task_006/cell_0186,1,4194304,,0.2592041678726673,3,completed,128,20.0,0.0023983736296082636,0.015177820809740476,,
,,4,187,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.7504344349090167,,,,64,standard normal at finite u_max,tail,0.014922281865564602,,,0.008671477214178866,tail_cumulant,0.49866333028086324,,8192,5312000,0.006754988685010788,,task_007/cell_0187,1,8388608,,0.4623066931962967,3,completed,128,20.0,0.03353165680148118,0.01279746701968544,,
,,4,188,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.7436622842813728,,,,64,standard normal at finite u_max,tail,0.016248599030294963,,,0.01255292788816898,tail,0.4680544678100804,,8192,5180928,0.012247856135947033,,task_008/cell_0188,1,4194304,,0.27312181890010834,4,completed,128,20.0,0.003984535497929431,0.014922959802058893,,
,,4,189,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.8219079203530381,,,,64,standard normal at finite u_max,tail,0.01280494189785919,,,0.009883524748811644,tail_cumulant,0.4912461696411706,,8192,5312000,0.0063665903204243035,,task_009/cell_0189,1,8388608,,0.4605445973575115,4,completed,128,20.0,0.0010502464599850825,0.01080041279944459,,
,,4,190,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.6729517122244362,,,,64,standard normal at finite u_max,tail,0.011833456167667844,,,0.002826064303774847,tail,0.4865135641718227,,8192,5180928,0.003491821224688718,,task_010/cell_0190,1,16777216,,1.0157432928681374,0,completed,512,20.0,0.027893241027569626,0.008326467097821253,,
,,4,191,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.6514891184992104,,,,64,standard normal at finite u_max,tail,0.011597716099259747,,,0.004882553245395322,tail_cumulant,0.49942686601064007,,8192,5312000,0.008988698604977086,,task_011/cell_0191,1,33554432,,1.834593303501606,0,completed,512,20.0,0.013910685474127993,0.011106135566360089,,
,,4,192,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9381515736459718,,,,64,standard normal at finite u_max,tail,0.012372041234616882,,,0.002038540446404594,tail,0.4955906334073342,,8192,5180928,0.008083360534988038,,task_000/cell_0192,1,16777216,,1.0113508217036724,1,completed,512,20.0,0.08760011934828982,0.014998775645452312,,
,,4,193,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9960512531461005,,,,64,standard normal at finite u_max,tail,0.04093186663989923,,,0.05153346153715478,tail_cumulant,0.49976814818388876,,8192,5312000,0.03630612210626327,,task_001/cell_0193,2,33554432,,1.7966182827949524,1,completed,512,20.0,0.0008600771898845672,0.05182642693085632,,
,,4,194,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9290854677112312,,,,64,standard normal at finite u_max,tail,0.014872248857587755,,,0.01359715622863762,tail,0.4949581883144914,,8192,5180928,0.012386501253713322,,task_002/cell_0194,1,16777216,,1.0309801250696182,2,completed,512,20.0,0.034881463293268467,0.014847010760378513,,
,,4,195,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.5188446750805651,,,,64,standard normal at finite u_max,tail,0.11661731440477374,,,0.14743070712661208,tail_cumulant,0.4498976384409053,,8192,5312000,0.05959940675818742,,task_003/cell_0195,2,33554432,,1.8656883388757706,2,completed,512,20.0,0.7048519123046149,0.14857177970291996,,
,,4,196,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.7885380219699125,,,,64,standard normal at finite u_max,tail,0.05248142192628488,,,0.056255038790710934,tail,0.48922905931845817,,8192,5180928,0.040633837314827004,,task_004/cell_0196,2,16777216,,1.0220073461532593,3,completed,512,20.0,0.1489902397847278,0.05659170430838873,,
,,4,197,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.8282591502713208,,,,64,standard normal at finite u_max,tail,0.013940442718013812,,,0.0028099880692113843,tail_cumulant,0.4964001342446151,,8192,5312000,0.0018115496366858386,,task_005/cell_0197,1,33554432,,1.858334943652153,3,completed,512,20.0,0.09560677789519956,0.016072423311247815,,
,,4,198,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.8184361526775094,,,,64,standard normal at finite u_max,tail,0.009272183687031615,,,0.00631403106277066,tail,0.4995923138774224,,8192,5180928,0.006172843217249091,,task_006/cell_0198,1,16777216,,1.0089386701583862,4,completed,512,20.0,0.01896294617314709,0.00837520519999394,,
,,4,199,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.513209094640787,,,,64,standard normal at finite u_max,tail,0.016053893782031564,,,0.004355878294691249,tail_cumulant,0.49241331384377685,,8192,5312000,0.000858920716899747,,task_007/cell_0199,1,33554432,,1.8217358440160751,4,completed,512,20.0,0.03643439943057647,0.01177522903918461,,
,,4,200,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.79768696559884,,,,64,standard normal at finite u_max,tail,0.01685589347650096,,,0.020867033280036577,tail,0.49741522931678717,,8192,5180928,0.014843482076919767,,task_008/cell_0200,1,67108864,,4.245207324624062,0,completed,2048,20.0,0.028508819953365405,0.021229979145276263,,
,,4,201,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.6011732346252758,,,,64,standard normal at finite u_max,tail,0.009982001421287856,,,0.0054450806817815355,tail_cumulant,0.4965896246945668,,8192,5312000,0.0011190038317966389,,task_009/cell_0201,1,134217728,,7.228941697627306,0,completed,2048,20.0,0.08453045420464322,0.011627517391803448,,
,,4,202,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9002478349285209,,,,64,standard normal at finite u_max,tail,0.01569678212884229,,,0.01620876139416038,tail,0.4980821793754438,,8192,5180928,0.013465508588269892,,task_010/cell_0202,1,67108864,,4.0465143620967865,1,completed,2048,20.0,0.05493200020276179,0.018267283052371634,,
,,4,203,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.7317467158731453,,,,64,standard normal at finite u_max,tail,0.011983011814783173,,,0.005201274712920293,tail_cumulant,0.4984465312975399,,8192,5312000,0.002799016450663827,,task_011/cell_0203,1,134217728,,7.314604014158249,1,completed,2048,20.0,0.04789727470116745,0.010420103626101851,,
,,4,204,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9113722170329857,,,,64,standard normal at finite u_max,tail,0.013183535706295157,,,0.006728200137964505,tail,0.4992405613110211,,8192,5180928,0.008349036399173615,,task_000/cell_0204,1,67108864,,4.037219233810902,2,completed,2048,20.0,0.06105299899737393,0.0132587842959904,,
,,4,205,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.768711027403663,,,,64,standard normal at finite u_max,tail,0.018678392311247363,,,0.0030765341524632787,tail_cumulant,0.4987464892809144,,8192,5312000,0.003283563114228172,,task_001/cell_0205,1,134217728,,7.151233572512865,2,completed,2048,20.0,0.09819049909499034,0.017303482063761567,,
,,4,206,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9241548046404422,,,,64,standard normal at finite u_max,tail,0.01845800251233587,,,0.012525902443186535,tail,0.4999141070725076,,8192,5180928,0.01265348104450037,,task_002/cell_0206,1,67108864,,4.0949855744838715,3,completed,2048,20.0,0.07928024259836342,0.017955695999583132,,
,,4,207,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.6272598009515119,,,,64,standard normal at finite u_max,tail,0.0161931576158635,,,0.0029734026948989266,tail_cumulant,0.4988590136876276,,8192,5312000,0.0016898033171740545,,task_003/cell_0207,1,134217728,,7.3966483026742935,3,completed,2048,20.0,0.050262063553843106,0.011101526244594597,,
,,4,208,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9178675811970297,,,,64,standard normal at finite u_max,tail,0.011916432203662092,,,0.00524724306133041,tail,0.49857897822829494,,8192,5180928,0.0087634200673955,,task_004/cell_0208,1,67108864,,4.046951394528151,4,completed,2048,20.0,0.041707821218805896,0.011436779070199745,,
,,4,209,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,1,,0.5,weak_mixture,0.9999108693606812,,,,64,standard normal at finite u_max,tail,0.01999132172946183,,,0.033451954350133026,tail_cumulant,0.4993859932132742,,8192,5312000,0.01583649782859886,,task_005/cell_0209,2,134217728,,7.40976170450449,4,completed,2048,20.0,0.056745180566924125,0.03346228528859565,,
,,4,210,a66b5e3c37c8a33201d515c128157bb8028554e0,cuda,1.0,8,,0.5,weak_mixture,0.904580500574103,,,,64,standard normal at finite u_max,tail,0.027144267828206482,,,0.02440887547900051,tail,0.42271243495776173,,8192,37777408,0.021394605727434166,,task_006/cell_0210,4,4194304,,0.2648623175919056,0,completed,128,20.0,0.05106038821410981,0.02803404598588597,,
