batch,cell_id,commit,device,diffusion,dimension,ess_threshold,family,final_ess_fraction,groups,independent_ks_mean,independent_mean_absolute_error,independent_positive_mass_error,independent_variance_relative_error,independent_w1_mean,initialization,integrability_certificate,joint_sign_total_variation,ks_mean,mean_absolute_error,method,minimum_ess_fraction,off_diagonal_correlation_rms,particles,peak_gpu_bytes,positive_mass_error,resampling_count,score_evaluations,seconds,seed,status,steps,u_max,variance_relative_error,w1_mean
4,588,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,mixture,0.9998449990506657,16,0.04535598093042238,0.06534376883547285,0.02663214896936432,0.026053772250674817,0.07457096994704886,standard normal at finite u_max,finite,0.305085289517109,0.04535598093042238,0.06534376883547285,full,0.44549244090357165,0.09727242749052609,8192,85731328,0.02663214893986402,6,67108864,0.7674876600503922,4,completed,512,20.0,0.02605377225067515,0.07457059847151026
4,616,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,mixture,0.8454470727372643,16,0.04197785259697362,0.08118260376299262,0.038995448776754885,0.01731474196120525,0.08670798312878579,standard normal at finite u_max,finite,0.26607646315394234,0.04197785259697362,0.08118260376299258,full,0.49243102453384285,0.051194986956526106,8192,85731328,0.03899544876200542,5,268435456,2.958351045846939,3,completed,2048,20.0,0.01731474196120543,0.08670814280805623
4,644,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,1,0.5,mixture,0.8328054110498084,64,0.14638266123278976,0.34407164104168486,0.1420909947257849,0.19488460869319257,0.34408330231490314,standard normal at finite u_max,infinite,0.1420909947257877,0.14638266123278976,0.34407164104168486,full,0.0014511667246243866,0.0,8192,42406912,0.14209099472578768,23,67108864,0.16463448107242584,2,completed,128,20.0,0.19488460869319302,0.34408474476357526
4,672,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,1,0.5,mixture,0.5774730468661562,64,0.10791305376462257,0.24461021686491305,0.1011468791016048,0.15789352038662785,0.24506953946213303,standard normal at finite u_max,finite,0.10114687910160589,0.10791305376462257,0.24461021686491313,full,0.289781851391901,0.0,8192,42406912,0.10114687910160725,14,268435456,0.6073508858680725,1,completed,512,20.0,0.15789352038662763,0.24506978455029643
4,700,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,1,0.5,mixture,0.7872648151305871,64,0.2115044712101093,0.5117789742250147,0.21137618302026062,0.584026695909621,0.5122154286615257,standard normal at finite u_max,finite,0.2113761830202603,0.2115044712101093,0.511778974225015,full,0.437165268614667,0.0,8192,42406912,0.2113761830202581,20,1073741824,2.387238048017025,0,completed,2048,20.0,0.584026695909621,0.5122167360316802
4,728,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,1,0.5,mixture,0.7728025712056106,64,0.08104379593290945,0.18702076979244725,0.08082279790121127,0.19412467254205057,0.19610026014622706,standard normal at finite u_max,finite,0.08082279790120873,0.08104379593290945,0.1870207697924473,full,0.42905862044092963,0.0,8192,42406912,0.08082279790120867,13,1073741824,2.3883616849780083,4,completed,2048,20.0,0.19412467254205035,0.19610060875334542
4,756,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,mixture,0.9855330281330895,64,0.4572594563832931,1.108235116165635,0.45128672176555884,0.9880010266411883,1.108314237307878,standard normal at finite u_max,infinite,0.9953975204328013,0.4572594563832931,1.1082351161656359,full,0.00033160657911981257,0.04810610177626557,8192,337420288,0.4512867217655585,28,67108864,0.50225879997015,3,completed,128,20.0,0.9880010266411883,1.1083142815441145
4,784,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,mixture,0.9437454926076837,64,0.4637756713469305,1.091353258676146,0.4503560757150824,0.9849629221759155,1.096336146953763,standard normal at finite u_max,finite,0.9925454028068863,0.4637756713469305,1.0913532586761465,full,0.18827952216450694,0.13050905144371996,8192,337420288,0.45035607571508185,36,268435456,1.9147889092564583,2,completed,512,20.0,0.9849629221759155,1.096334948801942
4,812,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,mixture,0.513586926491649,64,0.4621473509662778,1.023777943565262,0.41594783173893635,0.8277500360711814,1.0359231237943645,standard normal at finite u_max,finite,0.9711583949954313,0.46214735096627774,1.0237779435652627,full,0.4259168820762555,0.3921694196004701,8192,337420288,0.4159478317389359,37,1073741824,7.559373170137405,1,completed,2048,20.0,0.8277500360711812,1.0359230100859078
4,840,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,1,0.5,weak_mixture,0.8984521022698497,16,0.01926973817226918,0.01955802093101204,0.013517083326227919,0.06346655591842665,0.020758984484467186,standard normal at finite u_max,finite,0.013517082829731991,0.01926973817226918,0.019558020931012006,full,0.45264832347046025,0.0,8192,10948608,0.013517082829732852,1,16777216,0.15937618166208267,0,completed,128,20.0,0.06346655591842643,0.02075914499086262
4,868,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,1,0.5,weak_mixture,0.7545393823775863,16,0.024243705554134604,0.0192634329423875,0.01289438707165147,0.16711771198830028,0.030098021031039614,standard normal at finite u_max,finite,0.012894386575156791,0.024243705554134604,0.019263432942387464,full,0.4494495827857989,0.0,8192,10948608,0.012894386575156347,1,16777216,0.15953582525253296,4,completed,128,20.0,0.16711771198830006,0.030098229513889664
4,896,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,1,0.5,weak_mixture,0.9236116674690625,16,0.01617341689791757,0.0049219954087972,0.008207617946477175,0.048733105530073484,0.014004492056684241,standard normal at finite u_max,finite,0.008207617449981525,0.01617341689791757,0.0049219954087971664,full,0.49879467628160024,0.0,8192,10948608,0.008207617449982219,1,67108864,0.6029499396681786,3,completed,512,20.0,0.04873310553007304,0.014004095155052562
4,924,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,1,0.5,weak_mixture,0.9035569787097197,16,0.018720788128887222,0.025482647998816513,0.015187619204396263,0.016155634358584137,0.02554382146679989,standard normal at finite u_max,finite,0.015187619700892191,0.018720788128887222,0.025482647998816547,full,0.4988391384217573,0.0,8192,10948608,0.015187619700891442,1,268435456,2.3808591216802597,2,completed,2048,20.0,0.016155634358584248,0.025541239575598274
4,952,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,weak_mixture,0.927021050454279,16,0.01882679978377871,0.01622774176460356,0.013405906775161389,0.03498220228095679,0.018497327908982758,standard normal at finite u_max,finite,0.09948394770851061,0.01882679978377871,0.01622774176460358,full,0.4374977770145662,0.03232371651384309,8192,85731328,0.013405906899285128,3,16777216,0.2039061188697815,1,completed,128,20.0,0.03498220228095693,0.018497469178800855
4,980,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,weak_mixture,0.7487519187017238,16,0.017978036524423032,0.014028563913480781,0.010708736141265537,0.029515059536844218,0.016629907831094342,standard normal at finite u_max,finite,0.10027424528548165,0.017978036524423032,0.014028563913480813,full,0.4796665958879071,0.03941273542608613,8192,85731328,0.010708736389513293,3,67108864,0.7520840764045715,0,completed,512,20.0,0.029515059536844107,0.016629216944133815
4,1008,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,weak_mixture,0.846030012522565,16,0.024477378711380834,0.022373378111638472,0.019278624790037203,0.04281997450690431,0.025969168914169623,standard normal at finite u_max,finite,0.1095973085060653,0.024477378711380834,0.022373378111638476,full,0.481128406033575,0.029485241080107732,8192,85731328,0.019278624790037197,3,67108864,0.7525127977132797,4,completed,512,20.0,0.04281997450690413,0.025969158828464046
4,1036,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,8,0.5,weak_mixture,0.8166979587593418,16,0.02737089414326708,0.02454400132397768,0.0214471979245993,0.04624662815714395,0.02636352100137145,standard normal at finite u_max,finite,0.1080747048722756,0.02737089414326708,0.02454400132397766,full,0.4953982499501329,0.03415066258156358,8192,85731328,0.02144719767635165,3,268435456,2.9766633063554764,3,completed,2048,20.0,0.04624662815714409,0.02636296914208961
4,1064,185e953d57699e678314593985abe20c62d7d129,cuda,1.0,1,0.5,weak_mixture,0.6745236842307469,64,0.013396202451147171,0.005123816040906757,0.010241684966599052,0.050977018877585545,0.011676119920206292,standard normal at finite u_max,finite,0.010241684337777446,0.013396202451147171,0.005123816040906804,full,0.4777969125968691,0.0,8192,42406912,0.010241684337777057,1,67108864,0.15767623484134674,2,completed,128,20.0,0.050977018877585545,0.011676223807665835
